,index,Datetime,code,name,bankuai,expext
0,3623,2025-01-27,856,冀东装备,专用设备,20.208817
1,2123,2025-01-27,300634,彩讯股份,互联网服务,18.317722
2,3673,2025-01-14,300307,慈星股份,专用设备,16.715952
3,4132,2025-01-27,603398,沐邦高科,光伏设备,16.675459
4,2424,2025-01-27,668,荣丰控股,房地产开发,16.182394
5,3091,2025-01-27,300344,立方数科,软件开发,16.0639
6,3622,2025-01-27,301512,智信精密,专用设备,15.416191
7,1347,2025-01-27,300654,世纪天鸿,文化传媒,15.354593
8,2921,2025-01-27,301248,杰创智能,软件开发,15.035905
9,1085,2025-01-27,600539,狮头股份,环保行业,14.856915
10,3624,2025-01-27,2691,冀凯股份,专用设备,14.809431
11,2918,2025-01-27,300996,普联软件,软件开发,14.505823
12,2354,2025-01-27,603777,来伊份,食品饮料,14.243741
13,4453,2025-01-27,688620,安凯微,半导体,13.470699
14,3131,2025-01-27,759,中百集团,商业百货,13.416614
15,107,2025-01-27,2496,辉丰股份,农药兽药,13.258801
16,2586,2025-01-27,301356,天振股份,塑料制品,12.994801
17,3121,2025-01-27,600128,苏豪弘业,贸易行业,12.89985
18,4704,2025-01-27,300857,协创数据,消费电子,12.7854185
19,2098,2025-01-27,600892,大晟文化,游戏,12.750508
20,2855,2025-01-27,603261,立航科技,航天航空,12.714277
21,1829,2025-01-27,691,亚太实业,化学制品,12.562468
22,4458,2025-01-27,1270,铖昌科技,半导体,12.4008255
23,2929,2025-01-27,300608,思特奇,软件开发,12.306542
24,3397,2025-01-27,605018,长华集团,汽车零部件,12.237363
25,994,2025-01-27,300840,酷特智能,纺织服装,11.939327
26,3801,2025-01-27,300902,国安达,专用设备,11.910687
27,3625,2025-01-27,2529,海源复材,专用设备,11.70613
28,3395,2025-01-27,300652,雷迪克,汽车零部件,11.670075
29,4825,2025-01-27,688143,长盈通,电子元件,11.66351
30,2879,2025-01-27,300159,新研股份,航天航空,11.6572695
31,346,2025-01-27,600076,康欣新材,装修建材,11.619608
32,2743,2025-01-27,16,深康佳Ａ,家电行业,11.603327
33,4363,2025-01-27,2122,汇洲智能,通用设备,11.493177
34,4232,2025-01-27,890,法尔胜,通用设备,11.453225
35,3841,2025-01-27,2816,和科达,专用设备,11.416121
36,1082,2025-01-27,300055,万邦达,环保行业,11.283832
37,4258,2025-01-27,600243,青海华鼎,通用设备,11.247574
38,2738,2025-01-27,2418,康盛股份,家电行业,11.228911
39,2254,2025-01-27,688229,博睿数据,互联网服务,11.08443
40,1606,2025-01-27,688426,康为世纪,生物制品,11.067753
41,2937,2025-01-27,2253,川大智胜,软件开发,11.055295
42,4617,2025-01-27,600130,波导股份,消费电子,11.036839
43,144,2025-01-27,605033,美邦股份,农药兽药,10.900648
44,498,2025-01-27,600191,华资实业,农牧饲渔,10.861276
45,1332,2025-01-27,2667,威领股份,能源金属,10.771201
46,3182,2025-01-27,300222,科大智能,电网设备,10.727448
47,2661,2025-01-27,603928,兴业股份,塑料制品,10.675059
48,2133,2025-01-27,600228,返利科技,互联网服务,10.541274
49,4860,2025-01-27,600734,实达集团,通信设备,10.524403
50,3090,2025-01-27,300249,依米康,软件开发,10.516228
51,1588,2025-01-27,2789,建艺集团,装修装饰,10.346
52,4454,2025-01-27,603068,博通集成,半导体,10.265191
53,475,2025-01-27,600052,东望时代,公用事业,10.232161
54,4238,2025-01-27,816,智慧农业,通用设备,10.202424
55,2446,2025-01-27,573,粤宏远Ａ,房地产开发,10.122607
56,1350,2025-01-27,603729,龙韵股份,文化传媒,10.021017
57,3545,2025-01-27,2265,建设工业,汽车零部件,10.007091
58,739,2025-01-27,301286,侨源股份,化学原料,9.927599
59,2995,2025-01-27,4,国华网安,软件开发,9.879027
60,4229,2025-01-27,600421,华嵘控股,通用设备,9.860836
61,2127,2025-01-27,2530,金财互联,互联网服务,9.819196
62,2156,2025-01-27,300170,汉得信息,互联网服务,9.807451
63,1509,2025-01-27,603682,锦和商管,房地产服务,9.785531
64,1083,2025-01-27,2973,侨银股份,环保行业,9.754564
65,4023,2025-01-27,301511,德福科技,电池,9.754353
66,2559,2025-01-27,600238,海南椰岛,酿酒行业,9.680219
67,2936,2025-01-27,300378,鼎捷数智,软件开发,9.587
68,4197,2025-01-27,300161,华中数控,通用设备,9.563978
69,4610,2025-01-27,301318,维海德,消费电子,9.563576
70,4708,2025-01-27,2199,东晶电子,电子元件,9.4957695
71,1359,2025-01-27,603598,引力传媒,文化传媒,9.495123
72,1976,2025-01-27,300697,电工合金,有色金属,9.474351
73,4315,2025-01-27,688165,埃夫特-U,通用设备,9.434075
74,705,2025-01-27,600714,金瑞矿业,化学原料,9.371211
75,4644,2025-01-27,2861,瀛通通讯,消费电子,9.348525
76,2423,2025-01-27,2306,中科云网,旅游酒店,9.336718
77,3172,2025-01-27,600778,友好集团,商业百货,9.291159
78,2703,2025-01-27,2848,高斯贝尔,家电行业,9.268739
79,3553,2025-01-27,1282,三联锻造,汽车零部件,9.256108
80,3088,2025-01-27,300333,兆日科技,软件开发,9.233053
81,1081,2025-01-27,605069,正和生态,环保行业,9.225135
82,1430,2025-01-27,600556,天下秀,文化传媒,9.203665
83,3630,2025-01-27,2757,南兴股份,专用设备,9.151973
84,1428,2025-01-27,300071,福石控股,文化传媒,9.064998
85,3122,2025-01-27,300493,润欣科技,贸易行业,8.9948845
86,2662,2025-01-27,688716,中研股份,塑料制品,8.964191
87,3856,2025-01-27,300499,高澜股份,专用设备,8.957259
88,1827,2025-01-27,301220,亚香股份,化学制品,8.923011
89,4146,2025-01-27,688408,中信博,光伏设备,8.866121
90,4194,2025-01-27,2760,凤形股份,通用设备,8.817683
91,1826,2025-01-27,2549,凯美特气,化学制品,8.798914
92,2663,2025-01-27,301061,匠心家居,家电行业,8.734102
93,3125,2025-01-27,419,通程控股,商业百货,8.68638
94,3858,2025-01-27,3015,日久光电,光学光电子,8.685867
95,1162,2025-01-27,826,启迪环境,环保行业,8.670141
96,2215,2025-01-27,600358,国旅联合,互联网服务,8.65709
97,2360,2025-01-27,2820,桂发祥,食品饮料,8.616471
98,4356,2025-01-27,300853,申昊科技,通用设备,8.613016
99,2852,2025-01-27,300959,线上线下,通信服务,8.597679
100,2502,2025-01-27,736,中交地产,房地产开发,8.562012
101,267,2025-01-27,603716,塞力医疗,医药商业,8.559576
102,3626,2025-01-27,603800,洪田股份,专用设备,8.544065
103,3392,2025-01-27,300479,神思电子,计算机设备,8.528569
104,4192,2025-01-27,300093,金刚光伏,光伏设备,8.518203
105,1120,2025-01-27,603177,德创环保,环保行业,8.517337
106,1546,2025-01-27,10,美丽生态,工程建设,8.514648
107,4358,2025-01-27,300607,拓斯达,通用设备,8.50687
108,2240,2025-01-27,300792,壹网壹创,互联网服务,8.494032
109,496,2025-01-27,600187,国中水务,公用事业,8.453277
110,579,2025-01-27,603429,集友股份,造纸印刷,8.441681
111,4190,2025-01-27,300716,泉为科技,光伏设备,8.427487
112,3346,2025-01-27,300688,创业黑马,教育,8.410865
113,415,2025-01-27,600802,福建水泥,水泥建材,8.402109
114,3595,2025-01-27,301397,溯联股份,汽车零部件,8.378667
115,3850,2025-01-27,603015,弘讯科技,专用设备,8.374572
116,3085,2025-01-27,688095,福昕软件,软件开发,8.356192
117,3341,2025-01-27,600636,国新文化,教育,8.342864
118,2357,2025-01-27,716,黑芝麻,食品饮料,8.342546
119,2928,2025-01-27,688369,致远互联,软件开发,8.329977
120,1422,2025-01-27,793,华闻集团,文化传媒,8.325667
121,4462,2025-01-27,1309,德明利,半导体,8.258995
122,743,2025-01-27,603880,南卫股份,医疗器械,8.236103
123,3175,2025-01-27,600858,银座股份,商业百货,8.166819
124,4745,2025-01-27,688511,天微电子,电子元件,8.156193
125,4778,2025-01-27,688053,思科瑞,电子元件,8.148663
126,4795,2025-01-27,2636,金安国纪,电子元件,8.137371
127,3394,2025-01-27,301157,华塑科技,计算机设备,8.1353035
128,4027,2025-01-27,2733,雄韬股份,电池,8.13259
129,3837,2025-01-27,300276,三丰智能,专用设备,8.1257
130,2359,2025-01-27,605179,一鸣食品,食品饮料,8.122845
131,4584,2025-01-27,688362,甬矽电子,半导体,8.088435
132,729,2025-01-27,600423,柳化股份,化学原料,8.084118
133,4863,2025-01-27,301600,慧翰股份,通信设备,8.068525
134,3857,2025-01-27,301018,申菱环境,专用设备,8.061884
135,4120,2025-01-27,300127,银河磁体,小金属,8.027358
136,4186,2025-01-27,688429,时创能源,光伏设备,7.999779
137,1630,2025-01-13,688073,毕得医药,生物制品,7.991235
138,3127,2025-01-27,603101,汇嘉时代,商业百货,7.9882383
139,3960,2025-01-27,627,天茂集团,保险,7.976435
140,746,2025-01-27,688085,三友医疗,医疗器械,7.9762936
141,3820,2025-01-27,301030,仕净科技,专用设备,7.962817
142,2911,2025-01-27,1236,弘业期货,多元金融,7.9614835
143,3847,2025-01-27,688400,凌云光,专用设备,7.9210773
144,2134,2025-01-27,2354,天娱数科,互联网服务,7.913473
145,2150,2025-01-27,2657,中科金财,互联网服务,7.9035416
146,999,2025-01-27,2762,金发拉比,纺织服装,7.899107
147,4463,2025-01-27,301536,星宸科技,半导体,7.885353
148,4080,2025-01-27,2175,东方智造,仪器仪表,7.8539953
149,3245,2025-01-27,688226,威腾电气,电网设备,7.852684
150,2237,2025-01-27,300250,初灵信息,互联网服务,7.829076
151,3968,2025-01-27,301210,金杨股份,电池,7.809611
152,3177,2025-01-27,600693,东百集团,商业百货,7.7896
153,4118,2025-01-27,795,英洛华,小金属,7.7743397
154,1890,2025-01-23,688350,富淼科技,化学制品,7.757552
155,4951,2025-01-27,688313,仕佳光子,通信设备,7.739194
156,2919,2025-01-27,300229,拓尔思,软件开发,7.735394
157,2247,2025-01-27,301001,凯淳股份,互联网服务,7.7223973
158,1917,2025-01-27,300798,锦鸡股份,化学制品,7.7217712
159,2589,2025-01-27,603615,茶花股份,塑料制品,7.72088
160,2776,2025-01-27,603129,春风动力,交运设备,7.6936693
161,2120,2025-01-27,300299,富春股份,游戏,7.688232
162,106,2025-01-27,603718,海利生物,农药兽药,7.6637373
163,642,2025-01-27,301336,趣睡科技,家用轻工,7.6603146
164,1084,2025-01-27,603200,上海洗霸,环保行业,7.656512
165,4360,2025-01-27,300154,瑞凌股份,通用设备,7.6509757
166,2820,2025-01-27,300211,亿通科技,通信服务,7.6207786
167,4845,2025-01-27,600405,动力源,电源设备,7.605879
168,4872,2025-01-27,600355,精伦电子,通信设备,7.587813
169,1345,2025-01-27,681,视觉中国,文化传媒,7.580313
170,1266,2025-01-27,300391,长药控股,中药,7.5725737
171,4456,2025-01-27,603893,瑞芯微,半导体,7.568641
172,4705,2025-01-27,2134,天津普林,电子元件,7.563762
173,2380,2025-01-27,2068,黑猫股份,橡胶制品,7.528402
174,2153,2025-01-27,2291,遥望科技,互联网服务,7.5251637
175,2528,2025-01-27,300718,长盛轴承,工程机械,7.500753
176,42,2025-01-27,300435,中泰股份,燃气,7.4750915
177,575,2025-01-27,600811,东方集团,农牧饲渔,7.474159
178,728,2025-01-27,600610,中毅达,化学原料,7.452728
179,2742,2025-01-27,2403,爱仕达,家电行业,7.451631
180,1974,2025-01-27,2453,华软科技,化学制品,7.4393377
181,2212,2025-01-27,688228,开普云,互联网服务,7.4315534
182,4187,2025-01-27,688717,艾罗能源,光伏设备,7.4294195
183,3376,2025-01-27,603106,恒银科技,计算机设备,7.427172
184,4888,2025-01-27,600198,大唐电信,通信设备,7.426511
185,3077,2025-01-27,300377,赢时胜,软件开发,7.41874
186,2923,2025-01-27,301556,托普云农,软件开发,7.41232
187,3239,2025-01-27,2058,威尔泰,电网设备,7.3792515
188,2278,2025-01-27,605338,巴比食品,食品饮料,7.374734
189,3086,2025-01-27,300561,汇金科技,软件开发,7.3728905
190,1828,2025-01-27,603079,圣达生物,化学制品,7.348068
191,1668,2025-01-27,2693,双成药业,生物制品,7.347654
192,1303,2025-01-27,300949,奥雅股份,工程咨询服务,7.3413267
193,3849,2025-01-27,2009,天奇股份,专用设备,7.3240995
194,1438,2025-01-27,300242,佳云科技,文化传媒,7.3177023
195,3297,2025-01-27,301082,久盛电气,电网设备,7.31338
196,4457,2025-01-27,688286,敏芯股份,半导体,7.303263
197,3123,2025-01-27,2640,跨境通,贸易行业,7.2918386
198,3399,2025-01-27,600626,申达股份,汽车零部件,7.286052
199,3174,2025-01-27,2187,广百股份,商业百货,7.266551
200,854,2025-01-27,300753,爱朋医疗,医疗器械,7.25186
201,1681,2025-01-27,300084,海默科技,采掘行业,7.225414
202,262,2025-01-27,600868,梅雁吉祥,电力行业,7.208963
203,4685,2025-01-27,300812,易天股份,消费电子,7.2077365
204,372,2025-01-27,603838,四通股份,装修建材,7.2067204
205,2140,2025-01-27,688787,海天瑞声,互联网服务,7.189128
206,3422,2025-01-27,300733,西菱动力,汽车零部件,7.1708813
207,607,2025-01-27,2229,鸿博股份,造纸印刷,7.1646914
208,3954,2025-01-27,688502,茂莱光学,光学光电子,7.153021
209,480,2025-01-27,603291,联合水务,公用事业,7.147761
210,578,2025-01-27,603499,翔港科技,造纸印刷,7.144551
211,3180,2025-01-27,2256,兆新股份,电网设备,7.14207
212,363,2025-01-27,603389,亚振家居,装修建材,7.1413903
213,1573,2025-01-27,2047,宝鹰股份,装修装饰,7.1158977
214,2076,2025-01-27,659,珠海中富,包装材料,7.1143417
215,3052,2025-01-27,688031,星环科技-U,软件开发,7.1023436
216,3614,2025-01-27,300537,广信材料,电子化学品,7.0669055
217,3848,2025-01-27,603789,星光农机,专用设备,7.0636363
218,4608,2025-01-27,688766,普冉股份,半导体,7.0563197
219,1077,2025-01-27,603665,康隆达,纺织服装,7.055542
220,3834,2025-01-27,2184,海得控制,专用设备,7.047443
221,4809,2025-01-27,2137,实益达,电子元件,7.046777
222,504,2025-01-27,702,正虹科技,农牧饲渔,7.035756
223,4068,2025-01-27,688115,思林杰,仪器仪表,7.03149
224,4371,2025-01-27,2552,宝鼎科技,通用设备,7.0238457
225,4848,2025-01-27,2364,中恒电气,电源设备,7.019563
226,508,2025-01-27,1366,播恩集团,农牧饲渔,7.0169015
227,4083,2025-01-27,688320,禾川科技,仪器仪表,6.9978657
228,2141,2025-01-27,600410,华胜天成,互联网服务,6.9859085
229,3078,2025-01-27,300085,银之杰,软件开发,6.9819
230,2492,2025-01-27,600692,亚通股份,房地产开发,6.9676027
231,4930,2025-01-27,2583,海能达,通信设备,6.9640427
232,3169,2025-01-27,600824,益民集团,商业百货,6.96395
