,Datetime,code,name,bankuai,pessimistic,optimistic
0,2025-01-27,SH.ZB_600753,庚星股份,贸易行业,1.5130527,3.9276333
1,2025-01-27,SH.ZB_603789,星光农机,专用设备,0.7836804,11.107593
2,2025-01-27,SZ.ZB_000820,神雾节能,环保行业,0.7297553,5.618869
3,2025-01-27,SH.ZB_600130,波导股份,消费电子,0.66472816,14.679135
4,2025-01-27,SZ.ZB_002496,辉丰股份,农药兽药,0.6627523,18.754457
5,2025-01-27,SZ.ZB_002848,高斯贝尔,家电行业,0.61666316,13.461683
6,2025-01-27,SZ.ZB_000595,宝塔实业,通用设备,0.5399121,4.6479135
7,2025-01-27,SH.KC_301288,清研环境,环保行业,0.50078964,9.36146
8,2025-01-27,SZ.ZB_002306,中科云网,旅游酒店,0.3574174,13.428505
9,2025-01-27,SH.ZB_600696,岩石股份,酿酒行业,0.22203773,5.3756104
10,2025-01-27,SZ.ZB_000639,西王食品,食品饮料,0.21804273,3.7402616
11,2025-01-27,SH.ZB_603813,原尚股份,物流行业,0.08100215,5.556725
12,2025-01-27,SZ.ZB_002789,建艺集团,装修装饰,0.021849573,14.0413685
13,2025-01-27,SH.ZB_600246,万通发展,房地产开发,-0.05831234,4.546471
14,2025-01-27,SH.ZB_600238,海南椰岛,酿酒行业,-0.08894615,12.858171
15,2025-01-27,SH.KC_300902,国安达,专用设备,-0.10647196,16.079428
16,2025-01-27,SZ.ZB_000736,中交地产,房地产开发,-0.13332236,13.498284
17,2025-01-27,SZ.ZB_002058,威尔泰,电网设备,-0.15097335,10.342489
18,2025-01-27,SH.ZB_605081,太和水,环保行业,-0.17728731,8.719298
19,2025-01-27,SH.ZB_600193,创兴资源,装修装饰,-0.18349904,5.2508607
20,2025-01-27,SH.KC_300110,华仁药业,化学制药,-0.21975058,3.4789548
21,2025-01-27,SZ.ZB_002253,川大智胜,软件开发,-0.23303777,14.891003
22,2025-01-27,SH.KC_300159,新研股份,航天航空,-0.3304653,15.28116
23,2025-01-27,SZ.ZB_002305,南国置业,房地产开发,-0.4069466,3.5832942
24,2025-01-27,SH.ZB_600243,青海华鼎,通用设备,-0.409171,14.443644
25,2025-01-27,SZ.ZB_002199,东晶电子,电子元件,-0.4147094,12.120851
26,2025-01-27,SZ.ZB_001270,铖昌科技,半导体,-0.43593776,15.810798
27,2025-01-27,SH.ZB_600315,上海家化,美容护理,-0.45747012,1.1606858
28,2025-01-27,SH.KC_300391,长药控股,中药,-0.4619565,11.618291
29,2025-01-27,SZ.ZB_000004,国华网安,软件开发,-0.47544837,13.32071
30,2025-01-27,SH.KC_301502,华阳智能,电机,-0.48084316,6.9760127
31,2025-01-27,SH.KC_301030,仕净科技,专用设备,-0.508691,11.657972
32,2025-01-27,SH.ZB_603177,德创环保,环保行业,-0.5859019,9.916146
