,Datetime,code,name,bankuai,optimistic,pessimistic
0,2025-01-27,SH.ZB_603398,沐邦高科,光伏设备,23.13034,-0.6627988
1,2025-01-27,SH.KC_300344,立方数科,软件开发,22.114845,-2.927672
2,2025-01-27,SZ.ZB_000668,荣丰控股,房地产开发,19.983118,-2.969245
3,2025-01-27,SZ.ZB_000856,冀东装备,专用设备,19.659443,-10.998483
4,2025-01-27,SZ.ZB_002496,辉丰股份,农药兽药,18.754457,0.6627523
5,2025-01-27,SH.KC_300634,彩讯股份,互联网服务,18.459879,-7.134408
6,2025-01-27,SH.ZB_603777,来伊份,食品饮料,18.036385,-2.8779678
7,2025-01-27,SZ.ZB_000759,中百集团,商业百货,17.824503,-3.5160766
8,2025-01-27,SH.KC_300857,协创数据,消费电子,17.472805,-4.7174983
9,2025-01-14,SH.KC_300307,慈星股份,专用设备,17.409163,-5.1168094
10,2025-01-27,SH.ZB_603261,立航科技,航天航空,16.899021,-1.254364
11,2025-01-27,SH.ZB_600539,狮头股份,环保行业,16.846548,-2.9976516
12,2025-01-27,SH.ZB_600892,大晟文化,游戏,16.515789,-2.4938488
13,2025-01-27,SH.KC_301512,智信精密,专用设备,16.33368,-4.5739226
14,2025-01-27,SH.KC_300902,国安达,专用设备,16.079428,-0.10647196
15,2025-01-27,SH.KC_300654,世纪天鸿,文化传媒,15.830125,-5.975903
16,2025-01-27,SZ.ZB_001270,铖昌科技,半导体,15.810798,-0.43593776
17,2025-01-27,SZ.ZB_002691,冀凯股份,专用设备,15.706162,-8.219153
18,2025-01-27,SH.KC_301248,杰创智能,软件开发,15.563207,-5.8839417
19,2025-01-27,SH.ZB_600128,苏豪弘业,贸易行业,15.499045,-1.6610454
20,2025-01-27,SZ.ZB_000016,深康佳Ａ,家电行业,15.492709,-0.7301157
21,2025-01-27,SH.KC_300159,新研股份,航天航空,15.28116,-0.3304653
22,2025-01-27,SZ.ZB_000691,亚太实业,化学制品,15.100484,-1.1164352
23,2025-01-27,SZ.ZB_002253,川大智胜,软件开发,14.891003,-0.23303777
24,2025-01-27,SZ.ZB_002529,海源复材,专用设备,14.681135,-0.68988466
25,2025-01-27,SH.ZB_600130,波导股份,消费电子,14.679135,0.66472816
26,2025-01-27,SH.KC_300249,依米康,软件开发,14.636161,-5.36257
27,2025-01-27,SH.KC_301356,天振股份,塑料制品,14.528258,-5.29945
28,2025-01-27,SZ.ZB_002418,康盛股份,家电行业,14.504684,-1.8161532
29,2025-01-27,SZ.ZB_000890,法尔胜,通用设备,14.475222,-3.9261215
30,2025-01-27,SH.ZB_600243,青海华鼎,通用设备,14.443644,-0.409171
31,2025-01-27,SH.ZB_600076,康欣新材,装修建材,14.328472,-3.9254918
