,index,Datetime,code,name,bankuai,expext
0,3124,2025-01-27,600753,庚星股份,贸易行业,1.2300508
1,1192,2025-01-27,820,神雾节能,环保行业,0.60079974
2,4376,2025-01-27,595,宝塔实业,通用设备,0.39309245
3,4617,2025-01-27,600130,波导股份,消费电子,0.30910578
4,3848,2025-01-27,603789,星光农机,专用设备,0.27791113
5,2703,2025-01-27,2848,高斯贝尔,家电行业,0.21591671
6,107,2025-01-27,2496,辉丰股份,农药兽药,0.10950249
7,2563,2025-01-27,600696,岩石股份,酿酒行业,0.104579516
8,1193,2025-01-27,301288,清研环境,环保行业,0.08230116
9,2423,2025-01-27,2306,中科云网,旅游酒店,-0.025696307
10,2362,2025-01-27,639,西王食品,食品饮料,-0.048894063
11,1491,2025-01-27,603813,原尚股份,物流行业,-0.083584525
12,2503,2025-01-27,600246,万通发展,房地产开发,-0.18333755
13,1588,2025-01-27,2789,建艺集团,装修装饰,-0.24565738
14,2502,2025-01-27,736,中交地产,房地产开发,-0.29829517
15,2559,2025-01-27,600238,海南椰岛,酿酒行业,-0.36739892
16,3239,2025-01-27,2058,威尔泰,电网设备,-0.50204283
17,2501,2025-01-27,2305,南国置业,房地产开发,-0.53239036
18,1604,2025-01-27,600193,创兴资源,装修装饰,-0.54887664
19,3801,2025-01-27,300902,国安达,专用设备,-0.5539752
20,1191,2025-01-27,605081,太和水,环保行业,-0.58974975
21,990,2025-01-27,300110,华仁药业,化学制药,-0.5936537
22,4708,2025-01-27,2199,东晶电子,电子元件,-0.63315314
23,1266,2025-01-27,300391,长药控股,中药,-0.64423513
24,2879,2025-01-27,300159,新研股份,航天航空,-0.6616738
25,4958,2025-01-27,301502,华阳智能,电机,-0.6756721
26,4258,2025-01-27,600243,青海华鼎,通用设备,-0.6876521
27,2937,2025-01-27,2253,川大智胜,软件开发,-0.7155685
28,3348,2025-01-27,3032,传智教育,教育,-0.76061714
29,4941,2025-01-27,2519,银河电子,通信设备,-0.7697163
30,3820,2025-01-27,301030,仕净科技,专用设备,-0.80463886
31,1331,2025-01-27,600315,上海家化,美容护理,-0.83537346
32,2995,2025-01-27,4,国华网安,软件开发,-0.8428892
33,4458,2025-01-27,1270,铖昌科技,半导体,-0.8838812
34,1120,2025-01-27,603177,德创环保,环保行业,-0.9280648
35,575,2025-01-27,600811,东方集团,农牧饲渔,-0.9325514
36,4229,2025-01-27,600421,华嵘控股,通用设备,-1.0496882
37,4872,2025-01-27,600355,精伦电子,通信设备,-1.0526812
38,1752,2025-01-27,600655,豫园股份,珠宝首饰,-1.0696411
39,3625,2025-01-27,2529,海源复材,专用设备,-1.0723401
