,Datetime,code,name,bankuai,pessimistic,optimistic
0,2025-01-27,SH.ZB_600753,庚星股份,贸易行业,0.74778295,3.1285002
1,2025-01-27,SH.ZB_600130,波导股份,消费电子,0.0030452386,12.991519
2,2025-01-27,SZ.ZB_000595,宝塔实业,通用设备,-0.14977828,3.339164
3,2025-01-27,SZ.ZB_000820,神雾节能,环保行业,-0.23250431,3.965287
4,2025-01-27,SZ.ZB_000639,西王食品,食品饮料,-0.29317233,3.3723145
5,2025-01-27,SZ.ZB_002848,高斯贝尔,家电行业,-0.32345933,11.831482
6,2025-01-27,SH.ZB_603789,星光农机,专用设备,-0.364466,9.627684
7,2025-01-27,SZ.ZB_002306,中科云网,旅游酒店,-0.40638465,11.458778
8,2025-01-27,SH.ZB_600696,岩石股份,酿酒行业,-0.4470153,4.1671934
9,2025-01-27,SZ.ZB_002496,辉丰股份,农药兽药,-0.47265515,16.503544
10,2025-01-27,SH.ZB_603813,原尚股份,物流行业,-0.48267096,4.446955
11,2025-01-27,SH.KC_301288,清研环境,环保行业,-0.50916934,8.440752
12,2025-01-27,SH.KC_300902,国安达,专用设备,-0.61588717,14.081235
13,2025-01-27,SZ.ZB_002789,建艺集团,装修装饰,-0.65213853,12.133944
14,2025-01-27,SH.ZB_600238,海南椰岛,酿酒行业,-0.66850036,11.086859
15,2025-01-27,SH.KC_300110,华仁药业,化学制药,-0.7176943,3.21147
16,2025-01-27,SH.ZB_600246,万通发展,房地产开发,-0.7340405,3.6121979
17,2025-01-27,SZ.ZB_002305,南国置业,房地产开发,-0.74077916,2.9052958
18,2025-01-27,SH.ZB_600193,创兴资源,装修装饰,-0.828696,4.419373
19,2025-01-27,SH.KC_300159,新研股份,航天航空,-0.8292526,13.503305
20,2025-01-27,SH.ZB_600315,上海家化,美容护理,-0.8400237,1.3386176
21,2025-01-27,SZ.ZB_002199,东晶电子,电子元件,-0.8603338,10.819115
22,2025-01-27,SZ.ZB_000903,云内动力,汽车零部件,-0.87655,5.1407843
23,2025-01-27,SH.KC_301502,华阳智能,电机,-0.88007355,5.9279323
24,2025-01-27,SH.ZB_600243,青海华鼎,通用设备,-0.899272,12.865613
25,2025-01-27,SZ.ZB_003032,传智教育,教育,-0.92287064,2.5173097
26,2025-01-27,SZ.ZB_002253,川大智胜,软件开发,-0.95277953,13.123555
27,2025-01-27,SH.ZB_603177,德创环保,环保行业,-0.9900833,8.995167
28,2025-01-27,SZ.ZB_002519,银河电子,通信设备,-1.0223219,1.8010066
29,2025-01-27,SH.ZB_605081,太和水,环保行业,-1.0226431,7.714805
30,2025-01-27,SH.ZB_600655,豫园股份,珠宝首饰,-1.0350723,1.8516332
31,2025-01-27,SH.KC_300569,天能重工,风电设备,-1.0467135,2.229251
32,2025-01-27,SZ.ZB_002058,威尔泰,电网设备,-1.0667043,9.079486
33,2025-01-27,SZ.ZB_000004,国华网安,软件开发,-1.0729773,11.52903
34,2025-01-27,SZ.ZB_001270,铖昌科技,半导体,-1.0958964,14.370258
35,2025-01-27,SH.KC_300741,华宝股份,食品饮料,-1.1108115,2.5193632
36,2025-01-27,SH.ZB_600724,宁波富达,房地产开发,-1.1724869,6.8709555
37,2025-01-27,SH.KC_688053,思科瑞,电子元件,-1.1916969,9.456068
38,2025-01-27,SZ.ZB_002932,明德生物,医疗器械,-1.2124367,-0.005735457
39,2025-01-27,SH.ZB_600811,东方集团,农牧饲渔,-1.2126373,9.223853
40,2025-01-27,SZ.ZB_000488,晨鸣纸业,造纸印刷,-1.2275304,2.4675653
41,2025-01-27,SH.ZB_603690,至纯科技,专用设备,-1.23225,3.3107014
42,2025-01-27,SZ.ZB_000830,鲁西化工,化学原料,-1.2388026,0.39860904
43,2025-01-27,SZ.ZB_002693,双成药业,生物制品,-1.2467153,8.434355
44,2025-01-27,SZ.ZB_002918,蒙娜丽莎,装修建材,-1.2471542,3.3525422
45,2025-01-27,SZ.ZB_000736,中交地产,房地产开发,-1.2488054,11.437734
46,2025-01-27,SH.ZB_600129,太极集团,中药,-1.2512227,4.5415206
47,2025-01-27,SH.ZB_600596,新安股份,农药兽药,-1.27678,0.8251384
48,2025-01-27,SH.ZB_600884,杉杉股份,电子元件,-1.2809021,3.2368138
49,2025-01-27,SZ.ZB_002030,达安基因,医疗器械,-1.2902844,0.81733316
50,2025-01-27,SZ.ZB_002529,海源复材,专用设备,-1.2951639,13.566134
51,2025-01-27,SH.ZB_600421,华嵘控股,通用设备,-1.2998719,11.4404125
52,2025-01-27,SH.ZB_600355,精伦电子,通信设备,-1.3101248,8.461426
53,2025-01-27,SZ.ZB_000981,山子高科,汽车零部件,-1.315822,3.8200796
54,2025-01-27,SH.KC_301030,仕净科技,专用设备,-1.3257004,10.189392
55,2025-01-27,SH.KC_300437,清水源,化学制品,-1.3294101,7.003705
56,2025-01-27,SH.ZB_603868,飞科电器,家电行业,-1.3305453,5.1957088
57,2025-01-27,SH.ZB_600228,返利科技,互联网服务,-1.3363131,12.237538
58,2025-01-27,SH.KC_688253,英诺特,生物制品,-1.3446642,4.4589562
59,2025-01-27,SH.KC_301566,达利凯普,电子元件,-1.3504559,4.805516
60,2025-01-27,SZ.ZB_001333,光华股份,化学制品,-1.3602566,-0.72811097
61,2025-01-27,SZ.ZB_002055,得润电子,消费电子,-1.3642238,3.4625723
62,2025-01-27,SZ.ZB_002004,华邦健康,农药兽药,-1.3661566,3.1486168
63,2025-01-27,SZ.ZB_002713,东易日盛,装修装饰,-1.3732964,4.603243
64,2025-01-27,SZ.ZB_000517,荣安地产,房地产开发,-1.3740103,3.3552437
65,2025-01-27,SH.ZB_600305,恒顺醋业,食品饮料,-1.3774567,0.78772306
66,2025-01-27,SH.ZB_600072,中船科技,风电设备,-1.3799105,2.7881966
67,2025-01-27,SH.KC_300091,金通灵,通用设备,-1.3811173,4.62413
68,2025-01-27,SZ.ZB_002317,众生药业,中药,-1.3854772,2.8517292
69,2025-01-27,SH.KC_300391,长药控股,中药,-1.3984133,10.025377
70,2025-01-27,SH.ZB_603107,上海汽配,汽车零部件,-1.3985273,1.1541188
71,2025-01-27,SZ.ZB_002603,以岭药业,中药,-1.4029846,5.761878
72,2025-01-27,SH.ZB_600725,云维股份,煤炭行业,-1.4099655,2.5873377
73,2025-01-27,SH.ZB_600423,柳化股份,化学原料,-1.4116311,8.438307
74,2025-01-27,SH.ZB_600636,国新文化,教育,-1.4135801,9.571786
75,2025-01-27,SZ.ZB_003037,三和管桩,水泥建材,-1.4147424,4.561371
76,2025-01-27,SH.KC_300003,乐普医疗,医疗器械,-1.4153655,1.9837201
77,2025-01-27,SH.ZB_600280,中央商场,商业百货,-1.4188257,4.3202653
78,2025-01-27,SZ.ZB_002275,桂林三金,中药,-1.4201905,0.6397903
79,2025-01-27,SH.KC_300477,合纵科技,电网设备,-1.4235777,3.6249294
80,2025-01-27,SH.ZB_603500,祥和实业,交运设备,-1.4247041,2.8422327
81,2025-01-27,SZ.ZB_002039,黔源电力,电力行业,-1.426436,0.44498593
82,2025-01-27,SH.ZB_600888,新疆众和,有色金属,-1.4279889,0.2831623
83,2025-01-27,SZ.ZB_002724,海洋王,电子元件,-1.4325116,3.0284019
84,2025-01-27,SH.KC_688420,美腾科技,专用设备,-1.4342206,3.2139316
85,2025-01-27,SH.KC_300829,金丹科技,食品饮料,-1.4386317,6.4696608
86,2025-01-27,SH.ZB_600409,三友化工,化学原料,-1.4412768,0.41683465
87,2025-01-27,SH.ZB_603958,哈森股份,纺织服装,-1.4445668,3.6603093
88,2025-01-27,SZ.ZB_002014,永新股份,包装材料,-1.4448192,0.5445719
89,2025-01-27,SZ.ZB_003016,欣贺股份,纺织服装,-1.4497129,5.220516
