,Datetime,code,name,bankuai,pessimistic,optimistic
0,2025-01-27,SH.ZB_600753,庚星股份,贸易行业,0.6784858,1.9609332
1,2025-01-27,SH.ZB_600130,波导股份,消费电子,0.106442906,11.991925
2,2025-01-27,SZ.ZB_000595,宝塔实业,通用设备,-0.099192746,2.9244378
3,2025-01-27,SZ.ZB_002848,高斯贝尔,家电行业,-0.31363684,10.785209
4,2025-01-27,SZ.ZB_002306,中科云网,旅游酒店,-0.35321918,10.457738
5,2025-01-27,SZ.ZB_000820,神雾节能,环保行业,-0.36595407,2.7784526
6,2025-01-27,SZ.ZB_002496,辉丰股份,农药兽药,-0.40005985,15.257542
7,2025-01-27,SH.ZB_600238,海南椰岛,酿酒行业,-0.43750983,10.4530945
8,2025-01-27,SH.ZB_603789,星光农机,专用设备,-0.4543023,8.373077
9,2025-01-27,SH.KC_301288,清研环境,环保行业,-0.46462473,6.743026
10,2025-01-27,SH.ZB_600696,岩石股份,酿酒行业,-0.47606117,3.5750837
11,2025-01-27,SZ.ZB_000639,西王食品,食品饮料,-0.56368876,2.6181235
12,2025-01-27,SZ.ZB_002789,建艺集团,装修装饰,-0.6594367,11.367045
13,2025-01-27,SH.KC_300159,新研股份,航天航空,-0.7575892,12.596281
14,2025-01-27,SH.ZB_600246,万通发展,房地产开发,-0.7826977,2.8286874
15,2025-01-27,SH.ZB_603813,原尚股份,物流行业,-0.82428473,3.4822762
16,2025-01-27,SH.ZB_600193,创兴资源,装修装饰,-0.91697925,4.0407734
17,2025-01-27,SH.ZB_600243,青海华鼎,通用设备,-0.91882163,12.09739
18,2025-01-27,SZ.ZB_002199,东晶电子,电子元件,-0.961457,10.184066
19,2025-01-27,SZ.ZB_001270,铖昌科技,半导体,-0.9885425,13.544829
20,2025-01-27,SH.KC_300110,华仁药业,化学制药,-1.0331355,2.4555936
21,2025-01-27,SH.KC_300902,国安达,专用设备,-1.0412538,12.578164
22,2025-01-27,SZ.ZB_002253,川大智胜,软件开发,-1.0642412,11.89246
