,index,Datetime,code,name,bankuai,expext
0,4132,2025-01-27,603398,沐邦高科,光伏设备,23.13034
1,3091,2025-01-27,300344,立方数科,软件开发,22.114845
2,2424,2025-01-27,668,荣丰控股,房地产开发,19.983118
3,3623,2025-01-27,856,冀东装备,专用设备,19.659443
4,107,2025-01-27,2496,辉丰股份,农药兽药,18.754457
5,2123,2025-01-27,300634,彩讯股份,互联网服务,18.459879
6,2354,2025-01-27,603777,来伊份,食品饮料,18.036385
7,3131,2025-01-27,759,中百集团,商业百货,17.824503
8,4704,2025-01-27,300857,协创数据,消费电子,17.472805
9,3673,2025-01-14,300307,慈星股份,专用设备,17.409163
10,2855,2025-01-27,603261,立航科技,航天航空,16.899021
11,1085,2025-01-27,600539,狮头股份,环保行业,16.846548
12,2098,2025-01-27,600892,大晟文化,游戏,16.515789
13,3622,2025-01-27,301512,智信精密,专用设备,16.33368
14,3801,2025-01-27,300902,国安达,专用设备,16.079428
15,1347,2025-01-27,300654,世纪天鸿,文化传媒,15.830125
16,4458,2025-01-27,1270,铖昌科技,半导体,15.810798
17,3624,2025-01-27,2691,冀凯股份,专用设备,15.706162
18,2921,2025-01-27,301248,杰创智能,软件开发,15.563207
19,3121,2025-01-27,600128,苏豪弘业,贸易行业,15.499045
20,2743,2025-01-27,16,深康佳Ａ,家电行业,15.492709
21,2879,2025-01-27,300159,新研股份,航天航空,15.28116
22,1829,2025-01-27,691,亚太实业,化学制品,15.100484
23,2937,2025-01-27,2253,川大智胜,软件开发,14.891003
24,3625,2025-01-27,2529,海源复材,专用设备,14.681135
25,4617,2025-01-27,600130,波导股份,消费电子,14.679135
26,3090,2025-01-27,300249,依米康,软件开发,14.636161
27,2586,2025-01-27,301356,天振股份,塑料制品,14.528258
28,2738,2025-01-27,2418,康盛股份,家电行业,14.504684
29,4232,2025-01-27,890,法尔胜,通用设备,14.475222
30,4258,2025-01-27,600243,青海华鼎,通用设备,14.443644
31,346,2025-01-27,600076,康欣新材,装修建材,14.328472
32,4363,2025-01-27,2122,汇洲智能,通用设备,14.272661
33,4453,2025-01-27,688620,安凯微,半导体,14.260252
34,1588,2025-01-27,2789,建艺集团,装修装饰,14.0413685
35,2254,2025-01-27,688229,博睿数据,互联网服务,13.93369
36,4238,2025-01-27,816,智慧农业,通用设备,13.872938
37,3841,2025-01-27,2816,和科达,专用设备,13.735162
38,2502,2025-01-27,736,中交地产,房地产开发,13.498284
39,2133,2025-01-27,600228,返利科技,互联网服务,13.472663
40,2703,2025-01-27,2848,高斯贝尔,家电行业,13.461683
41,2423,2025-01-27,2306,中科云网,旅游酒店,13.428505
42,1606,2025-01-27,688426,康为世纪,生物制品,13.398539
43,2918,2025-01-27,300996,普联软件,软件开发,13.354657
44,2995,2025-01-27,4,国华网安,软件开发,13.32071
45,3172,2025-01-27,600778,友好集团,商业百货,13.236157
46,1509,2025-01-27,603682,锦和商管,房地产服务,13.208021
47,2929,2025-01-27,300608,思特奇,软件开发,13.139407
48,1082,2025-01-27,300055,万邦达,环保行业,12.949707
49,2559,2025-01-27,600238,海南椰岛,酿酒行业,12.858171
50,3088,2025-01-27,300333,兆日科技,软件开发,12.782417
51,4229,2025-01-27,600421,华嵘控股,通用设备,12.714897
52,739,2025-01-27,301286,侨源股份,化学原料,12.608086
53,144,2025-01-27,605033,美邦股份,农药兽药,12.580071
54,3395,2025-01-27,300652,雷迪克,汽车零部件,12.54101
55,3856,2025-01-27,300499,高澜股份,专用设备,12.535445
56,4825,2025-01-27,688143,长盈通,电子元件,12.387588
57,1332,2025-01-27,2667,威领股份,能源金属,12.346272
58,3397,2025-01-27,605018,长华集团,汽车零部件,12.215708
59,4023,2025-01-27,301511,德福科技,电池,12.196345
60,4192,2025-01-27,300093,金刚光伏,光伏设备,12.169348
61,4708,2025-01-27,2199,东晶电子,电子元件,12.120851
62,2661,2025-01-27,603928,兴业股份,塑料制品,11.910136
63,3545,2025-01-27,2265,建设工业,汽车零部件,11.894963
64,3177,2025-01-27,600693,东百集团,商业百货,11.774079
65,3820,2025-01-27,301030,仕净科技,专用设备,11.657972
66,1266,2025-01-27,300391,长药控股,中药,11.618291
67,4356,2025-01-27,300853,申昊科技,通用设备,11.580465
68,4146,2025-01-27,688408,中信博,光伏设备,11.517419
69,2360,2025-01-27,2820,桂发祥,食品饮料,11.506309
70,3122,2025-01-27,300493,润欣科技,贸易行业,11.42299
71,2215,2025-01-27,600358,国旅联合,互联网服务,11.356051
72,475,2025-01-27,600052,东望时代,公用事业,11.354007
73,2662,2025-01-27,688716,中研股份,塑料制品,11.34191
74,1162,2025-01-27,826,启迪环境,环保行业,11.303284
75,3175,2025-01-27,600858,银座股份,商业百货,11.30036
76,2852,2025-01-27,300959,线上线下,通信服务,11.19781
77,3394,2025-01-27,301157,华塑科技,计算机设备,11.189793
78,2357,2025-01-27,716,黑芝麻,食品饮料,11.187429
79,3848,2025-01-27,603789,星光农机,专用设备,11.107593
80,4584,2025-01-27,688362,甬矽电子,半导体,11.106963
81,2359,2025-01-27,605179,一鸣食品,食品饮料,11.096941
82,4027,2025-01-27,2733,雄韬股份,电池,11.082174
83,498,2025-01-27,600191,华资实业,农牧饲渔,11.075635
84,3857,2025-01-27,301018,申菱环境,专用设备,11.0513735
85,496,2025-01-27,600187,国中水务,公用事业,11.041154
86,1430,2025-01-27,600556,天下秀,文化传媒,10.996987
87,4860,2025-01-27,600734,实达集团,通信设备,10.99018
88,4795,2025-01-27,2636,金安国纪,电子元件,10.94891
89,3182,2025-01-27,300222,科大智能,电网设备,10.877447
90,3341,2025-01-27,600636,国新文化,教育,10.873209
91,1422,2025-01-27,793,华闻集团,文化传媒,10.843669
92,705,2025-01-27,600714,金瑞矿业,化学原料,10.732291
93,4315,2025-01-27,688165,埃夫特-U,通用设备,10.633151
94,4190,2025-01-27,300716,泉为科技,光伏设备,10.627662
95,4845,2025-01-27,600405,动力源,电源设备,10.60705
96,575,2025-01-27,600811,东方集团,农牧饲渔,10.509207
97,994,2025-01-27,300840,酷特智能,纺织服装,10.508175
98,3834,2025-01-27,2184,海得控制,专用设备,10.503851
99,4644,2025-01-27,2861,瀛通通讯,消费电子,10.477133
100,4120,2025-01-27,300127,银河磁体,小金属,10.462282
101,4778,2025-01-27,688053,思科瑞,电子元件,10.415803
102,3239,2025-01-27,2058,威尔泰,电网设备,10.342489
103,4358,2025-01-27,300607,拓斯达,通用设备,10.326676
104,3086,2025-01-27,300561,汇金科技,软件开发,10.315127
105,1546,2025-01-27,10,美丽生态,工程建设,10.259186
106,4454,2025-01-27,603068,博通集成,半导体,10.254468
107,3850,2025-01-27,603015,弘讯科技,专用设备,10.240458
108,642,2025-01-27,301336,趣睡科技,家用轻工,10.223081
109,4360,2025-01-27,300154,瑞凌股份,通用设备,10.218837
110,1428,2025-01-27,300071,福石控股,文化传媒,10.175927
111,3960,2025-01-27,627,天茂集团,保险,10.093726
112,3595,2025-01-27,301397,溯联股份,汽车零部件,10.082565
113,2446,2025-01-27,573,粤宏远Ａ,房地产开发,10.054986
114,4197,2025-01-27,300161,华中数控,通用设备,10.029907
115,999,2025-01-27,2762,金发拉比,纺织服装,9.951501
116,1120,2025-01-27,603177,德创环保,环保行业,9.916146
117,4863,2025-01-27,301600,慧翰股份,通信设备,9.897746
118,4745,2025-01-27,688511,天微电子,电子元件,9.897698
119,1083,2025-01-27,2973,侨银股份,环保行业,9.888549
120,4610,2025-01-27,301318,维海德,消费电子,9.880374
121,1359,2025-01-27,603598,引力传媒,文化传媒,9.840004
122,3085,2025-01-27,688095,福昕软件,软件开发,9.816091
123,3089,2025-01-27,301315,威士顿,软件开发,9.800978
124,4080,2025-01-27,2175,东方智造,仪器仪表,9.72396
125,3127,2025-01-27,603101,汇嘉时代,商业百货,9.670572
126,2380,2025-01-27,2068,黑猫股份,橡胶制品,9.666939
127,3125,2025-01-27,419,通程控股,商业百货,9.63964
128,3077,2025-01-27,300377,赢时胜,软件开发,9.625723
129,4872,2025-01-27,600355,精伦电子,通信设备,9.619649
130,1350,2025-01-27,603729,龙韵股份,文化传媒,9.615495
131,2240,2025-01-27,300792,壹网壹创,互联网服务,9.583942
132,1976,2025-01-27,300697,电工合金,有色金属,9.577181
133,1668,2025-01-27,2693,双成药业,生物制品,9.572514
134,4186,2025-01-27,688429,时创能源,光伏设备,9.5160675
135,2247,2025-01-27,301001,凯淳股份,互联网服务,9.510149
136,372,2025-01-27,603838,四通股份,装修建材,9.503643
137,1303,2025-01-27,300949,奥雅股份,工程咨询服务,9.487899
138,2167,2025-01-27,600446,金证股份,互联网服务,9.487049
139,3123,2025-01-27,2640,跨境通,贸易行业,9.474529
140,4246,2025-01-27,300985,致远新能,通用设备,9.468241
141,3837,2025-01-27,300276,三丰智能,专用设备,9.45148
142,4371,2025-01-27,2552,宝鼎科技,通用设备,9.437461
143,2911,2025-01-27,1236,弘业期货,多元金融,9.433497
144,2127,2025-01-27,2530,金财互联,互联网服务,9.412636
145,729,2025-01-27,600423,柳化股份,化学原料,9.385072
146,4194,2025-01-27,2760,凤形股份,通用设备,9.383278
147,1193,2025-01-27,301288,清研环境,环保行业,9.36146
148,3626,2025-01-27,603800,洪田股份,专用设备,9.328087
149,3858,2025-01-27,3015,日久光电,光学光电子,9.316783
150,4463,2025-01-27,301536,星宸科技,半导体,9.312876
151,4888,2025-01-27,600198,大唐电信,通信设备,9.259351
152,746,2025-01-27,688085,三友医疗,医疗器械,9.237711
153,3949,2025-01-27,2449,国星光电,光学光电子,9.20005
154,3297,2025-01-27,301082,久盛电气,电网设备,9.154336
155,1826,2025-01-27,2549,凯美特气,化学制品,9.1532545
156,4809,2025-01-27,2137,实益达,电子元件,9.143405
157,2742,2025-01-27,2403,爱仕达,家电行业,9.095518
158,728,2025-01-27,600610,中毅达,化学原料,9.071567
159,3392,2025-01-27,300479,神思电子,计算机设备,9.065803
160,4951,2025-01-27,688313,仕佳光子,通信设备,9.050213
161,3849,2025-01-27,2009,天奇股份,专用设备,9.037738
162,1974,2025-01-27,2453,华软科技,化学制品,9.033604
163,3169,2025-01-27,600824,益民集团,商业百货,9.024243
164,4118,2025-01-27,795,英洛华,小金属,9.003304
165,854,2025-01-27,300753,爱朋医疗,医疗器械,8.997054
166,4187,2025-01-27,688717,艾罗能源,光伏设备,8.99161
167,4028,2025-01-27,300068,南都电源,电池,8.98474
168,2253,2025-01-27,300399,天利科技,互联网服务,8.9739485
169,2153,2025-01-27,2291,遥望科技,互联网服务,8.97002
170,1917,2025-01-27,300798,锦鸡股份,化学制品,8.968274
171,2355,2025-01-27,3030,祖名股份,食品饮料,8.9601145
172,1187,2025-01-27,2717,岭南股份,环保行业,8.941086
173,2899,2025-01-27,600053,九鼎投资,多元金融,8.932803
174,2045,2025-01-27,603978,深圳新星,有色金属,8.932302
175,4703,2025-01-27,301123,奕东电子,消费电子,8.92915
176,3245,2025-01-27,688226,威腾电气,电网设备,8.927218
177,4608,2025-01-27,688766,普冉股份,半导体,8.911551
178,4685,2025-01-27,300812,易天股份,消费电子,8.905649
179,267,2025-01-27,603716,塞力医疗,医药商业,8.9003725
180,607,2025-01-27,2229,鸿博股份,造纸印刷,8.896564
181,4448,2025-01-27,600172,黄河旋风,非金属材料,8.895373
182,1569,2025-01-27,301024,霍普股份,工程建设,8.8813305
183,4930,2025-01-27,2583,海能达,通信设备,8.87987
184,363,2025-01-27,603389,亚振家居,装修建材,8.879333
185,3614,2025-01-27,300537,广信材料,电子化学品,8.874221
186,2120,2025-01-27,300299,富春股份,游戏,8.872167
187,3174,2025-01-27,2187,广百股份,商业百货,8.831321
188,3553,2025-01-27,1282,三联锻造,汽车零部件,8.821152
189,2936,2025-01-27,300378,鼎捷数智,软件开发,8.807199
190,3073,2025-01-27,300386,飞天诚信,软件开发,8.798388
191,3630,2025-01-27,2757,南兴股份,专用设备,8.791836
192,579,2025-01-27,603429,集友股份,造纸印刷,8.786343
193,2217,2025-01-27,688365,光云科技,互联网服务,8.773403
194,2156,2025-01-27,300170,汉得信息,互联网服务,8.772474
195,2820,2025-01-27,300211,亿通科技,通信服务,8.76473
196,1191,2025-01-27,605081,太和水,环保行业,8.719298
197,3078,2025-01-27,300085,银之杰,软件开发,8.709399
198,1681,2025-01-27,300084,海默科技,采掘行业,8.698867
199,3422,2025-01-27,300733,西菱动力,汽车零部件,8.683687
200,262,2025-01-27,600868,梅雁吉祥,电力行业,8.672331
201,741,2025-01-27,301076,新瀚新材,化学原料,8.655535
202,1438,2025-01-27,300242,佳云科技,文化传媒,8.630231
203,3346,2025-01-27,300688,创业黑马,教育,8.624986
204,1738,2025-01-27,158,常山北明,综合行业,8.590438
205,1630,2025-01-13,688073,毕得医药,生物制品,8.580257
206,3847,2025-01-27,688400,凌云光,专用设备,8.547533
207,3953,2025-01-27,301183,东田微,光学光电子,8.523125
208,4068,2025-01-27,688115,思林杰,仪器仪表,8.515475
209,2663,2025-01-27,301061,匠心家居,家电行业,8.514182
210,2243,2025-01-27,603887,城地香江,互联网服务,8.506732
211,2492,2025-01-27,600692,亚通股份,房地产开发,8.495558
212,2134,2025-01-27,2354,天娱数科,互联网服务,8.467014
213,1735,2025-01-27,600624,复旦复华,综合行业,8.441605
214,4145,2025-01-27,300827,上能电气,光伏设备,8.434357
215,1955,2025-01-27,301037,保立佳,化学制品,8.427275
216,2473,2025-01-27,600094,大名城,房地产开发,8.422502
217,2076,2025-01-27,659,珠海中富,包装材料,8.421443
218,3376,2025-01-27,603106,恒银科技,计算机设备,8.40933
219,2150,2025-01-27,2657,中科金财,互联网服务,8.40763
220,4926,2025-01-27,2313,日海智能,通信设备,8.390936
221,1081,2025-01-27,605069,正和生态,环保行业,8.385335
222,4281,2025-01-27,300080,易成新能,通用设备,8.346451
223,4065,2025-01-27,301129,瑞纳智能,仪器仪表,8.3387985
224,439,2025-01-27,600881,亚泰集团,水泥建材,8.338483
225,1568,2025-01-27,2542,中化岩土,工程建设,8.312581
226,3938,2025-01-27,300323,华灿光电,光学光电子,8.298694
227,4705,2025-01-27,2134,天津普林,电子元件,8.290924
228,4462,2025-01-27,1309,德明利,半导体,8.272616
229,415,2025-01-27,600802,福建水泥,水泥建材,8.227966
230,2237,2025-01-27,300250,初灵信息,互联网服务,8.22316
231,1751,2025-01-27,300945,曼卡龙,珠宝首饰,8.203286
232,1938,2025-01-27,600800,渤海化学,化学制品,8.19739
233,1827,2025-01-27,301220,亚香股份,化学制品,8.196421
234,3954,2025-01-27,688502,茂莱光学,光学光电子,8.171632
235,1890,2025-01-23,688350,富淼科技,化学制品,8.156216
236,4846,2025-01-27,300153,科泰电源,电源设备,8.142664
237,3399,2025-01-27,600626,申达股份,汽车零部件,8.141404
238,4942,2025-01-27,603118,共进股份,通信设备,8.122842
239,3942,2025-01-27,300076,GQY视讯,光学光电子,8.118531
240,4561,2025-01-27,688691,灿芯股份,半导体,8.110714
241,4848,2025-01-27,2364,中恒电气,电源设备,8.094324
242,1084,2025-01-27,603200,上海洗霸,环保行业,8.090347
243,4788,2025-01-27,300656,民德电子,电子元件,8.081992
244,4645,2025-01-27,300256,星星科技,消费电子,8.080027
245,4694,2025-01-27,301182,凯旺科技,消费电子,8.071932
246,3945,2025-01-27,300296,利亚德,光学光电子,8.069775
247,4083,2025-01-27,688320,禾川科技,仪器仪表,8.037068
248,2095,2025-01-27,2799,环球印务,包装材料,8.035027
249,3298,2025-01-27,603070,万控智造,电网设备,8.034306
250,106,2025-01-27,603718,海利生物,农药兽药,8.028081
251,2589,2025-01-27,603615,茶花股份,塑料制品,8.020325
252,612,2025-01-27,2117,东港股份,造纸印刷,8.003219
253,4813,2025-01-27,301366,一博科技,电子元件,8.000498
254,1068,2025-01-27,603511,爱慕股份,纺织服装,7.9862638
255,2043,2025-01-27,2578,闽发铝业,有色金属,7.9725027
256,4823,2025-01-27,688800,瑞可达,电子元件,7.9579754
257,3839,2025-01-27,2526,山东矿机,专用设备,7.9422565
258,4853,2025-01-27,2518,科士达,电源设备,7.9376383
259,743,2025-01-27,603880,南卫股份,医疗器械,7.934825
260,4601,2025-01-27,688512,慧智微-U,半导体,7.9273624
261,3292,2025-01-27,300141,和顺电气,电网设备,7.9176483
262,3866,2025-01-27,509,华塑控股,光学光电子,7.9097567
263,3573,2025-01-27,300694,蠡湖股份,汽车零部件,7.8957186
264,1067,2025-01-27,2193,如意集团,纺织服装,7.89057
265,1828,2025-01-27,603079,圣达生物,化学制品,7.886648
266,566,2025-01-27,603717,天域生物,农牧饲渔,7.885212
267,2562,2025-01-27,995,皇台酒业,酿酒行业,7.8776655
268,42,2025-01-27,300435,中泰股份,燃气,7.8737097
269,4432,2025-01-27,1301,尚太科技,非金属材料,7.873541
270,4786,2025-01-27,300460,惠伦晶体,电子元件,7.8602166
271,3578,2025-01-27,2593,日上集团,汽车零部件,7.84152
272,4364,2025-01-27,300990,同飞股份,通用设备,7.8282013
273,2928,2025-01-27,688369,致远互联,软件开发,7.8256025
274,2475,2025-01-27,600724,宁波富达,房地产开发,7.81787
275,3335,2025-01-27,526,学大教育,教育,7.8152018
276,4588,2025-01-27,688709,成都华微,半导体,7.8101606
277,4009,2025-01-27,301152,天力锂能,电池,7.8073473
278,1771,2025-01-27,603021,山东华鹏,玻璃玻纤,7.8053145
279,1184,2025-01-27,300152,新动力,环保行业,7.8046546
