,Datetime,code,name,price,ushadow,dshadow,RF,Turnover,RF_5,RF_10,RF_15,RF_20,RF_25,RF_30,RF_35,RF_40,Turnover_5,Turnover_10,price_5,price_10,expect
5,2025-01-20,3021,兆威机电,216.21,0.009851533231580386,0.021553119652189985,0.0014999999999999992,1017209638.42,1.0343931644153392,1.253128523021502,1.291732115420044,1.298382452249085,1.2757245627269393,1.2239717532798917,1.283775539212785,1.277632083932848,0.6544888307341282,0.6366756074380193,-0.000777022339392287,0.06534387863651073,0.09883909162388416
6,2025-01-17,3021,兆威机电,214.15,0.019985991127714223,0.023021246789633465,-0.0176,1261565757.18,0.9699437051447279,1.2347351238318702,1.248523901873792,1.3091428859521979,1.2395482496151622,1.1924405788069796,1.3462017686283236,1.4069899404588508,0.7229966430855919,0.8197468131997097,0.00932990894233023,0.08442680364230686,0.10940929255194964
7,2025-01-16,3021,兆威机电,217.75,0.06369690011481058,0.01859931113662462,-0.015600000000000001,1707934937.46,1.0720326496805228,1.2322214122605513,1.3318943904353968,1.3158058688815149,1.2337441759707912,1.242570664214887,1.366208431720724,1.3611596492386926,0.8638035157930732,1.1559226394327429,0.030851894374282384,0.12471641791044781,0.09106773823191738
8,2025-01-15,3021,兆威机电,221.81,0.015644019656462733,0.08858933321311034,0.0515,1824693371.29,1.183766243602934,1.2964361201526344,1.3527306090586246,1.3307764354514795,1.2083022755520514,1.2997511305791036,1.3710659383349275,1.47537316714515,0.8905425730625603,1.3238800187882265,0.06870745232406104,0.1620756503313645,0.07109688472115772
9,2025-01-14,3021,兆威机电,211.97,0.0,0.09963674104826156,0.015700000000000002,1959619960.63,1.224970090027915,1.2309670207897196,1.277857645247676,1.2442095232452204,1.2182996410273756,1.2239786680926563,1.2144658249787457,1.4843530894178352,1.0142319855399313,1.575303725452394,0.0669056942020098,0.1485493230174081,0.12081898381846501
10,2025-01-13,3021,兆威机电,195.08,0.06904859544802132,0.03198687717859344,-0.060899999999999996,1970747624.21,1.2114624942729553,1.2487825324620723,1.255211748216606,1.2333072245774224,1.1832751756163296,1.2410905092730402,1.235151321456182,1.4089443866375253,1.200816253758323,1.7783308971352665,0.037389788804593045,0.09394607340578237,0.1370207094525322
11,2025-01-10,3021,兆威机电,208.55,0.02972908175497477,0.057252457444257956,0.0858,2423135073.89,1.2729966876249093,1.2872127477619912,1.3497101728773597,1.277958960958673,1.2293915332220773,1.3879174239575616,1.4505892795591782,1.4707573019068974,1.817768010861695,2.485569901982213,0.13695516662670829,0.1637544953248622,0.06358187485015576
12,2025-01-09,3021,兆威机电,195.44,0.0,0.09430004093327879,0.087,2066644736.07,1.1494252648254384,1.2424009575009825,1.2273934653703311,1.1508457100989042,1.159079123742347,1.2744093494987008,1.2696998077850827,1.3744496539371225,2.113400983874154,2.4951617076608876,0.1293798608268521,0.12430413426115423,0.1349263200982398
13,2025-01-08,3021,兆威机电,177.9,0.0,0.10247329960652062,0.08810000000000001,1240462744.54,1.0951791598709353,1.1427345697419342,1.1241885318516114,1.0207270920941613,1.09797955263799,1.1582235477182763,1.2463382657835176,1.3810247580773922,1.753016696071968,1.8429100137863055,0.07166947723440134,0.05502529510961223,0.24682405845980893
14,2025-01-07,3021,兆威机电,161.96,0.0,0.03735490244504823,0.004499999999999997,504876530.88,1.0048955732149083,1.0431745686284926,1.0157060432527516,0.9945546025532856,0.9991906562100334,0.9914248803830551,1.2117463940560453,1.2396350346605918,0.9083707216617114,0.8035720623833116,-0.007508026673252529,-0.03258829340577915,0.3087799456655964
15,2025-01-06,3021,兆威机电,156.09,0.023063617143955373,0.012620923825997814,-0.0132,430019313.5,1.030805772663655,1.0361127597019884,1.0180317016892686,0.9767328177389908,1.0244564030171366,1.0195539088458891,1.1630111483418943,1.3155310571908312,0.7475630593704279,0.6718105433037119,-0.06169517586008051,-0.07196489204945868,0.3360881542699725
16,2025-01-03,3021,兆威机电,159.38,0.07039779144183711,0.00351361525912914,-0.01960000000000001,647378178.66,1.0111673975865607,1.0602621247943531,1.0038981038851107,0.9657460582366572,1.0902757544067658,1.1395075051338992,1.1553504547218887,1.340060618857138,1.0496870152739537,0.9356746265923098,-0.05916677123854942,-0.05828209311080429,0.30850796837746275
17,2025-01-02,3021,兆威机电,170.42,0.02617063724914921,0.03966670578570585,0.035699999999999996,715343466.68,1.0808888542132962,1.067832335803697,1.001235787412139,1.008398857422344,1.1087361557971702,1.1046388544260077,1.195771222364647,1.3586497910485464,1.0540754936631678,1.0417359999048412,-0.01008097641121928,0.00671282713296548,0.14681375425419563
18,2024-12-31,3021,兆威机电,168.03,0.04356364934833062,0.0017853954650955863,-0.0016000000000000014,481404988.88,1.043422493427106,1.026488243242407,0.9320183669441375,1.002557017947077,1.057565364789055,1.1380222628874679,1.2610035039747682,1.3572067913670227,0.7538632545338021,0.7189646457624386,-0.018103910016068567,-0.004761054573587949,0.058739510801642636
19,2024-12-30,3021,兆威机电,174.68,0.014369132127318473,0.0404167620792306,0.0304,601994787.9,1.0380925107383254,1.01075780441868,0.9897094076864731,0.9943228757724314,0.9865949326567766,1.205843100870044,1.23359587573333,1.4238164996773037,0.8590401227025333,0.85283216368585,0.01934966796427751,0.03464621021296096,-0.024387451339592525
20,2024-12-27,3021,兆威机电,171.54,0.04599510318293119,0.012125451789669955,-0.032,637550992.8,1.005148386998862,0.9876076838982211,0.947543022789893,0.9938403821409427,0.9890843996840547,1.12825439979504,1.2762162301356068,1.4138674713410493,0.9043890207850185,0.8840602601176283,0.015238428354902673,0.01607788270957217,0.018304768567098062
21,2024-12-26,3021,兆威机电,176.02,0.0011362345188046165,0.06987842290648796,0.048,956932676.71,1.0485525218919947,0.992810988844379,0.9550802968348124,1.0782346790541506,1.1269227111689506,1.1425906902056595,1.3252609034424712,1.450090522259705,1.2475765243341361,1.272030670008955,0.04256334507442362,0.037961595273264495,-0.007612771275991359
