,Datetime,code,name,bankuai,optimistic,pessimistic
219,2025-01-27,SH.KC_301076,新瀚新材,化学原料,7.7439694,-4.666804
220,2025-01-27,SH.KC_688320,禾川科技,仪器仪表,7.740508,-4.0945344
221,2025-01-27,SZ.ZB_002354,天娱数科,互联网服务,7.7273664,-3.382295
222,2025-01-27,SH.KC_301183,东田微,光学光电子,7.724853,-3.297346
223,2025-01-27,SH.KC_301182,凯旺科技,消费电子,7.715207,-3.24441
224,2025-01-27,SH.ZB_605081,太和水,环保行业,7.714805,-1.0226431
225,2025-01-27,SH.ZB_603079,圣达生物,化学制品,7.712287,-3.288375
226,2025-01-27,SH.KC_300435,中泰股份,燃气,7.6868935,-3.4414227
227,2025-01-27,SH.KC_688512,慧智微-U,半导体,7.6636357,-3.2209523
228,2025-01-27,SH.ZB_603880,南卫股份,医疗器械,7.6627045,-4.0216775
229,2025-01-27,SZ.ZB_002542,中化岩土,工程建设,7.6407537,-1.9437519
230,2025-01-27,SH.ZB_600094,大名城,房地产开发,7.6228914,-1.990675
231,2025-01-27,SZ.ZB_000509,华塑控股,光学光电子,7.6020613,-2.9280841
232,2025-01-27,SH.ZB_605338,巴比食品,食品饮料,7.5931234,-2.9861999
233,2025-01-27,SZ.ZB_002364,中恒电气,电源设备,7.586424,-4.2990165
234,2025-01-27,SZ.ZB_003030,祖名股份,食品饮料,7.5792713,-2.9919534
235,2025-01-27,SH.KC_300080,易成新能,通用设备,7.544367,-2.2791097
236,2025-01-27,SH.ZB_600626,申达股份,汽车零部件,7.537611,-2.7656245
237,2025-01-27,SH.ZB_600824,益民集团,商业百货,7.529661,-2.5141835
238,2025-01-27,SZ.ZB_000659,珠海中富,包装材料,7.5069723,-1.852664
239,2025-01-27,SH.ZB_600692,亚通股份,房地产开发,7.5038,-2.6447513
240,2025-01-27,SH.KC_301037,保立佳,化学制品,7.4986234,-2.5650294
241,2025-01-27,SH.ZB_603915,国茂股份,通用设备,7.486683,-5.05417
242,2025-01-27,SH.KC_301129,瑞纳智能,仪器仪表,7.484941,-1.9795837
243,2025-01-27,SH.ZB_600868,梅雁吉祥,电力行业,7.47533,-3.8040228
244,2025-01-27,SZ.ZB_000526,学大教育,教育,7.4668927,-3.3016167
245,2025-01-27,SH.ZB_603200,上海洗霸,环保行业,7.4563923,-3.9593697
246,2025-01-27,SH.KC_301210,金杨股份,电池,7.4471054,-5.9509187
247,2025-01-27,SH.ZB_603665,康隆达,纺织服装,7.4127617,-4.888671
248,2025-01-27,SH.KC_688691,灿芯股份,半导体,7.408601,-2.682867
249,2025-01-27,SH.KC_300106,西部牧业,食品饮料,7.386784,-2.5623994
250,2025-01-27,SH.KC_301366,一博科技,电子元件,7.364194,-3.0767732
251,2025-01-27,SH.KC_300323,华灿光电,光学光电子,7.357326,-1.8977023
252,2025-01-27,SH.KC_300945,曼卡龙,珠宝首饰,7.353878,-2.6372895
253,2025-01-27,SZ.ZB_002313,日海智能,通信设备,7.3526473,-3.1132915
254,2025-01-27,SH.KC_300656,民德电子,电子元件,7.3446794,-2.586864
255,2025-01-27,SH.KC_688205,德科立,光学光电子,7.309206,-5.7867303
256,2025-01-27,SZ.ZB_002047,宝鹰股份,装修装饰,7.3060603,-2.4533055
257,2025-01-27,SH.KC_300255,常山药业,化学制药,7.3016644,-2.7933495
258,2025-01-27,SH.KC_688228,开普云,互联网服务,7.298191,-3.810464
259,2025-01-27,SZ.ZB_002256,兆新股份,电网设备,7.2921486,-2.2304337
260,2025-01-27,SH.KC_300289,利德曼,医疗器械,7.281257,-3.2458787
261,2025-01-27,SH.ZB_600800,渤海化学,化学制品,7.2568283,-1.951731
262,2025-01-27,SH.KC_688244,永信至诚,软件开发,7.2545824,-3.4128432
263,2025-01-27,SH.KC_688800,瑞可达,电子元件,7.2543592,-4.6440883
264,2025-01-27,SZ.ZB_002335,科华数据,电源设备,7.2509484,-2.8612072
265,2025-01-27,SZ.ZB_002518,科士达,电源设备,7.2397575,-3.1402056
266,2025-01-27,SH.ZB_603887,城地香江,互联网服务,7.238522,-3.6283352
267,2025-01-27,SZ.ZB_002098,浔兴股份,纺织服装,7.2201533,-3.2117004
268,2025-01-27,SZ.ZB_002188,中天服务,房地产服务,7.213411,-3.063119
269,2025-01-27,SH.KC_301556,托普云农,软件开发,7.19531,-4.6252275
270,2025-01-27,SH.KC_300076,GQY视讯,光学光电子,7.1876407,-2.5544453
271,2025-01-27,SH.KC_300007,汉威科技,仪器仪表,7.177362,-4.2695417
272,2025-01-27,SH.KC_300296,利亚德,光学光电子,7.173321,-3.648869
273,2025-01-27,SH.ZB_600255,鑫科材料,有色金属,7.17054,-4.070739
274,2025-01-27,SH.ZB_600881,亚泰集团,水泥建材,7.167986,-1.8422805
275,2025-01-27,SZ.ZB_002495,佳隆股份,食品饮料,7.1583138,-2.9572153
276,2025-01-27,SH.ZB_603021,山东华鹏,玻璃玻纤,7.1560354,-3.2079682
277,2025-01-27,SH.ZB_603129,春风动力,交运设备,7.146664,-4.875452
278,2025-01-27,SH.KC_300460,惠伦晶体,电子元件,7.139002,-2.507029
279,2025-01-27,SZ.ZB_002526,山东矿机,专用设备,7.1340218,-3.0770228
280,2025-01-27,SZ.ZB_001330,博纳影业,文化传媒,7.13117,-3.0678048
281,2025-01-27,SZ.ZB_002164,宁波东力,通用设备,7.1286664,-2.902333
282,2025-01-27,SH.KC_301152,天力锂能,电池,7.125783,-1.8072846
283,2025-01-27,SH.KC_688062,迈威生物-U,生物制品,7.122196,-1.635315
284,2025-01-27,SH.ZB_603511,爱慕股份,纺织服装,7.1209116,-1.6259723
285,2025-01-27,SH.ZB_603719,良品铺子,食品饮料,7.1208534,-3.7047293
286,2025-01-27,SH.KC_688629,华丰科技,电子元件,7.1117682,-3.3550375
287,2025-01-27,SZ.ZB_002117,东港股份,造纸印刷,7.1117015,-4.011694
288,2025-01-27,SH.ZB_603070,万控智造,电网设备,7.102695,-3.6052794
289,2025-01-27,SH.ZB_600751,海航科技,航运港口,7.083616,-2.8243284
290,2025-01-27,SH.KC_300229,拓尔思,软件开发,7.072613,-2.676854
291,2025-01-27,SH.KC_300256,星星科技,消费电子,7.0673885,-1.5575948
292,2025-01-27,SH.KC_688031,星环科技-U,软件开发,7.043615,-4.183185
293,2025-01-27,SH.ZB_603291,联合水务,公用事业,7.041706,-3.0610728
294,2025-01-27,SZ.ZB_000702,正虹科技,农牧饲渔,7.0376663,-3.1703587
295,2025-01-27,SH.ZB_600624,复旦复华,综合行业,7.031806,-1.7848916
296,2025-01-27,SH.KC_301611,珂玛科技,非金属材料,7.029255,-3.2016337
297,2025-01-27,SH.KC_688258,卓易信息,互联网服务,7.023041,-4.474507
298,2025-01-27,SH.KC_300147,香雪制药,中药,7.022141,-2.525208
299,2025-01-27,SH.KC_300901,中胤时尚,纺织服装,7.020606,-2.9281251
300,2025-01-27,SH.KC_300748,金力永磁,小金属,7.018721,-3.766426
301,2025-01-27,SZ.ZB_002593,日上集团,汽车零部件,7.0168734,-2.391917
302,2025-01-27,SH.KC_300224,正海磁材,小金属,7.014765,-2.595649
303,2025-01-27,SZ.ZB_001301,尚太科技,非金属材料,7.01357,-2.176152
304,2025-01-27,SH.KC_301486,致尚科技,消费电子,7.0093813,-3.3444018
305,2025-01-27,SZ.ZB_002578,闽发铝业,有色金属,7.004766,-2.1913052
306,2025-01-27,SH.KC_300437,清水源,化学制品,7.003705,-1.3294101
307,2025-01-27,SH.ZB_603118,共进股份,通信设备,6.991826,-3.4646292
308,2025-01-27,SH.KC_301456,盘古智能,风电设备,6.9717617,-3.2642105
309,2025-01-27,SH.KC_300827,上能电气,光伏设备,6.9647284,-1.5039256
310,2025-01-27,SH.KC_688787,海天瑞声,互联网服务,6.94288,-6.376472
311,2025-01-27,SH.KC_300605,恒锋信息,软件开发,6.9323974,-3.6867023
312,2025-01-27,SH.ZB_603895,天永智能,专用设备,6.9280386,-3.3379316
313,2025-01-27,SH.KC_300805,电声股份,文化传媒,6.9270105,-3.1634462
314,2025-01-27,SH.KC_300123,亚光科技,船舶制造,6.9146304,-2.3070877
315,2025-01-27,SZ.ZB_000056,皇庭国际,房地产服务,6.8992586,-2.4555922
316,2025-01-27,SZ.ZB_002611,东方精工,专用设备,6.889081,-4.06466
317,2025-01-27,SZ.ZB_000518,四环生物,生物制品,6.8860917,-2.0074434
318,2025-01-27,SZ.ZB_002575,群兴玩具,房地产服务,6.8839493,-2.5793514
319,2025-01-27,SH.KC_300814,中富电路,电子元件,6.881389,-3.5315952
320,2025-01-27,SZ.ZB_002446,盛路通信,通信设备,6.8762527,-2.0404887
321,2025-01-27,SZ.ZB_002358,森源电气,电网设备,6.8742437,-4.1504087
322,2025-01-27,SH.KC_300989,蕾奥规划,工程咨询服务,6.873694,-2.5337317
323,2025-01-27,SH.ZB_600724,宁波富达,房地产开发,6.8709555,-1.1724869
324,2025-01-27,SZ.ZB_002917,金奥博,化学制品,6.862022,-6.275329
325,2025-01-27,SH.ZB_603221,爱丽家居,塑料制品,6.852913,-3.7759423
326,2025-01-27,SH.KC_688390,固德威,光伏设备,6.8529115,-3.96323
327,2025-01-27,SH.ZB_603922,金鸿顺,汽车零部件,6.8461,-2.8962076
328,2025-01-27,SH.ZB_601515,东峰集团,包装材料,6.8406925,-2.0877295
329,2025-01-27,SZ.ZB_002193,如意集团,纺织服装,6.821795,-2.153984
330,2025-01-27,SZ.ZB_000608,阳光股份,房地产服务,6.818782,-2.5853918
331,2025-01-27,SH.KC_301230,泓博医药,生物制品,6.8165884,-3.6236649
