,Datetime,code,name,bankuai,expext
121,2025-01-24,SH.ZB_603057,紫燕食品,食品饮料,-1.3054297
122,2025-01-24,SH.KC_301152,天力锂能,电池,-1.309933
123,2025-01-27,SH.ZB_600355,精伦电子,通信设备,-1.3101248
124,2025-01-24,SZ.ZB_003013,地铁设计,工程咨询服务,-1.3104948
125,2025-01-24,SH.ZB_600827,百联股份,商业百货,-1.3124758
126,2025-01-24,SH.ZB_601199,江南水务,公用事业,-1.3143312
127,2025-01-27,SZ.ZB_000981,山子高科,汽车零部件,-1.315822
128,2025-01-24,SH.ZB_600280,中央商场,商业百货,-1.3185726
129,2025-01-24,SH.KC_300896,爱美客,美容护理,-1.3198507
130,2025-01-24,SZ.ZB_002726,龙大美食,食品饮料,-1.3204877
131,2025-01-27,SH.KC_301030,仕净科技,专用设备,-1.3257004
132,2025-01-27,SH.KC_300437,清水源,化学制品,-1.3294101
133,2025-01-27,SH.ZB_603868,飞科电器,家电行业,-1.3305453
134,2025-01-24,SH.ZB_600118,中国卫星,航天航空,-1.333809
135,2025-01-27,SH.ZB_600228,返利科技,互联网服务,-1.3363131
136,2025-01-24,SH.ZB_603208,江山欧派,装修建材,-1.3402373
137,2025-01-24,SZ.ZB_000876,新 希 望,农牧饲渔,-1.3424445
138,2025-01-27,SH.KC_688253,英诺特,生物制品,-1.3446642
139,2025-01-24,SZ.ZB_000670,盈方微,半导体,-1.3449267
140,2025-01-27,SH.KC_301566,达利凯普,电子元件,-1.3504559
141,2025-01-24,SH.ZB_600199,金种子酒,酿酒行业,-1.3507451
142,2025-01-24,SH.KC_300569,天能重工,风电设备,-1.3533213
143,2025-01-24,SH.ZB_600965,福成股份,农牧饲渔,-1.3557794
144,2025-01-24,SH.ZB_603838,四通股份,装修建材,-1.3563013
145,2025-01-24,SZ.ZB_002277,友阿股份,商业百货,-1.3566014
146,2025-01-24,SH.ZB_600475,华光环能,电源设备,-1.3579375
147,2025-01-27,SZ.ZB_001333,光华股份,化学制品,-1.3602566
148,2025-01-24,SH.ZB_600886,国投电力,电力行业,-1.3618399
149,2025-01-24,SZ.ZB_002557,洽洽食品,食品饮料,-1.362392
150,2025-01-24,SH.ZB_603980,吉华集团,化学制品,-1.363609
151,2025-01-24,SH.ZB_605296,神农集团,农牧饲渔,-1.363956
152,2025-01-27,SZ.ZB_002055,得润电子,消费电子,-1.3642238
153,2025-01-24,SH.KC_301566,达利凯普,电子元件,-1.3647383
154,2025-01-27,SZ.ZB_002004,华邦健康,农药兽药,-1.3661566
155,2025-01-24,SZ.ZB_002256,兆新股份,电网设备,-1.3701057
156,2025-01-27,SZ.ZB_002713,东易日盛,装修装饰,-1.3732964
157,2025-01-27,SZ.ZB_000517,荣安地产,房地产开发,-1.3740103
158,2025-01-24,SH.ZB_600185,格力地产,房地产开发,-1.3741642
159,2025-01-24,SZ.ZB_000672,上峰水泥,水泥建材,-1.3749162
160,2025-01-24,SZ.ZB_000421,南京公用,燃气,-1.3762736
161,2025-01-27,SH.ZB_600305,恒顺醋业,食品饮料,-1.3774567
162,2025-01-24,SZ.ZB_002272,川润股份,工程机械,-1.3780549
163,2025-01-27,SH.ZB_600072,中船科技,风电设备,-1.3799105
164,2025-01-27,SH.KC_300091,金通灵,通用设备,-1.3811173
165,2025-01-24,SH.ZB_600724,宁波富达,房地产开发,-1.3833556
166,2025-01-24,SZ.ZB_002732,燕塘乳业,食品饮料,-1.3837076
167,2025-01-24,SH.ZB_600765,中航重机,航天航空,-1.3850574
168,2025-01-24,SH.KC_300985,致远新能,通用设备,-1.3853835
169,2025-01-27,SZ.ZB_002317,众生药业,中药,-1.3854772
170,2025-01-24,SZ.ZB_002014,永新股份,包装材料,-1.3856677
171,2025-01-24,SH.KC_688426,康为世纪,生物制品,-1.3900799
172,2025-01-24,SH.KC_300601,康泰生物,生物制品,-1.3903198
173,2025-01-24,SZ.ZB_002932,明德生物,医疗器械,-1.3907716
174,2025-01-24,SH.ZB_603711,香飘飘,食品饮料,-1.390781
175,2025-01-24,SH.KC_300438,鹏辉能源,电池,-1.3921179
176,2025-01-24,SZ.ZB_002096,易普力,化学制品,-1.3923326
177,2025-01-24,SZ.ZB_002567,唐人神,农牧饲渔,-1.3931565
178,2025-01-24,SZ.ZB_000695,滨海能源,造纸印刷,-1.3970757
179,2025-01-24,SH.ZB_600405,动力源,电源设备,-1.3973184
180,2025-01-27,SH.KC_300391,长药控股,中药,-1.3984133
181,2025-01-27,SH.ZB_603107,上海汽配,汽车零部件,-1.3985273
182,2025-01-24,SH.ZB_601228,广州港,航运港口,-1.4013348
183,2025-01-27,SZ.ZB_002603,以岭药业,中药,-1.4029846
184,2025-01-24,SH.KC_300477,合纵科技,电网设备,-1.4097024
185,2025-01-27,SH.ZB_600725,云维股份,煤炭行业,-1.4099655
186,2025-01-27,SH.ZB_600423,柳化股份,化学原料,-1.4116311
187,2025-01-24,SZ.ZB_002342,巨力索具,通用设备,-1.4126222
188,2025-01-24,SH.KC_300818,耐普矿机,专用设备,-1.4135697
189,2025-01-27,SH.ZB_600636,国新文化,教育,-1.4135801
190,2025-01-24,SZ.ZB_002466,天齐锂业,能源金属,-1.4142843
191,2025-01-24,SH.KC_300474,景嘉微,电子元件,-1.4143556
192,2025-01-27,SZ.ZB_003037,三和管桩,水泥建材,-1.4147424
193,2025-01-27,SH.KC_300003,乐普医疗,医疗器械,-1.4153655
194,2025-01-24,SH.ZB_601033,永兴股份,环保行业,-1.4157481
195,2025-01-24,SH.ZB_600567,山鹰国际,造纸印刷,-1.4159554
196,2025-01-24,SH.ZB_603589,口子窖,酿酒行业,-1.4177674
197,2025-01-24,SH.ZB_600807,济高发展,医疗器械,-1.4179419
198,2025-01-24,SH.KC_300471,厚普股份,专用设备,-1.4183936
199,2025-01-27,SH.ZB_600280,中央商场,商业百货,-1.4188257
200,2025-01-27,SZ.ZB_002275,桂林三金,中药,-1.4201905
201,2025-01-24,SH.KC_300003,乐普医疗,医疗器械,-1.4204243
202,2025-01-24,SZ.ZB_000039,中集集团,通用设备,-1.4218668
203,2025-01-27,SH.KC_300477,合纵科技,电网设备,-1.4235777
204,2025-01-24,SH.ZB_601633,长城汽车,汽车整车,-1.424039
205,2025-01-27,SH.ZB_603500,祥和实业,交运设备,-1.4247041
206,2025-01-24,SZ.ZB_003035,南网能源,专业服务,-1.4253461
207,2025-01-27,SZ.ZB_002039,黔源电力,电力行业,-1.426436
208,2025-01-27,SH.ZB_600888,新疆众和,有色金属,-1.4279889
209,2025-01-24,SH.KC_300530,领湃科技,电池,-1.429225
210,2025-01-24,SZ.ZB_000738,航发控制,航天航空,-1.4292417
211,2025-01-24,SH.KC_688589,力合微,半导体,-1.4324622
212,2025-01-27,SZ.ZB_002724,海洋王,电子元件,-1.4325116
213,2025-01-24,SZ.ZB_000826,启迪环境,环保行业,-1.4338585
214,2025-01-27,SH.KC_688420,美腾科技,专用设备,-1.4342206
215,2025-01-24,SH.ZB_600529,山东药玻,医疗器械,-1.4342991
216,2025-01-24,SH.ZB_603288,海天味业,食品饮料,-1.4366784
217,2025-01-24,SH.KC_300619,金银河,电池,-1.4372083
218,2025-01-27,SH.KC_300829,金丹科技,食品饮料,-1.4386317
219,2025-01-24,SH.ZB_600596,新安股份,农药兽药,-1.4398496
220,2025-01-27,SH.ZB_600409,三友化工,化学原料,-1.4412768
221,2025-01-24,SH.ZB_600613,神奇制药,化学制药,-1.4418988
222,2025-01-24,SH.KC_300775,三角防务,航天航空,-1.4426472
223,2025-01-27,SH.ZB_603958,哈森股份,纺织服装,-1.4445668
224,2025-01-27,SZ.ZB_002014,永新股份,包装材料,-1.4448192
225,2025-01-24,SZ.ZB_001258,立新能源,电力行业,-1.4451061
226,2025-01-24,SZ.ZB_002646,天佑德酒,酿酒行业,-1.4470563
227,2025-01-24,SH.ZB_603126,中材节能,环保行业,-1.4472854
228,2025-01-24,SH.ZB_600370,三房巷,化学制品,-1.447627
229,2025-01-24,SH.KC_300685,艾德生物,医疗器械,-1.448299
230,2025-01-24,SH.KC_300653,正海生物,医疗器械,-1.4483597
231,2025-01-24,SH.KC_688511,天微电子,电子元件,-1.4485178
232,2025-01-27,SZ.ZB_003016,欣贺股份,纺织服装,-1.4497129
233,2025-01-27,SH.ZB_600965,福成股份,农牧饲渔,-1.4512584
234,2025-01-27,SH.ZB_603187,海容冷链,通用设备,-1.4512861
235,2025-01-24,SH.ZB_600315,上海家化,美容护理,-1.4518439
236,2025-01-27,SH.KC_688511,天微电子,电子元件,-1.4521583
237,2025-01-24,SZ.ZB_002299,圣农发展,农牧饲渔,-1.4522908
238,2025-01-27,SH.ZB_600597,光明乳业,食品饮料,-1.453897
239,2025-01-24,SZ.ZB_002305,南国置业,房地产开发,-1.4542423
240,2025-01-27,SZ.ZB_000589,贵州轮胎,橡胶制品,-1.454429
241,2025-01-24,SH.ZB_600884,杉杉股份,电子元件,-1.4553872
242,2025-01-24,SZ.ZB_002460,赣锋锂业,能源金属,-1.4556788
243,2025-01-24,SH.KC_300026,红日药业,中药,-1.4587778
244,2025-01-24,SH.KC_300066,三川智慧,仪器仪表,-1.4599985
245,2025-01-24,SZ.ZB_002542,中化岩土,工程建设,-1.460883
246,2025-01-24,SH.KC_300256,星星科技,消费电子,-1.4617684
247,2025-01-24,SH.ZB_603777,来伊份,食品饮料,-1.4619242
248,2025-01-24,SZ.ZB_000428,华天酒店,旅游酒店,-1.4628106
249,2025-01-27,SH.ZB_600500,中化国际,化学制品,-1.4631332
250,2025-01-24,SH.KC_300041,回天新材,化学制品,-1.4633844
251,2025-01-24,SH.ZB_600500,中化国际,化学制品,-1.464107
252,2025-01-24,SH.KC_300122,智飞生物,生物制品,-1.4647324
253,2025-01-27,SZ.ZB_002382,蓝帆医疗,医疗器械,-1.4648997
254,2025-01-24,SH.KC_300190,维尔利,环保行业,-1.4649317
255,2025-01-24,SH.KC_300158,振东制药,化学制药,-1.4652067
256,2025-01-27,SH.ZB_600817,宇通重工,工程机械,-1.4672893
257,2025-01-24,SH.ZB_605158,华达新材,钢铁行业,-1.4674956
258,2025-01-24,SH.KC_300260,新莱应材,通用设备,-1.4680798
259,2025-01-27,SH.ZB_600926,杭州银行,银行,-1.4683858
260,2025-01-24,SZ.ZB_003000,劲仔食品,食品饮料,-1.4683956
261,2025-01-24,SH.KC_300581,晨曦航空,航天航空,-1.4686869
262,2025-01-24,SH.ZB_601857,中国石油,石油行业,-1.4690217
263,2025-01-24,SH.ZB_600935,华塑股份,化学原料,-1.4705716
264,2025-01-27,SH.ZB_603057,紫燕食品,食品饮料,-1.470601
265,2025-01-27,SH.ZB_600681,百川能源,燃气,-1.4712347
266,2025-01-24,SZ.ZB_002157,正邦科技,农牧饲渔,-1.4717841
267,2025-01-24,SH.ZB_601158,重庆水务,公用事业,-1.47205
268,2025-01-27,SZ.ZB_003000,劲仔食品,食品饮料,-1.4723206
269,2025-01-27,SH.KC_300723,一品红,化学制药,-1.472556
270,2025-01-24,SZ.ZB_002330,得利斯,食品饮料,-1.4726686
271,2025-01-24,SH.ZB_603001,奥康国际,纺织服装,-1.4738762
272,2025-01-24,SZ.ZB_000930,中粮科技,农牧饲渔,-1.4749101
273,2025-01-24,SH.KC_300783,三只松鼠,食品饮料,-1.4749261
274,2025-01-27,SH.ZB_603128,华贸物流,物流行业,-1.4749407
275,2025-01-27,SZ.ZB_002373,千方科技,互联网服务,-1.475109
276,2025-01-24,SH.KC_300040,九洲集团,电网设备,-1.4754026
277,2025-01-24,SZ.ZB_000950,重药控股,医药商业,-1.4761313
278,2025-01-27,SZ.ZB_001239,永达股份,专用设备,-1.4770871
279,2025-01-24,SH.ZB_603878,武进不锈,钢铁行业,-1.477289
280,2025-01-27,SH.ZB_600567,山鹰国际,造纸印刷,-1.4784923
281,2025-01-24,SZ.ZB_000537,中绿电,电力行业,-1.4786146
282,2025-01-24,SZ.ZB_000516,国际医学,医疗服务,-1.479611
283,2025-01-27,SH.ZB_603389,亚振家居,装修建材,-1.4796455
284,2025-01-27,SH.KC_688559,海目星,专用设备,-1.4796851
285,2025-01-24,SZ.ZB_002529,海源复材,专用设备,-1.4798605
286,2025-01-24,SH.KC_688223,晶科能源,光伏设备,-1.4805984
287,2025-01-24,SZ.ZB_002146,荣盛发展,房地产开发,-1.4822545
288,2025-01-27,SZ.ZB_002726,龙大美食,食品饮料,-1.4827751
289,2025-01-24,SH.KC_301509,金凯生科,生物制品,-1.483044
290,2025-01-27,SH.ZB_605008,长鸿高科,塑料制品,-1.4832795
291,2025-01-24,SH.ZB_600072,中船科技,风电设备,-1.4843717
292,2025-01-24,SH.KC_300957,贝泰妮,美容护理,-1.4845842
293,2025-01-24,SH.ZB_600426,华鲁恒升,化学原料,-1.486549
294,2025-01-27,SH.ZB_603288,海天味业,食品饮料,-1.4867209
295,2025-01-24,SH.ZB_600135,乐凯胶片,塑料制品,-1.4867499
296,2025-01-24,SZ.ZB_000566,海南海药,化学制药,-1.4868397
297,2025-01-24,SZ.ZB_002382,蓝帆医疗,医疗器械,-1.4873447
298,2025-01-24,SH.ZB_601568,北元集团,化学原料,-1.4888458
299,2025-01-24,SH.KC_300847,中船汉光,消费电子,-1.4888676
300,2025-01-27,SH.KC_688151,华强科技,专用设备,-1.4897208
301,2025-01-24,SH.ZB_600966,博汇纸业,造纸印刷,-1.4899617
302,2025-01-24,SH.KC_301116,益客食品,食品饮料,-1.4910723
303,2025-01-27,SH.KC_300583,赛托生物,化学制药,-1.4922833
304,2025-01-27,SZ.ZB_002091,江苏国泰,贸易行业,-1.4932393
305,2025-01-24,SH.KC_300147,香雪制药,中药,-1.4933925
306,2025-01-24,SH.ZB_600195,中牧股份,农药兽药,-1.4947886
307,2025-01-27,SZ.ZB_002567,唐人神,农牧饲渔,-1.4958298
308,2025-01-24,SZ.ZB_000507,珠海港,航运港口,-1.4987764
309,2025-01-27,SH.KC_301216,万凯新材,化学制品,-1.4988052
310,2025-01-24,SH.ZB_600322,津投城开,房地产开发,-1.4993074
311,2025-01-24,SH.ZB_600189,泉阳泉,食品饮料,-1.5014174
312,2025-01-24,SH.KC_688151,华强科技,专用设备,-1.5032182
313,2025-01-27,SZ.ZB_000501,武商集团,商业百货,-1.503267
314,2025-01-24,SZ.ZB_002728,特一药业,中药,-1.5036168
315,2025-01-24,SH.ZB_600828,茂业商业,商业百货,-1.5037241
316,2025-01-27,SH.KC_300827,上能电气,光伏设备,-1.5039256
317,2025-01-24,SH.ZB_603678,火炬电子,电子元件,-1.5048677
318,2025-01-24,SH.ZB_600004,白云机场,航空机场,-1.5049579
319,2025-01-27,SH.ZB_601568,北元集团,化学原料,-1.5054805
320,2025-01-27,SH.ZB_600166,福田汽车,汽车整车,-1.5055989
321,2025-01-24,SZ.ZB_002162,悦心健康,装修建材,-1.5060205
322,2025-01-24,SH.ZB_600938,中国海油,石油行业,-1.5060799
323,2025-01-24,SH.KC_688576,西山科技,医疗器械,-1.5070791
324,2025-01-24,SZ.ZB_002007,华兰生物,生物制品,-1.5087574
325,2025-01-27,SZ.ZB_000998,隆平高科,农牧饲渔,-1.5092148
326,2025-01-24,SH.KC_300997,欢乐家,食品饮料,-1.5093538
327,2025-01-27,SH.ZB_600251,冠农股份,农牧饲渔,-1.5093644
328,2025-01-24,SZ.ZB_000597,东北制药,化学制药,-1.5096506
329,2025-01-24,SH.ZB_605089,味知香,食品饮料,-1.5099577
330,2025-01-27,SH.ZB_603066,音飞储存,物流行业,-1.5101038
331,2025-01-27,SH.ZB_600261,阳光照明,家电行业,-1.5101389
332,2025-01-24,SH.ZB_600053,九鼎投资,多元金融,-1.5107865
333,2025-01-27,SH.ZB_603839,安正时尚,纺织服装,-1.5113486
334,2025-01-24,SZ.ZB_002203,海亮股份,有色金属,-1.5118526
335,2025-01-24,SH.KC_300763,锦浪科技,光伏设备,-1.5121088
336,2025-01-24,SH.KC_300197,节能铁汉,环保行业,-1.5128485
337,2025-01-24,SH.KC_300529,健帆生物,医疗器械,-1.5143045
338,2025-01-27,SH.ZB_600185,格力地产,房地产开发,-1.5144609
339,2025-01-27,SH.KC_300396,迪瑞医疗,医疗器械,-1.5147853
340,2025-01-24,SH.ZB_605008,长鸿高科,塑料制品,-1.5152359
341,2025-01-27,SZ.ZB_002100,天康生物,农牧饲渔,-1.5152452
342,2025-01-27,SH.KC_688566,吉贝尔,化学制药,-1.5152845
343,2025-01-27,SZ.ZB_002022,科华生物,医疗器械,-1.5155671
344,2025-01-24,SH.ZB_603876,鼎胜新材,有色金属,-1.5160127
345,2025-01-27,SH.ZB_600828,茂业商业,商业百货,-1.5162597
346,2025-01-24,SZ.ZB_002641,公元股份,装修建材,-1.516289
347,2025-01-24,SH.ZB_600284,浦东建设,工程建设,-1.5165769
348,2025-01-24,SH.ZB_600678,四川金顶,水泥建材,-1.5177168
349,2025-01-27,SZ.ZB_002959,小熊电器,家电行业,-1.5178666
350,2025-01-24,SZ.ZB_002055,得润电子,消费电子,-1.5183004
351,2025-01-27,SZ.ZB_002732,燕塘乳业,食品饮料,-1.5184808
352,2025-01-27,SZ.ZB_000789,万年青,水泥建材,-1.5188994
353,2025-01-24,SZ.ZB_002626,金达威,食品饮料,-1.5203516
354,2025-01-24,SH.ZB_603977,国泰集团,化学制品,-1.5210174
355,2025-01-24,SH.ZB_600516,方大炭素,非金属材料,-1.5212946
356,2025-01-24,SH.ZB_600881,亚泰集团,水泥建材,-1.5222892
357,2025-01-27,SZ.ZB_002507,涪陵榨菜,食品饮料,-1.5233566
358,2025-01-24,SH.ZB_601368,绿城水务,公用事业,-1.5234113
359,2025-01-24,SZ.ZB_000088,盐 田 港,航运港口,-1.5235904
360,2025-01-24,SZ.ZB_000544,中原环保,公用事业,-1.5237608
361,2025-01-27,SZ.ZB_002737,葵花药业,中药,-1.5241467
362,2025-01-24,SH.KC_300741,华宝股份,食品饮料,-1.5247419
363,2025-01-24,SZ.ZB_000008,神州高铁,交运设备,-1.5248572
364,2025-01-27,SZ.ZB_000983,山西焦煤,煤炭行业,-1.524985
365,2025-01-24,SH.KC_301571,国科天成,电子元件,-1.5250702
366,2025-01-24,SH.ZB_600483,福能股份,电力行业,-1.5251446
367,2025-01-24,SZ.ZB_000333,美的集团,家电行业,-1.5251992
368,2025-01-24,SH.KC_300892,品渥食品,食品饮料,-1.5254729
369,2025-01-24,SH.ZB_603939,益丰药房,医药商业,-1.5256015
370,2025-01-27,SH.ZB_601808,中海油服,采掘行业,-1.5259186
371,2025-01-24,SH.ZB_600843,上工申贝,专用设备,-1.5264703
372,2025-01-24,SH.ZB_600246,万通发展,房地产开发,-1.5267605
373,2025-01-24,SH.KC_300080,易成新能,通用设备,-1.5274398
