,Datetime,code,name,bankuai,pessimistic,optimistic
0,2025-01-27,SH.ZB_600753,庚星股份,贸易行业,0.07346384,1.8922284
1,2025-01-27,SH.ZB_600130,波导股份,消费电子,-0.34115016,11.036839
2,2025-01-27,SZ.ZB_000595,宝塔实业,通用设备,-0.60106444,2.6872098
3,2025-01-27,SH.ZB_603789,星光农机,专用设备,-0.69353896,7.0636363
4,2025-01-27,SZ.ZB_000820,神雾节能,环保行业,-0.70301425,2.9201283
5,2025-01-27,SZ.ZB_002848,高斯贝尔,家电行业,-0.7062856,9.268739
6,2025-01-27,SZ.ZB_002306,中科云网,旅游酒店,-0.85309035,9.336718
7,2025-01-27,SZ.ZB_000639,西王食品,食品饮料,-0.8726511,2.4408832
8,2025-01-27,SZ.ZB_002496,辉丰股份,农药兽药,-0.8789636,13.258801
9,2025-01-27,SH.ZB_600696,岩石股份,酿酒行业,-0.9279329,3.5115287
10,2025-01-27,SZ.ZB_002789,建艺集团,装修装饰,-0.9431087,10.346
11,2025-01-27,SH.KC_301288,清研环境,环保行业,-0.97926784,5.598843
12,2025-01-27,SH.ZB_603813,原尚股份,物流行业,-1.052879,3.720647
13,2025-01-27,SZ.ZB_002199,东晶电子,电子元件,-1.103285,9.4957695
14,2025-01-27,SH.ZB_600238,海南椰岛,酿酒行业,-1.1051472,9.680219
15,2025-01-27,SH.KC_300159,新研股份,航天航空,-1.1373076,11.6572695
16,2025-01-27,SH.KC_300902,国安达,专用设备,-1.1476715,11.910687
17,2025-01-27,SH.ZB_600243,青海华鼎,通用设备,-1.2332761,11.247574
18,2025-01-27,SH.ZB_600193,创兴资源,装修装饰,-1.3115778,3.671083
19,2025-01-27,SH.ZB_600246,万通发展,房地产开发,-1.3526946,3.034991
20,2025-01-27,SZ.ZB_002305,南国置业,房地产开发,-1.3691244,2.3833587
21,2025-01-27,SZ.ZB_000004,国华网安,软件开发,-1.3899416,9.879027
22,2025-01-27,SH.KC_300110,华仁药业,化学制药,-1.3917103,2.286619
23,2025-01-27,SZ.ZB_001270,铖昌科技,半导体,-1.401142,12.4008255
24,2025-01-27,SZ.ZB_002058,威尔泰,电网设备,-1.4218316,7.3792515
25,2025-01-27,SZ.ZB_002253,川大智胜,软件开发,-1.4918424,11.055295
26,2025-01-27,SZ.ZB_003032,传智教育,教育,-1.5178945,2.2629948
27,2025-01-27,SH.ZB_605081,太和水,环保行业,-1.5260293,5.933027
28,2025-01-27,SH.ZB_600315,上海家化,美容护理,-1.5302732,1.2511373
29,2025-01-27,SZ.ZB_000903,云内动力,汽车零部件,-1.5428563,4.358906
30,2025-01-27,SH.KC_301502,华阳智能,电机,-1.5682356,5.0718875
31,2025-01-27,SH.ZB_600811,东方集团,农牧饲渔,-1.6120539,7.474159
32,2025-01-27,SH.ZB_603177,德创环保,环保行业,-1.6212258,8.517337
33,2025-01-27,SZ.ZB_002519,银河电子,通信设备,-1.6222358,1.7847643
34,2025-01-27,SH.KC_688053,思科瑞,电子元件,-1.624532,8.148663
35,2025-01-27,SZ.ZB_000736,中交地产,房地产开发,-1.6365621,8.562012
36,2025-01-27,SH.ZB_600355,精伦电子,通信设备,-1.6569446,7.587813
37,2025-01-27,SH.ZB_600421,华嵘控股,通用设备,-1.7126368,9.860836
38,2025-01-27,SH.KC_300391,长药控股,中药,-1.7195195,7.5725737
39,2025-01-27,SZ.ZB_002693,双成药业,生物制品,-1.7388921,7.347654
40,2025-01-27,SH.ZB_600655,豫园股份,珠宝首饰,-1.7523494,1.4445484
41,2025-01-27,SH.KC_301030,仕净科技,专用设备,-1.7615209,7.962817
42,2025-01-27,SH.KC_300569,天能重工,风电设备,-1.817804,2.1019504
43,2025-01-27,SH.ZB_600228,返利科技,互联网服务,-1.8195338,10.541274
44,2025-01-27,SZ.ZB_002529,海源复材,专用设备,-1.8542181,11.70613
