,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
241,2025-01-24,计算机设备,1158.09,1190.98,1193.08,1158.09,2.61,30.28,8529929,19139443567.0,3.01,2.28
240,2025-01-23,计算机设备,1179.51,1160.7,1197.99,1160.7,-0.41,-4.74,9470964,21891820551.0,3.2,2.53
239,2025-01-22,计算机设备,1174.51,1165.44,1178.95,1162.32,-1.21,-14.27,7786187,19942098391.0,1.41,2.08
238,2025-01-21,计算机设备,1182.93,1179.71,1185.81,1160.57,0.14,1.62,7735577,17967074774.0,2.14,2.07
237,2025-01-20,计算机设备,1182.07,1178.09,1187.36,1170.38,0.67,7.79,8189108,15528270242.0,1.45,2.19
236,2025-01-17,计算机设备,1170.73,1170.3,1181.63,1161.94,-0.59,-6.97,8099269,16094917418.0,1.67,2.16
235,2025-01-16,计算机设备,1162.75,1177.27,1185.97,1160.41,1.67,19.31,10441647,20707471127.0,2.21,2.79
234,2025-01-15,计算机设备,1167.36,1157.96,1174.58,1154.1,-0.77,-9.03,9892452,20845787558.0,1.75,2.64
233,2025-01-14,计算机设备,1110.33,1166.99,1166.99,1108.96,6.02,66.23,10774782,23432725562.0,5.27,2.88
232,2025-01-13,计算机设备,1081.17,1100.76,1107.93,1063.29,0.14,1.55,7056129,13541081032.0,4.06,1.88
231,2025-01-10,计算机设备,1137.18,1099.21,1146.46,1099.21,-3.82,-43.63,8695507,19788417066.0,4.13,2.32
230,2025-01-09,计算机设备,1128.32,1142.84,1156.11,1127.56,0.89,10.12,8997080,19182692221.0,2.52,2.4
229,2025-01-08,计算机设备,1124.17,1132.72,1140.56,1093.01,0.98,11.02,10589641,20341423705.0,4.24,2.83
228,2025-01-07,计算机设备,1083.78,1121.7,1121.7,1083.78,4.95,52.9,8362698,18892474420.0,3.55,2.23
227,2025-01-06,计算机设备,1079.02,1068.8,1088.76,1057.68,-1.07,-11.53,7845004,15299260121.0,2.88,2.09
