,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,铁路公路,600350,山东高速,10.09,2.64,0.26,96140,96538304.0,3.66,10.14,9.78,9.83,9.83,0.2,14.6,1.68
1,铁路公路,600035,楚天高速,4.4,2.33,0.1,157444,69082999.0,3.02,4.43,4.3,4.31,4.3,0.98,8.01,0.83
2,铁路公路,000429,粤高速Ａ,12.98,2.12,0.27,121918,158275824.83,4.01,13.22,12.71,12.78,12.71,0.94,17.37,2.59
3,铁路公路,002357,富临运业,7.32,2.09,0.15,71063,52277473.96,2.23,7.44,7.28,7.28,7.17,2.27,19.15,1.51
4,铁路公路,600012,皖通高速,16.04,1.91,0.3,85052,136233875.0,3.56,16.23,15.67,15.73,15.74,0.73,16.34,2.07
5,铁路公路,600269,赣粤高速,5.35,1.9,0.1,175904,94127937.0,2.67,5.39,5.25,5.28,5.25,0.75,9.78,0.67
6,铁路公路,001965,招商公路,12.85,1.9,0.24,215962,278024117.7,3.09,13.0,12.61,12.67,12.61,0.32,15.8,1.36
7,铁路公路,601518,吉林高速,2.72,1.49,0.04,209154,57021062.0,2.61,2.75,2.68,2.68,2.68,1.11,9.9,0.98
8,铁路公路,000900,现代投资,4.22,1.44,0.06,133791,56632731.88,2.64,4.27,4.16,4.17,4.16,0.88,11.83,0.58
9,铁路公路,600377,宁沪高速,14.69,1.38,0.2,70398,103619510.0,2.35,14.85,14.51,14.57,14.49,0.19,13.47,2.01
10,铁路公路,000755,山西高速,4.77,1.06,0.05,102975,49385376.0,2.33,4.83,4.72,4.74,4.72,0.7,13.74,1.33
11,铁路公路,601107,四川成渝,4.95,1.02,0.05,104735,52162516.0,2.24,5.02,4.91,4.91,4.9,0.48,10.11,0.94
12,铁路公路,600020,中原高速,4.11,0.98,0.04,149467,61754093.0,2.46,4.16,4.06,4.08,4.07,0.67,8.42,0.81
13,铁路公路,000548,湖南投资,5.25,0.96,0.05,80401,42481136.28,2.5,5.35,5.22,5.24,5.2,1.61,21.41,1.28
14,铁路公路,600834,申通地铁,7.9,0.89,0.07,48421,38630833.0,2.68,8.06,7.85,7.85,7.83,1.01,54.82,2.22
15,铁路公路,601188,龙江交通,3.4,0.89,0.03,190435,65111085.0,2.08,3.45,3.38,3.38,3.37,1.45,22.5,0.98
16,铁路公路,600033,福建高速,3.86,0.78,0.03,270345,105246722.0,3.39,3.94,3.81,3.83,3.83,0.99,10.02,0.9
17,铁路公路,600561,江西长运,5.54,0.54,0.03,54118,30376384.0,3.63,5.7,5.5,5.57,5.51,1.9,495.26,1.73
18,铁路公路,200429,粤高速Ｂ,8.07,0.37,0.03,5731,4615332.34,1.12,8.09,8.0,8.06,8.04,0.16,9.74,1.45
19,铁路公路,601816,京沪高铁,5.7,0.0,0.0,979024,561251881.0,1.4,5.78,5.7,5.72,5.7,0.2,20.96,1.4
20,铁路公路,600368,五洲交通,4.34,0.0,0.0,276076,120683322.0,1.84,4.41,4.33,4.34,4.34,1.72,9.25,1.04
21,铁路公路,600106,重庆路桥,5.45,0.0,0.0,232434,128503125.0,3.3,5.62,5.44,5.46,5.45,1.75,43.07,1.48
22,铁路公路,000828,东莞控股,10.07,-0.4,-0.04,52589,53437061.07,1.88,10.26,10.07,10.18,10.11,0.51,10.8,1.09
23,铁路公路,900903,大众Ｂ股,0.225,-0.44,-0.001,8896,199421.0,1.33,0.226,0.223,0.225,0.226,0.11,12.51,0.39
24,铁路公路,600548,深高速,12.26,-0.89,-0.11,94433,114494990.0,6.47,12.46,11.66,11.9,12.37,0.66,14.59,1.47
25,铁路公路,603069,海汽集团,17.57,-1.07,-0.19,43671,77502159.0,2.87,18.0,17.49,17.68,17.76,1.38,-695.55,6.16
26,铁路公路,600650,锦江在线,13.87,-1.42,-0.2,75419,105892613.0,3.13,14.27,13.83,14.1,14.07,1.93,35.05,1.9
27,铁路公路,600611,大众交通,6.11,-3.48,-0.22,494489,307491657.0,4.58,6.4,6.11,6.35,6.33,3.16,48.47,1.5
