,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,光学光电子,003015,日久光电,15.48,10.02,1.41,593292,883793679.57,11.94,15.48,13.8,14.19,14.07,23.9,57.93,4.53
1,光学光电子,300808,久量股份,26.23,7.68,1.87,43407,111213455.71,8.99,26.69,24.5,24.5,24.36,4.13,-200.85,4.16
2,光学光电子,300889,爱克股份,14.41,3.89,0.54,49649,71010089.96,4.69,14.45,13.8,13.89,13.87,5.08,-23.85,1.47
3,光学光电子,002992,宝明科技,58.48,3.45,1.95,25727,149334926.0,6.3,59.65,56.09,56.6,56.53,1.64,-108.7,14.45
4,光学光电子,002808,ST恒久,2.54,3.25,0.08,125740,32158839.37,6.91,2.58,2.41,2.41,2.46,6.75,-30.04,2.13
5,光学光电子,002217,*ST合泰,2.02,2.54,0.05,350716,71455694.28,2.54,2.06,2.01,2.02,1.97,0.62,-9.22,2.58
6,光学光电子,605218,伟时电子,23.03,1.36,0.31,63683,147453875.0,6.21,23.8,22.39,22.84,22.72,2.99,117.15,3.84
7,光学光电子,002289,ST宇顺,3.82,1.33,0.05,18234,6918028.0,2.92,3.87,3.76,3.85,3.77,0.7,-51.63,4.61
8,光学光电子,002952,亚世光电,20.94,1.26,0.26,64100,134387853.0,4.59,21.48,20.53,20.79,20.68,4.85,152.51,3.97
9,光学光电子,603685,晨丰科技,12.25,1.07,0.13,17568,21634436.0,4.62,12.56,12.0,12.16,12.12,1.04,111.08,1.84
10,光学光电子,300301,*ST长方,1.85,0.54,0.01,65585,12130309.0,2.17,1.87,1.83,1.85,1.84,0.83,-30.75,28.48
11,光学光电子,301106,骏成科技,29.0,0.38,0.11,9283,26937299.2,2.25,29.35,28.7,28.99,28.89,3.18,28.29,2.45
12,光学光电子,000509,华塑控股,3.11,0.32,0.01,122981,38631184.0,5.48,3.24,3.07,3.15,3.1,1.15,-202.98,24.59
13,光学光电子,603773,沃格光电,25.03,0.24,0.06,64035,159470680.0,5.77,25.66,24.22,24.9,24.97,3.14,-84.75,4.22
14,光学光电子,000020,深华发Ａ,12.73,0.24,0.03,35355,45568317.0,2.52,13.05,12.73,12.81,12.7,1.95,189.81,9.46
15,光学光电子,301321,翰博高新,14.01,0.07,0.01,31078,44059918.19,4.71,14.58,13.92,14.07,14.0,2.11,-19.77,2.31
16,光学光电子,300489,光智科技,49.99,0.0,0.0,46448,235578689.0,3.98,51.92,49.93,51.0,49.99,3.39,-203.98,11.75
17,光学光电子,002955,鸿合科技,23.64,0.0,0.0,28773,68829718.1,2.66,24.23,23.6,23.63,23.64,1.54,17.1,1.58
18,光学光电子,002638,勤上股份,2.1,0.0,0.0,311720,67140541.5,5.71,2.21,2.09,2.09,2.1,2.31,-54.29,1.23
19,光学光电子,300120,经纬辉开,8.87,-0.11,-0.01,202707,182010179.38,3.83,9.16,8.82,9.11,8.88,3.82,58.17,1.69
20,光学光电子,301045,天禄科技,23.25,-0.34,-0.08,20279,47334576.0,3.34,23.77,22.99,23.45,23.33,2.99,96.34,2.59
21,光学光电子,688538,和辉光电-U,2.23,-0.45,-0.01,452752,101796454.0,3.13,2.29,2.22,2.25,2.24,0.79,-12.27,3.07
22,光学光电子,000725,京东方Ａ,4.46,-0.45,-0.02,2905405,1302954769.58,1.12,4.51,4.46,4.5,4.48,0.79,38.05,1.29
