,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,酿酒行业,603779,威龙股份,7.78,1.7,0.13,425914,335178233.0,3.92,8.04,7.74,7.88,7.65,12.83,448.79,4.58
1,酿酒行业,600132,重庆啤酒,55.24,1.53,0.83,52531,288864141.0,1.82,55.44,54.45,54.47,54.41,1.09,15.05,18.96
2,酿酒行业,600084,中信尼雅,5.01,1.01,0.05,34901,17643437.0,3.43,5.15,4.98,5.02,4.96,0.31,10370.77,4.41
3,酿酒行业,603198,迎驾贡酒,55.76,0.9,0.5,37242,207809364.0,2.44,56.35,55.0,55.27,55.26,0.47,16.68,4.82
4,酿酒行业,000929,兰州黄河,6.11,0.83,0.05,57975,35907610.0,3.63,6.3,6.08,6.14,6.06,3.12,-22.01,2.07
5,酿酒行业,600573,惠泉啤酒,10.63,0.66,0.07,26958,28816480.0,2.18,10.8,10.57,10.57,10.56,1.08,25.02,2.02
6,酿酒行业,000568,泸州老窖,115.55,0.59,0.68,75075,866950003.71,1.39,116.15,114.55,114.88,114.87,0.51,11.0,3.92
7,酿酒行业,601579,会稽山,10.26,0.59,0.06,44740,46334923.0,2.06,10.46,10.25,10.28,10.2,0.93,32.76,1.36
8,酿酒行业,002304,洋河股份,78.4,0.37,0.29,44568,347921389.0,1.1,78.42,77.56,78.4,78.11,0.3,10.33,2.36
9,酿酒行业,000869,张  裕Ａ,21.58,0.28,0.06,13279,28820983.98,1.72,21.89,21.52,21.57,21.52,0.29,48.55,1.37
10,酿酒行业,000752,ST西发,8.16,0.25,0.02,30428,24912450.0,3.32,8.4,8.13,8.14,8.14,1.15,67.28,15.87
11,酿酒行业,200869,张  裕Ｂ,8.36,0.12,0.01,1416,1182699.6,1.32,8.39,8.28,8.3,8.35,0.07,16.96,0.48
12,酿酒行业,200596,古井贡Ｂ,112.8,0.12,0.13,586,6601729.72,0.3,113.0,112.66,113.0,112.67,0.05,8.5,2.3
13,酿酒行业,002461,珠江啤酒,9.13,0.11,0.01,64442,59234762.0,1.75,9.28,9.12,9.14,9.12,0.29,18.79,1.92
14,酿酒行业,000860,顺鑫农业,17.12,-0.06,-0.01,75990,130760324.38,1.93,17.37,17.04,17.13,17.13,1.02,24.93,1.77
15,酿酒行业,600519,贵州茅台,1434.99,-0.07,-1.01,29356,4213534543.0,1.18,1443.97,1427.02,1437.0,1436.0,0.23,22.23,8.68
16,酿酒行业,603919,金徽酒,18.83,-0.21,-0.04,20187,38211510.0,2.01,19.13,18.75,18.88,18.87,0.4,21.51,2.92
17,酿酒行业,600059,古越龙山,8.31,-0.24,-0.02,72286,60502999.0,1.44,8.43,8.31,8.34,8.33,0.79,42.19,1.3
18,酿酒行业,002646,天佑德酒,9.35,-0.32,-0.03,44654,42179745.56,2.67,9.55,9.3,9.39,9.38,0.94,58.84,1.59
19,酿酒行业,000596,古井贡酒,166.08,-0.38,-0.63,14830,247005015.93,1.53,168.12,165.57,166.72,166.71,0.36,13.87,3.76
20,酿酒行业,000858,五 粮 液,127.2,-0.41,-0.52,126535,1616070922.73,1.14,128.55,127.1,128.0,127.72,0.33,14.85,3.91
21,酿酒行业,600779,水井坊,46.32,-0.41,-0.19,32614,152571716.0,2.49,47.46,46.3,46.61,46.51,0.67,15.05,4.54
22,酿酒行业,600600,青岛啤酒,69.52,-0.47,-0.33,26416,184302580.0,1.0,70.2,69.5,69.85,69.85,0.37,14.25,3.18
23,酿酒行业,600616,金枫酒业,5.21,-0.57,-0.03,62159,32833691.0,2.86,5.36,5.21,5.26,5.24,0.93,-88.14,1.81
24,酿酒行业,603369,今世缘,43.48,-0.66,-0.29,37745,165274509.0,1.76,44.25,43.48,43.77,43.77,0.3,13.18,3.58
25,酿酒行业,600197,伊力特,15.8,-0.69,-0.11,27391,43597438.0,1.82,16.09,15.8,15.97,15.91,0.58,23.2,1.94
26,酿酒行业,600365,ST通葡,2.59,-0.77,-0.02,29876,7758049.0,2.3,2.63,2.57,2.6,2.61,0.71,-26.26,3.63
27,酿酒行业,600559,老白干酒,18.78,-1.0,-0.19,93241,176312306.0,1.95,19.15,18.78,19.0,18.97,1.03,23.17,3.39
28,酿酒行业,600809,山西汾酒,172.0,-1.01,-1.76,43271,747304148.0,1.97,174.83,171.4,173.8,173.76,0.35,13.87,6.8
