,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
241,2025-01-24,游戏,1045.97,1075.39,1076.47,1042.83,2.42,25.36,11716569,9984366448.0,3.2,3.41
240,2025-01-23,游戏,1058.95,1050.03,1078.38,1050.03,0.31,3.29,10798464,9209718684.0,2.71,3.14
239,2025-01-22,游戏,1059.46,1046.74,1059.58,1041.52,-2.39,-25.66,9879018,7791402553.0,1.68,2.87
238,2025-01-21,游戏,1056.13,1072.4,1074.48,1051.0,2.04,21.43,12828072,10021601860.0,2.23,3.73
237,2025-01-20,游戏,1056.24,1050.97,1061.54,1040.98,-0.49,-5.13,10643774,8528822562.0,1.95,3.09
236,2025-01-17,游戏,1050.15,1056.1,1064.44,1041.56,-0.2,-2.14,10200215,8267072951.0,2.16,2.97
235,2025-01-16,游戏,1062.06,1058.24,1090.21,1048.89,-0.05,-0.55,13252739,11088117361.0,3.9,3.85
234,2025-01-15,游戏,1049.97,1058.79,1070.76,1045.96,1.42,14.79,14853333,11874565330.0,2.38,4.32
233,2025-01-14,游戏,1000.65,1044.0,1044.0,994.92,5.22,51.77,12819357,9985297607.0,4.95,3.73
232,2025-01-13,游戏,972.34,992.23,998.14,962.85,0.08,0.8,7936524,5675514136.0,3.56,2.31
231,2025-01-10,游戏,1014.61,991.43,1036.05,991.43,-2.44,-24.84,11289753,7898931025.0,4.39,3.28
230,2025-01-09,游戏,1003.24,1016.27,1024.1,1001.67,0.87,8.76,10257127,7428456692.0,2.23,2.98
229,2025-01-08,游戏,1006.45,1007.51,1014.31,976.84,-0.35,-3.54,9872356,7520408230.0,3.71,2.87
228,2025-01-07,游戏,988.19,1011.05,1012.04,986.16,2.29,22.63,8604576,6440961915.0,2.62,2.5
227,2025-01-06,游戏,993.38,988.42,1006.22,974.83,-0.77,-7.67,8426988,6505737134.0,3.15,2.45
226,2025-01-03,游戏,1050.89,996.09,1054.37,994.03,-4.65,-48.63,11148243,8445463918.0,5.78,3.24
225,2025-01-02,游戏,1069.13,1044.72,1078.51,1033.2,-2.15,-22.93,10913977,9300954010.0,4.24,3.17
224,2024-12-31,游戏,1110.82,1067.65,1113.45,1067.65,-3.69,-40.86,10819459,9265147119.0,4.13,3.15
223,2024-12-30,游戏,1107.41,1108.51,1111.26,1083.62,-0.33,-3.66,10338769,8839888453.0,2.49,3.01
222,2024-12-27,游戏,1104.48,1112.17,1133.56,1094.43,0.4,4.44,11388306,9920933360.0,3.53,3.31
221,2024-12-26,游戏,1104.48,1107.73,1122.06,1104.48,0.08,0.94,9948263,8177167507.0,1.59,2.89
220,2024-12-25,游戏,1127.54,1106.79,1127.54,1085.56,-2.25,-25.51,11890853,9844993494.0,3.71,3.46
219,2024-12-24,游戏,1131.34,1132.3,1139.36,1116.12,-0.01,-0.09,13092995,11180218996.0,2.05,3.81
218,2024-12-23,游戏,1208.8,1132.39,1208.8,1129.8,-6.85,-83.32,18103636,15896469928.0,6.5,5.26
217,2024-12-20,游戏,1214.94,1215.71,1233.83,1212.19,-0.27,-3.29,16055844,14217058765.0,1.78,4.67
