,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
241,2025-01-24,采掘行业,1062.85,1075.83,1078.28,1057.53,1.22,12.97,3274005,2025544288.0,1.95,0.75
240,2025-01-23,采掘行业,1074.69,1062.86,1085.55,1062.86,-0.24,-2.61,3351741,2193773189.0,2.13,0.77
239,2025-01-22,采掘行业,1078.42,1065.47,1078.42,1062.27,-1.52,-16.45,3164312,2074962493.0,1.49,0.73
238,2025-01-21,采掘行业,1098.27,1081.92,1099.89,1073.48,-1.3,-14.26,4143454,2863275350.0,2.41,0.95
237,2025-01-20,采掘行业,1100.25,1096.18,1106.1,1092.2,0.03,0.29,4541518,2806985407.0,1.27,1.04
236,2025-01-17,采掘行业,1094.03,1095.89,1101.46,1080.35,-0.09,-1.04,4408538,2710008186.0,1.92,1.01
235,2025-01-16,采掘行业,1087.82,1096.93,1113.9,1087.82,2.09,22.44,5331298,3222704626.0,2.43,1.23
234,2025-01-15,采掘行业,1086.82,1074.49,1086.82,1070.29,-1.4,-15.24,3974541,2548044690.0,1.52,0.91
233,2025-01-14,采掘行业,1048.62,1089.73,1089.73,1046.29,3.3,34.84,5200607,3496536818.0,4.12,1.2
232,2025-01-13,采掘行业,1037.5,1054.89,1061.03,1037.5,3.29,33.64,4763793,3266032452.0,2.3,1.1
231,2025-01-10,采掘行业,1037.27,1021.25,1047.47,1020.39,-1.49,-15.4,3326233,1989190073.0,2.61,0.76
230,2025-01-09,采掘行业,1043.85,1036.65,1046.19,1033.5,-0.98,-10.29,3327371,1985488732.0,1.21,0.76
229,2025-01-08,采掘行业,1045.27,1046.94,1049.86,1019.96,0.11,1.15,4191001,2511332603.0,2.86,0.96
228,2025-01-07,采掘行业,1024.24,1045.79,1046.48,1023.57,2.16,22.11,3409526,2269102248.0,2.24,0.78
227,2025-01-06,采掘行业,1030.56,1023.68,1036.3,1004.98,-0.44,-4.48,3824036,2430317628.0,3.05,0.88
226,2025-01-03,采掘行业,1048.49,1028.16,1058.49,1025.76,-1.71,-17.85,4769206,2945164674.0,3.13,1.1
225,2025-01-02,采掘行业,1061.66,1046.01,1074.96,1040.26,-1.71,-18.17,4799128,2692927548.0,3.26,1.1
224,2024-12-31,采掘行业,1078.59,1064.18,1085.78,1057.75,-0.68,-7.31,4234833,2393175168.0,2.62,0.97
223,2024-12-30,采掘行业,1082.75,1071.49,1084.52,1067.87,-1.22,-13.27,3385565,1982742304.0,1.53,0.78
222,2024-12-27,采掘行业,1073.33,1084.76,1090.05,1070.58,1.16,12.44,3367779,1885567392.0,1.82,0.77
221,2024-12-26,采掘行业,1073.3,1072.32,1083.75,1070.22,-0.12,-1.28,3045175,1750641586.0,1.26,0.7
220,2024-12-25,采掘行业,1091.54,1073.6,1092.27,1063.39,-1.43,-15.54,3811554,2083383656.0,2.65,0.88
219,2024-12-24,采掘行业,1084.27,1089.14,1092.29,1075.47,-0.12,-1.3,4568238,2454082503.0,1.54,1.05
218,2024-12-23,采掘行业,1126.36,1090.44,1128.06,1090.44,-3.38,-38.16,5363131,3017303567.0,3.33,1.23
217,2024-12-20,采掘行业,1122.99,1128.6,1136.75,1122.99,0.25,2.87,3240073,2140552757.0,1.22,0.74
216,2024-12-19,采掘行业,1131.21,1125.73,1133.48,1108.24,-0.88,-9.99,3421123,2459301816.0,2.22,0.79
215,2024-12-18,采掘行业,1135.74,1135.72,1146.95,1129.69,0.32,3.61,3812210,2227897376.0,1.52,0.88
214,2024-12-17,采掘行业,1163.49,1132.11,1164.93,1129.96,-2.4,-27.85,4133354,2459429421.0,3.01,0.95
213,2024-12-16,采掘行业,1162.48,1159.96,1174.52,1154.65,-0.09,-0.99,4157639,2382194867.0,1.71,0.96
212,2024-12-13,采掘行业,1187.81,1160.95,1188.54,1159.63,-2.6,-30.97,5162250,3181142986.0,2.43,1.19
211,2024-12-12,采掘行业,1191.85,1191.92,1197.22,1181.7,0.08,0.9,4533315,2706446834.0,1.3,1.04
210,2024-12-11,采掘行业,1171.97,1191.02,1191.02,1169.69,1.04,12.22,5163748,3035711787.0,1.81,1.19
209,2024-12-10,采掘行业,1207.91,1178.8,1209.68,1176.79,0.13,1.48,7401431,4257672440.0,2.79,1.7
208,2024-12-09,采掘行业,1169.69,1177.32,1192.81,1169.32,0.32,3.74,6509086,3510218978.0,2.0,1.5
207,2024-12-06,采掘行业,1153.77,1173.58,1177.91,1148.73,1.74,20.03,6704075,3586715031.0,2.53,1.54
206,2024-12-05,采掘行业,1148.87,1153.55,1158.56,1144.66,-0.51,-5.86,5589357,2891803055.0,1.2,1.28
205,2024-12-04,采掘行业,1152.06,1159.41,1174.79,1148.37,0.47,5.47,6815199,3723626049.0,2.29,1.57
204,2024-12-03,采掘行业,1144.03,1153.94,1153.94,1133.8,0.98,11.2,4210949,2512323304.0,1.76,0.97
203,2024-12-02,采掘行业,1119.41,1142.74,1144.26,1118.52,2.25,25.2,4638159,2699065712.0,2.3,1.07
202,2024-11-29,采掘行业,1109.12,1117.54,1126.14,1099.61,0.72,8.02,3648739,2269509030.0,2.39,0.84
201,2024-11-28,采掘行业,1107.48,1109.52,1119.32,1105.36,0.12,1.31,3605458,2040876737.0,1.26,0.83
200,2024-11-27,采掘行业,1105.58,1108.21,1108.54,1071.24,-0.04,-0.45,3702582,2203617964.0,3.36,0.85
199,2024-11-26,采掘行业,1122.11,1108.66,1125.34,1107.67,-1.43,-16.09,3627019,2122666187.0,1.57,0.83
198,2024-11-25,采掘行业,1103.45,1124.75,1127.68,1102.48,1.61,17.86,4842081,2876716397.0,2.28,1.11
197,2024-11-22,采掘行业,1151.03,1106.89,1158.11,1106.89,-3.75,-43.17,5103182,3172527259.0,4.45,1.17
196,2024-11-21,采掘行业,1158.85,1150.06,1163.58,1139.83,-0.91,-10.52,3988120,2689477406.0,2.05,0.92
195,2024-11-20,采掘行业,1133.08,1160.58,1160.92,1131.44,2.02,23.01,4779710,3178995210.0,2.59,1.1
194,2024-11-19,采掘行业,1129.87,1137.57,1137.57,1109.28,0.96,10.77,4734068,3438959830.0,2.51,1.09
193,2024-11-18,采掘行业,1145.25,1126.8,1155.12,1118.49,-1.3,-14.8,6628135,4426284916.0,3.21,1.52
192,2024-11-15,采掘行业,1145.34,1141.6,1173.21,1140.59,-0.66,-7.55,5146296,3744493643.0,2.84,1.18
191,2024-11-14,采掘行业,1172.52,1149.15,1179.05,1149.05,-2.59,-30.57,5060466,3732517286.0,2.54,1.16
190,2024-11-13,采掘行业,1156.34,1179.72,1181.85,1153.49,1.83,21.25,4765512,3801668343.0,2.45,1.1
189,2024-11-12,采掘行业,1165.39,1158.47,1171.16,1147.33,-0.62,-7.19,6199595,4299673776.0,2.04,1.43
188,2024-11-11,采掘行业,1155.32,1165.66,1166.16,1144.85,0.1,1.14,6116487,4189709005.0,1.83,1.41
187,2024-11-08,采掘行业,1182.15,1164.52,1191.36,1160.95,-1.31,-15.51,7757793,5034767001.0,2.58,1.78
186,2024-11-07,采掘行业,1172.85,1180.03,1188.86,1158.72,0.49,5.76,9002097,6143220615.0,2.57,2.07
185,2024-11-06,采掘行业,1135.21,1174.27,1179.95,1121.28,3.71,42.01,8610700,6144213977.0,5.18,1.98
