,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,玻璃玻纤,600176,中国巨石,11.3,3.76,0.41,368922,414372773.0,2.57,11.36,11.08,11.1,10.89,0.92,22.13,1.56
1,玻璃玻纤,603601,再升科技,3.35,3.4,0.11,219983,74547828.0,4.32,3.45,3.31,3.38,3.24,2.15,28.25,1.63
2,玻璃玻纤,600819,耀皮玻璃,5.47,1.3,0.07,89502,49450578.0,3.89,5.6,5.39,5.42,5.4,1.2,39.84,1.48
3,玻璃玻纤,601636,旗滨集团,5.71,1.24,0.07,189143,108176289.0,1.95,5.76,5.65,5.65,5.64,0.7,16.44,1.16
4,玻璃玻纤,300196,长海股份,10.48,0.87,0.09,35223,37097120.97,2.31,10.65,10.41,10.45,10.39,1.43,15.87,0.96
5,玻璃玻纤,000012,南  玻Ａ,4.98,0.61,0.03,120627,60318921.84,1.82,5.04,4.95,4.96,4.95,0.62,14.58,1.09
6,玻璃玻纤,200012,南  玻Ｂ,1.99,0.51,0.01,5246,1039483.33,1.52,1.99,1.96,1.98,1.98,0.05,5.26,0.39
7,玻璃玻纤,600660,福耀玻璃,59.59,0.34,0.2,102926,614882510.0,1.72,60.24,59.22,59.34,59.39,0.51,21.29,4.66
8,玻璃玻纤,900918,耀皮Ｂ股,0.36,0.0,0.0,1280,46244.0,0.83,0.363,0.36,0.362,0.36,0.07,18.38,0.68
9,玻璃玻纤,002613,北玻股份,3.89,0.0,0.0,129668,50931985.0,2.83,3.98,3.87,3.94,3.89,2.13,34.38,1.92
10,玻璃玻纤,600586,金晶科技,5.14,-0.19,-0.01,80864,41883003.0,2.14,5.25,5.14,5.16,5.15,0.57,18.55,1.2
11,玻璃玻纤,002201,正威新材,5.04,-0.4,-0.02,85519,43677550.8,3.95,5.19,4.99,5.07,5.06,1.32,91.32,2.99
12,玻璃玻纤,002163,海南发展,8.62,-0.58,-0.05,141277,123432546.32,2.88,8.87,8.62,8.8,8.67,1.76,-23.46,6.0
13,玻璃玻纤,600293,三峡新材,3.16,-0.63,-0.02,114189,36471353.0,2.52,3.24,3.16,3.2,3.18,0.98,195.44,2.12
14,玻璃玻纤,002080,中材科技,12.17,-0.65,-0.08,109173,133364145.76,1.8,12.35,12.13,12.21,12.25,0.65,25.18,1.12
15,玻璃玻纤,301526,国际复材,3.24,-0.92,-0.03,173126,56903883.0,3.67,3.36,3.24,3.29,3.27,1.23,-58.26,1.49
16,玻璃玻纤,301188,力诺药包,15.74,-1.01,-0.16,19311,30634263.24,2.89,16.14,15.68,15.95,15.9,0.83,38.94,2.52
17,玻璃玻纤,605006,山东玻纤,5.96,-1.32,-0.08,103282,62182453.0,3.15,6.14,5.95,6.05,6.04,1.72,-24.68,1.43
18,玻璃玻纤,603256,宏和科技,8.61,-1.71,-0.15,46805,40736235.0,2.97,8.83,8.57,8.72,8.76,0.53,735.21,5.27
19,玻璃玻纤,301051,信濠光电,26.51,-2.32,-0.63,8473,22728317.7,2.69,27.23,26.5,27.15,27.14,0.63,-16.25,1.81
20,玻璃玻纤,835438,戈碧迦,15.3,-2.73,-0.43,16486,25651897.4,4.07,15.94,15.3,15.85,15.73,2.08,27.63,2.32
21,玻璃玻纤,835179,凯德石英,26.8,-3.0,-0.83,12412,33857047.56,4.23,27.97,26.8,27.64,27.63,2.09,51.12,2.77
22,玻璃玻纤,603021,山东华鹏,3.73,-5.09,-0.2,186278,72214653.0,7.38,4.02,3.73,3.95,3.93,5.82,-9.2,11.37
