,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,石油行业,600777,ST新潮,2.8,4.09,0.11,1358723.0,375614165.0,4.46,2.82,2.7,2.72,2.69,2.13,8.65,0.88
1,石油行业,000096,广聚能源,11.71,3.35,0.38,89980.0,106777520.0,7.5,12.18,11.33,11.34,11.33,1.76,69.3,2.24
2,石油行业,000698,沈阳化工,3.23,2.87,0.09,130130.0,42265616.66,4.46,3.29,3.15,3.18,3.14,1.66,-10.62,1.93
3,石油行业,600688,上海石化,2.86,1.78,0.05,540368.0,156425499.0,4.27,2.96,2.84,2.85,2.81,0.74,662.97,1.23
4,石油行业,601857,中国石油,8.33,1.34,0.11,1553732.0,1288482458.0,1.95,8.35,8.19,8.22,8.22,0.1,8.63,1.02
5,石油行业,600938,中国海油,27.51,1.07,0.29,350042.0,956235204.0,2.24,27.59,26.98,27.03,27.22,1.23,8.41,1.82
6,石油行业,600028,中国石化,6.08,0.66,0.04,1313628.0,797303240.0,0.83,6.1,6.05,6.05,6.04,0.14,12.5,0.9
7,石油行业,600256,广汇能源,6.09,0.66,0.04,399698.0,244105469.0,1.65,6.14,6.04,6.04,6.05,0.61,14.98,1.52
8,石油行业,000159,国际实业,5.33,0.57,0.03,118415.0,63433275.87,2.83,5.43,5.28,5.31,5.3,2.46,-4.25,1.28
9,石油行业,000059,华锦股份,4.35,0.46,0.02,128549.0,56607379.0,3.46,4.48,4.33,4.33,4.33,0.8,-2.76,0.56
10,石油行业,000554,泰山石油,5.84,0.34,0.02,154074.0,91115567.91,2.41,5.97,5.83,5.85,5.82,4.25,39.5,2.82
11,石油行业,603353,和顺石油,14.59,0.27,0.04,26791.0,39389407.0,3.23,14.97,14.5,14.55,14.55,1.57,43.99,1.51
12,石油行业,600759,洲际油气,2.15,0.0,0.0,1312710.0,286065094.0,4.19,2.23,2.14,2.18,2.15,3.17,43.0,1.08
13,石油行业,300839,博汇股份,,,,,,,,,,7.37,0.0,-8.43,3.41
14,石油行业,000637,茂化实华,3.63,0.0,0.0,45243.0,16617382.0,3.03,3.73,3.62,3.65,3.63,1.23,-12.36,3.04
15,石油行业,603798,康普顿,8.99,-0.88,-0.08,40833.0,37296874.0,3.2,9.28,8.99,9.13,9.07,1.59,30.06,2.04
16,石油行业,002221,东华能源,9.81,-1.41,-0.14,148548.0,146911355.36,3.32,10.04,9.71,10.03,9.95,1.02,88.34,1.44
17,石油行业,000819,岳阳兴长,15.66,-1.51,-0.24,35175.0,55686673.65,2.33,16.01,15.64,15.92,15.9,1.01,59.91,2.67
18,石油行业,600387,*ST海越,2.56,-1.92,-0.05,58390.0,14911137.0,5.36,2.62,2.48,2.48,2.61,1.45,411.99,0.42
19,石油行业,002778,中晟高科,16.58,-2.01,-0.34,29595.0,49516404.88,4.55,17.15,16.38,16.92,16.92,2.4,-43.5,5.34
20,石油行业,600506,统一股份,17.19,-3.48,-0.62,88083.0,153996773.0,5.17,18.07,17.15,17.96,17.81,5.96,92.93,7.71
