,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,银行,601665,齐鲁银行,5.78,4.9,0.27,585887,336901070.0,5.63,5.85,5.54,5.55,5.51,1.21,6.09,0.75
1,银行,601988,中国银行,5.45,2.64,0.14,2312123,1256335259.0,3.2,5.49,5.32,5.32,5.31,0.11,6.85,0.69
2,银行,600000,浦发银行,10.65,2.5,0.26,594882,632694603.0,2.89,10.7,10.4,10.42,10.39,0.2,6.91,0.42
3,银行,601963,重庆银行,9.03,2.5,0.22,93295,84080565.0,2.95,9.08,8.82,8.83,8.81,0.5,5.31,0.6
4,银行,601288,农业银行,5.16,2.38,0.12,5647886,2902113570.0,3.17,5.2,5.04,5.04,5.04,0.18,6.32,0.72
5,银行,600015,华夏银行,7.6,2.29,0.17,468991,355710554.0,3.23,7.66,7.42,7.43,7.43,0.3,4.9,0.42
6,银行,601398,工商银行,6.82,2.25,0.15,3718662,2529075691.0,2.55,6.85,6.68,6.68,6.67,0.14,6.78,0.69
7,银行,601838,成都银行,17.19,2.02,0.34,241515,413725571.0,2.26,17.23,16.85,16.85,16.85,0.58,5.95,0.95
8,银行,002142,宁波银行,26.38,1.93,0.5,310644,819290932.77,2.05,26.49,25.96,25.96,25.88,0.48,6.31,0.88
9,银行,601187,厦门银行,5.55,1.83,0.1,152564,84738051.0,2.57,5.59,5.45,5.46,5.45,1.19,5.65,0.46
10,银行,601825,沪农商行,8.35,1.71,0.14,217255,181432709.0,3.05,8.45,8.2,8.2,8.21,0.23,5.76,0.67
11,银行,601998,中信银行,6.64,1.68,0.11,1025635,679251192.0,1.84,6.66,6.54,6.55,6.53,0.26,5.29,0.46
12,银行,601528,瑞丰银行,5.57,1.64,0.09,182094,101443352.0,2.55,5.61,5.47,5.47,5.48,1.07,5.69,0.61
13,银行,600919,江苏银行,9.93,1.64,0.16,1099595,1090108585.0,1.84,9.98,9.8,9.82,9.77,0.6,5.72,0.6
14,银行,002807,江阴银行,4.35,1.64,0.07,296941,129274904.2,2.34,4.38,4.28,4.28,4.28,1.21,7.12,0.61
15,银行,600908,无锡银行,5.83,1.57,0.09,229457,134086987.0,2.09,5.87,5.75,5.75,5.74,1.15,5.43,0.62
16,银行,601939,建设银行,8.54,1.55,0.13,814416,694349550.0,1.66,8.58,8.44,8.44,8.41,0.85,6.26,0.68
17,银行,002948,青岛银行,4.02,1.52,0.06,372301,150351401.56,2.53,4.07,3.97,3.98,3.96,1.2,5.08,0.65
18,银行,601077,渝农商行,6.04,1.51,0.09,394143,237830783.0,2.02,6.06,5.94,5.95,5.95,0.45,4.99,0.56
19,银行,600928,西安银行,3.51,1.45,0.05,198417,69825390.0,2.6,3.55,3.46,3.46,3.46,0.45,6.07,0.48
20,银行,002966,苏州银行,7.93,1.41,0.11,771067,612379417.87,2.43,7.99,7.8,7.8,7.82,1.98,5.66,0.7
