,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,汽车服务,000757,浩物股份,3.9,4.0,0.15,142496,55354248.22,5.07,3.94,3.75,3.8,3.75,2.67,-65.22,1.34
1,汽车服务,300825,阿尔特,11.73,2.0,0.23,243753,283397762.02,3.3,11.79,11.41,11.61,11.5,5.03,3528.4,2.41
2,汽车服务,600335,国机汽车,6.38,1.59,0.1,255724,163172135.0,1.91,6.44,6.32,6.32,6.28,1.71,23.34,0.86
3,汽车服务,838030,德众汽车,5.82,-0.17,-0.01,21574,12703379.71,3.09,5.99,5.81,5.88,5.83,2.21,170.39,2.22
4,汽车服务,301215,中汽股份,5.67,-0.87,-0.05,91602,52542588.0,2.8,5.83,5.67,5.75,5.72,1.19,50.82,2.68
5,汽车服务,900927,物贸Ｂ股,0.414,-0.96,-0.004,1036,43207.0,1.91,0.421,0.413,0.419,0.418,0.1,23.57,1.2
6,汽车服务,600653,申华控股,2.04,-0.97,-0.02,344589,71653754.0,4.37,2.13,2.04,2.06,2.06,1.77,-52.95,5.46
7,汽车服务,688479,友车科技,17.15,-1.15,-0.2,4157,7198426.0,2.13,17.5,17.13,17.5,17.35,0.68,31.22,1.3
8,汽车服务,600386,北巴传媒,4.24,-1.4,-0.06,122515,52847029.0,5.58,4.47,4.23,4.34,4.3,1.52,102.45,1.92
9,汽车服务,600822,上海物贸,9.42,-1.67,-0.16,40045,38317039.0,3.24,9.73,9.42,9.68,9.58,1.01,76.54,3.89
10,汽车服务,000753,漳州发展,4.02,-2.19,-0.09,267290,109067338.0,3.89,4.17,4.01,4.12,4.11,2.7,60.66,1.47
11,汽车服务,603377,ST东时,2.19,-2.23,-0.05,46925,10395671.0,4.46,2.29,2.19,2.29,2.24,0.65,-10.81,0.93
12,汽车服务,601965,中国汽研,16.86,-2.82,-0.49,58229,99014425.0,3.57,17.47,16.85,17.4,17.35,0.59,18.5,2.39
