,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
241,2025-01-24,电力行业,14884.7,14897.29,14913.95,14777.09,0.11,15.99,24140011,12879400895.0,0.92,0.67
240,2025-01-23,电力行业,14979.92,14881.3,15150.6,14881.3,-0.02,-3.03,29149113,15657013770.0,1.81,0.8
239,2025-01-22,电力行业,14928.5,14884.33,14991.41,14834.95,-0.45,-67.63,19851384,11620615479.0,1.05,0.55
238,2025-01-21,电力行业,15096.3,14951.96,15117.03,14887.6,-0.54,-81.42,21307868,11580726116.0,1.53,0.59
237,2025-01-20,电力行业,15020.22,15033.38,15099.43,14953.21,0.47,70.36,24900413,13012455263.0,0.98,0.69
236,2025-01-17,电力行业,14921.79,14963.02,14998.54,14859.06,-0.11,-17.21,21231534,11080700202.0,0.93,0.59
235,2025-01-16,电力行业,14920.35,14980.23,15093.94,14879.41,0.6,90.0,26761376,12777656331.0,1.44,0.74
234,2025-01-15,电力行业,14982.91,14890.23,15000.75,14869.32,-0.61,-90.88,23431605,12310881564.0,0.88,0.65
233,2025-01-14,电力行业,14591.85,14981.11,14984.12,14591.85,2.77,403.3,30585928,14874680215.0,2.69,0.84
232,2025-01-13,电力行业,14485.55,14577.81,14597.96,14384.65,-0.08,-10.99,26233270,13856551742.0,1.46,0.72
231,2025-01-10,电力行业,14878.24,14588.8,14888.31,14588.35,-1.99,-296.79,26105800,13168580134.0,2.02,0.72
230,2025-01-09,电力行业,14978.0,14885.59,14994.6,14860.56,-1.02,-153.79,27264394,13056511389.0,0.89,0.75
229,2025-01-08,电力行业,15002.22,15039.38,15098.95,14748.04,-0.03,-4.96,33184571,16800846372.0,2.33,0.92
228,2025-01-07,电力行业,15055.13,15044.34,15064.84,14837.37,0.02,2.51,29358607,14239995329.0,1.51,0.81
227,2025-01-06,电力行业,14994.71,15041.83,15119.23,14840.84,0.34,51.21,30227257,15353871275.0,1.86,0.83
226,2025-01-03,电力行业,15330.61,14990.62,15350.33,14967.52,-2.06,-315.93,34181730,17577738974.0,2.5,0.94
225,2025-01-02,电力行业,15729.09,15306.55,15761.35,15212.98,-2.74,-430.74,40084378,21594424912.0,3.48,1.11
224,2024-12-31,电力行业,16007.0,15737.29,16063.75,15725.33,-1.7,-272.76,36517610,19611521580.0,2.11,1.01
223,2024-12-30,电力行业,16280.8,16010.05,16288.46,15992.5,-1.78,-289.82,34504740,18795489411.0,1.82,0.95
222,2024-12-27,电力行业,16021.48,16299.87,16313.35,16015.98,1.7,272.5,36114595,19888806181.0,1.86,1.0
221,2024-12-26,电力行业,16140.7,16027.37,16168.13,15997.05,-1.07,-172.7,34248043,19259179230.0,1.06,0.94
220,2024-12-25,电力行业,16398.88,16200.07,16408.67,16079.71,-1.25,-205.57,36208600,19039677163.0,2.01,1.0
219,2024-12-24,电力行业,16111.22,16405.64,16406.06,16111.22,1.51,243.83,44426286,22224708182.0,1.82,1.23
218,2024-12-23,电力行业,16306.31,16161.81,16364.29,16134.16,-0.99,-161.81,45902293,25412004597.0,1.41,1.27
217,2024-12-20,电力行业,16413.26,16323.62,16492.0,16294.66,-0.66,-108.37,44005054,20937730092.0,1.2,1.21
216,2024-12-19,电力行业,16578.41,16431.99,16607.43,16343.69,-1.47,-245.91,59680806,25963088401.0,1.58,1.65
215,2024-12-18,电力行业,16484.85,16677.9,16855.98,16484.85,1.4,230.78,52520200,25767167686.0,2.26,1.45
214,2024-12-17,电力行业,16772.26,16447.12,16864.09,16421.05,-1.99,-333.61,45284928,23337982154.0,2.64,1.25
213,2024-12-16,电力行业,16609.22,16780.73,16857.22,16609.22,1.06,175.56,52293560,28110019134.0,1.49,1.44
212,2024-12-13,电力行业,16823.41,16605.17,16857.41,16594.35,-1.69,-285.83,55121895,27790392599.0,1.56,1.52
211,2024-12-12,电力行业,16812.28,16891.0,16898.88,16727.38,0.36,61.31,55106993,24744722063.0,1.02,1.52
210,2024-12-11,电力行业,16612.96,16829.69,16847.6,16612.96,1.29,213.79,57754193,22905108347.0,1.41,1.59
209,2024-12-10,电力行业,16970.18,16615.9,16999.6,16592.24,-0.47,-78.61,83826801,36162677046.0,2.44,2.31
208,2024-12-09,电力行业,16681.57,16694.51,16765.56,16540.08,0.41,67.88,86746170,31169644107.0,1.36,2.39
207,2024-12-06,电力行业,16367.39,16626.63,16643.25,16350.01,1.57,257.51,59208910,25431577347.0,1.79,1.63
206,2024-12-05,电力行业,16266.18,16369.12,16410.49,16247.23,0.37,60.88,33605003,18722992332.0,1.0,0.93
205,2024-12-04,电力行业,16467.4,16308.24,16480.5,16254.67,-1.22,-201.76,40163052,24381799458.0,1.37,1.11
204,2024-12-03,电力行业,16330.92,16510.0,16519.94,16233.78,1.25,203.16,42543255,27235785513.0,1.75,1.17
203,2024-12-02,电力行业,16067.24,16306.84,16318.19,16049.82,1.86,297.86,43650190,22772811042.0,1.68,1.2
202,2024-11-29,电力行业,15909.66,16008.98,16069.69,15834.05,0.46,73.71,30770913,17203808637.0,1.48,0.85
201,2024-11-28,电力行业,15888.83,15935.27,16052.49,15882.9,0.1,15.39,32589521,16683515624.0,1.07,0.9
200,2024-11-27,电力行业,15730.36,15919.88,15920.67,15456.25,0.93,146.18,32611828,17612581766.0,2.94,0.9
199,2024-11-26,电力行业,15913.38,15773.7,15945.11,15744.53,-0.94,-149.3,28530306,16024100853.0,1.26,0.79
198,2024-11-25,电力行业,15904.76,15923.0,15999.02,15762.8,0.09,14.69,38873603,21104016565.0,1.48,1.07
197,2024-11-22,电力行业,16326.81,15908.31,16401.86,15906.09,-2.65,-432.46,43812139,23776049479.0,3.03,1.21
196,2024-11-21,电力行业,16320.19,16340.77,16370.44,16222.71,0.02,2.65,34790242,18705642687.0,0.9,0.96
195,2024-11-20,电力行业,16190.1,16338.12,16340.4,16115.26,0.85,138.4,38798320,19684398958.0,1.39,1.07
194,2024-11-19,电力行业,16058.93,16199.72,16199.72,15881.92,0.81,130.01,50403876,22509548722.0,1.98,1.39
193,2024-11-18,电力行业,15937.85,16069.71,16333.04,15937.85,1.14,181.11,58645950,28336425548.0,2.49,1.62
192,2024-11-15,电力行业,16122.1,15888.6,16265.07,15887.76,-1.91,-309.97,38681365,20890092773.0,2.33,1.07
191,2024-11-14,电力行业,16568.8,16198.57,16647.78,16177.23,-2.32,-385.52,43038860,23085420936.0,2.84,1.19
190,2024-11-13,电力行业,16570.73,16584.09,16675.58,16380.58,-0.42,-69.84,44192260,25425769891.0,1.77,1.22
189,2024-11-12,电力行业,16754.57,16653.93,16774.92,16528.24,-0.64,-107.42,60037151,33026944440.0,1.47,1.66
188,2024-11-11,电力行业,16700.55,16761.35,16817.0,16554.84,0.44,73.59,56802594,27467855014.0,1.57,1.57
187,2024-11-08,电力行业,16874.2,16687.76,17013.48,16604.72,-0.67,-112.58,70620714,35264492456.0,2.43,1.95
186,2024-11-07,电力行业,16321.3,16800.34,16800.34,16274.18,2.44,400.81,76758136,34897983540.0,3.21,2.12
185,2024-11-06,电力行业,16518.57,16399.53,16561.33,16322.49,-0.54,-89.2,75932417,33700202857.0,1.45,2.09
184,2024-11-05,电力行业,16219.0,16488.73,16490.04,16157.81,1.54,249.57,62074054,32143750643.0,2.05,1.71
183,2024-11-04,电力行业,16102.61,16239.16,16239.16,16061.39,0.58,93.16,36927716,21692578085.0,1.1,1.02
182,2024-11-01,电力行业,16317.7,16146.0,16326.65,15967.03,-1.02,-166.83,58324067,35210391623.0,2.2,1.61
181,2024-10-31,电力行业,16116.35,16312.83,16361.77,16111.23,2.28,362.89,58346098,32624490835.0,1.57,1.61
180,2024-10-30,电力行业,15845.18,15949.94,16047.79,15823.3,0.47,74.86,41780357,24140494513.0,1.41,1.15
179,2024-10-29,电力行业,16274.14,15875.08,16288.01,15862.66,-2.05,-332.22,52057301,29899145366.0,2.62,1.44
178,2024-10-28,电力行业,15883.75,16207.3,16208.83,15772.2,2.6,411.29,57182447,29740630885.0,2.76,1.58
177,2024-10-25,电力行业,15586.74,15796.01,15801.0,15584.53,1.56,242.07,44816436,28255995479.0,1.39,1.24
176,2024-10-24,电力行业,15557.73,15553.94,15557.73,15420.37,-0.08,-12.37,32795181,18171329510.0,0.88,0.9
175,2024-10-23,电力行业,15395.46,15566.31,15662.26,15377.93,1.42,218.14,43760557,24747070896.0,1.85,1.21
174,2024-10-22,电力行业,15057.07,15348.17,15348.17,15037.2,2.1,315.55,40667762,24603902302.0,2.07,1.12
173,2024-10-21,电力行业,15135.27,15032.62,15145.45,14968.26,-0.35,-52.55,38456137,24126469871.0,1.17,1.06
172,2024-10-18,电力行业,14843.96,15085.17,15274.79,14722.75,1.33,197.94,43878850,26466895691.0,3.71,1.21
171,2024-10-17,电力行业,15170.39,14887.23,15200.36,14884.63,-1.47,-222.31,35098830,22253687404.0,2.09,0.97
170,2024-10-16,电力行业,14774.49,15109.54,15174.07,14746.92,1.45,215.54,35659507,22045906272.0,2.87,0.98
169,2024-10-15,电力行业,15133.23,14894.0,15176.01,14888.4,-1.77,-268.27,39512795,23408817401.0,1.9,1.09
168,2024-10-14,电力行业,15010.02,15162.27,15225.76,14839.73,1.7,253.17,37090130,23575357741.0,2.59,1.02
167,2024-10-11,电力行业,15283.41,14909.1,15339.51,14787.96,-2.36,-360.43,37357894,22533467305.0,3.61,1.03
166,2024-10-10,电力行业,15104.37,15269.53,15608.41,15051.63,1.49,224.21,55000038,36049853071.0,3.7,1.52
165,2024-10-09,电力行业,15994.01,15045.32,15994.01,15041.77,-7.31,-1186.28,68250748,41399439315.0,5.87,1.88
164,2024-10-08,电力行业,17290.18,16231.6,17290.18,15656.66,2.71,429.03,112936647,74083888288.0,10.34,3.12
163,2024-09-30,电力行业,15066.83,15802.57,15907.92,14894.2,7.81,1144.99,90144068,56341769960.0,6.92,2.49
162,2024-09-27,电力行业,14367.92,14657.58,14659.99,14276.79,3.15,447.8,40802208,23710409038.0,2.7,1.13
161,2024-09-26,电力行业,13904.44,14209.78,14209.78,13812.56,1.96,273.37,38959096,21217299538.0,2.85,1.07
160,2024-09-25,电力行业,13928.4,13936.41,14249.05,13898.62,0.95,130.94,42797540,22301435174.0,2.54,1.18
159,2024-09-24,电力行业,13401.71,13805.47,13806.5,13401.71,3.42,456.69,33030766,17680995340.0,3.03,0.91
158,2024-09-23,电力行业,13241.11,13348.78,13396.74,13203.29,0.57,75.18,20113749,11000955926.0,1.46,0.55
157,2024-09-20,电力行业,13343.22,13273.6,13348.25,13177.4,-0.48,-63.88,18756308,11747154687.0,1.28,0.52
156,2024-09-19,电力行业,13133.88,13337.48,13359.28,13093.88,1.85,242.76,21328171,11760179008.0,2.03,0.59
155,2024-09-18,电力行业,13052.29,13094.72,13118.39,12912.45,0.35,45.96,17178468,9202458251.0,1.58,0.47
154,2024-09-13,电力行业,13072.41,13048.76,13144.02,13006.85,-0.1,-12.8,16151617,9220686994.0,1.05,0.45
153,2024-09-12,电力行业,13001.88,13061.56,13177.55,12999.38,0.55,71.9,16790799,9690441006.0,1.37,0.46
152,2024-09-11,电力行业,13190.26,12989.66,13190.26,12929.8,-1.86,-246.71,19248726,13601422194.0,1.97,0.53
151,2024-09-10,电力行业,13253.0,13236.37,13316.55,13045.95,-0.15,-19.27,17390997,9841995860.0,2.04,0.48
150,2024-09-09,电力行业,13321.85,13255.64,13321.85,13212.67,-0.87,-115.92,17683732,10476207812.0,0.82,0.49
149,2024-09-06,电力行业,13551.16,13371.56,13595.03,13367.92,-1.31,-177.87,14711269,8102475901.0,1.68,0.41
148,2024-09-05,电力行业,13538.67,13549.43,13590.0,13483.35,0.01,0.73,13319643,7840845814.0,0.79,0.37
147,2024-09-04,电力行业,13580.57,13548.7,13649.97,13508.41,-0.63,-86.01,16567260,9346554422.0,1.04,0.46
146,2024-09-03,电力行业,13717.44,13634.71,13806.84,13570.1,-0.72,-98.96,22914261,13650360116.0,1.72,0.63
145,2024-09-02,电力行业,13785.66,13733.67,13937.23,13725.84,-0.51,-70.04,25101979,14475909713.0,1.53,0.69
144,2024-08-30,电力行业,13714.68,13803.71,13912.46,13682.46,0.71,96.9,26852559,16365165881.0,1.68,0.74
143,2024-08-29,电力行业,13641.48,13706.81,13729.54,13558.8,0.2,27.58,21151611,12813695633.0,1.25,0.58
142,2024-08-28,电力行业,13558.8,13679.23,13781.17,13551.73,0.6,81.26,19634679,10875665781.0,1.69,0.54
141,2024-08-27,电力行业,13706.83,13597.97,13709.92,13554.45,-0.99,-135.4,16299564,8268942078.0,1.13,0.45
140,2024-08-26,电力行业,13688.02,13733.37,13738.86,13630.89,0.23,31.74,17317270,9842362120.0,0.79,0.48
139,2024-08-23,电力行业,13805.67,13701.63,13816.16,13630.2,-1.02,-141.08,17665120,10270843198.0,1.34,0.49
138,2024-08-22,电力行业,13868.42,13842.71,13958.09,13833.64,-0.17,-23.09,21274892,11357957253.0,0.9,0.59
137,2024-08-21,电力行业,13959.56,13865.8,13972.21,13830.23,-0.89,-125.01,22790677,9858569207.0,1.01,0.63
136,2024-08-20,电力行业,14246.28,13990.81,14258.83,13923.92,-1.74,-248.07,22424556,11666603719.0,2.35,0.62
135,2024-08-19,电力行业,14249.24,14238.88,14380.53,14224.0,-0.28,-40.49,19763187,10176060971.0,1.1,0.55
134,2024-08-16,电力行业,14500.01,14279.37,14508.75,14257.76,-1.5,-217.63,20670566,11307857648.0,1.73,0.57
133,2024-08-15,电力行业,14390.31,14497.0,14535.22,14326.22,0.54,78.51,20179920,11432755459.0,1.45,0.56
132,2024-08-14,电力行业,14348.59,14418.49,14530.61,14290.78,0.34,48.84,19515887,11851501125.0,1.67,0.54
131,2024-08-13,电力行业,14325.1,14369.65,14383.58,14233.63,0.01,0.76,17858805,9281121615.0,1.04,0.49
130,2024-08-12,电力行业,14485.71,14368.89,14557.94,14334.77,-0.28,-40.84,22637109,11436043801.0,1.55,0.62
129,2024-08-09,电力行业,14508.83,14409.73,14577.76,14404.96,-0.47,-67.91,29948389,11950532644.0,1.19,0.83
128,2024-08-08,电力行业,14559.07,14477.64,14559.07,14420.84,-0.62,-89.97,21861702,11856361635.0,0.95,0.6
127,2024-08-07,电力行业,14370.28,14567.61,14676.36,14344.15,1.73,248.16,21632607,15382261448.0,2.32,0.6
126,2024-08-06,电力行业,14233.77,14319.45,14354.28,14155.52,1.15,162.56,17993618,13057707043.0,1.4,0.5
125,2024-08-05,电力行业,14366.87,14156.89,14461.46,14156.89,-1.98,-286.49,22232757,14043347248.0,2.11,0.61
124,2024-08-02,电力行业,14544.54,14443.38,14572.71,14417.74,-1.04,-152.43,21312421,13840814415.0,1.06,0.59
123,2024-08-01,电力行业,14635.31,14595.81,14741.58,14587.62,-0.3,-44.52,21532655,15094339245.0,1.05,0.59
122,2024-07-31,电力行业,14388.7,14640.33,14641.13,14278.74,1.57,226.89,31694832,22076857383.0,2.51,0.87
121,2024-07-30,电力行业,14497.33,14413.44,14508.78,14368.97,-0.87,-126.09,17624896,12936141956.0,0.96,0.49
120,2024-07-29,电力行业,14514.96,14539.53,14558.75,14465.02,0.11,15.42,15945116,11820652292.0,0.65,0.44
119,2024-07-26,电力行业,14450.23,14524.11,14554.69,14400.45,0.55,79.38,19445886,15224738804.0,1.07,0.54
118,2024-07-25,电力行业,14411.14,14444.73,14530.45,14264.5,0.06,8.11,20906935,15790809591.0,1.84,0.58
117,2024-07-24,电力行业,14315.35,14436.62,14556.73,14285.99,0.6,85.93,39764094,18382223841.0,1.89,1.1
116,2024-07-23,电力行业,14523.77,14350.69,14599.06,14350.69,-1.36,-197.76,19481853,13361224508.0,1.71,0.54
115,2024-07-22,电力行业,14593.55,14548.45,14634.91,14465.46,-0.54,-79.19,19013345,14638776540.0,1.16,0.52
114,2024-07-19,电力行业,14572.62,14627.64,14669.1,14513.19,-0.04,-5.73,18201087,13839906149.0,1.07,0.5
113,2024-07-18,电力行业,14433.86,14633.37,14636.64,14300.53,0.78,113.39,21355224,15166786096.0,2.31,0.59
