,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,交运设备,603129,春风动力,206.38,6.86,13.25,26888,543609864.0,9.54,209.39,190.96,193.03,193.13,1.78,21.68,5.39
1,交运设备,603529,爱玛科技,42.5,1.38,0.58,40338,171613279.0,3.94,43.03,41.38,41.92,41.92,0.48,17.68,4.42
2,交运设备,000913,钱江摩托,19.92,0.91,0.18,74682,148570841.27,2.38,20.1,19.63,19.76,19.74,1.63,16.86,2.3
3,交运设备,600099,林海股份,9.15,0.88,0.08,34237,31410540.0,2.76,9.29,9.04,9.07,9.07,1.56,122.95,3.87
4,交运设备,600495,晋西车轴,3.76,0.8,0.03,130580,49086208.0,2.41,3.81,3.72,3.74,3.73,1.08,567.01,1.4
5,交运设备,600528,中铁工业,7.8,0.78,0.06,94969,74266143.0,2.07,7.87,7.71,7.72,7.74,0.43,9.86,0.73
6,交运设备,603766,隆鑫通用,10.15,0.59,0.06,394141,400315347.0,2.97,10.28,9.98,10.08,10.09,1.92,17.39,2.33
7,交运设备,300851,交大思诺,26.19,0.5,0.13,6628,17395502.0,1.57,26.45,26.04,26.18,26.06,1.51,86.67,1.79
8,交运设备,002105,信隆健康,5.01,0.4,0.02,69090,35096211.8,2.61,5.14,5.01,5.03,4.99,1.9,1651.03,2.05
9,交运设备,603787,新日股份,10.17,0.3,0.03,24386,24950832.0,2.37,10.34,10.1,10.22,10.14,1.06,21.16,1.47
10,交运设备,603500,祥和实业,6.93,0.29,0.02,101110,69936755.0,2.75,7.03,6.84,6.95,6.91,2.97,46.18,2.43
11,交运设备,688367,工大高科,15.79,-0.13,-0.02,6267,9978421.0,2.47,16.1,15.71,16.0,15.81,0.72,55.49,2.36
12,交运设备,601766,中国中车,7.44,-0.13,-0.01,566927,424137966.0,1.34,7.54,7.44,7.46,7.45,0.23,22.1,1.31
13,交运设备,000925,众合科技,7.09,-0.14,-0.01,177722,127546173.6,2.82,7.29,7.09,7.15,7.1,3.26,-41.35,1.46
14,交运设备,688459,哈铁科技,9.28,-0.32,-0.03,17810,16642876.0,2.26,9.47,9.26,9.44,9.31,1.01,66.32,1.34
15,交运设备,301048,金鹰重工,8.7,-0.34,-0.03,28911,25360092.03,1.83,8.86,8.7,8.74,8.73,0.54,33.22,1.81
16,交运设备,002972,科安达,10.6,-0.38,-0.04,24342,26021689.6,2.54,10.83,10.56,10.77,10.64,1.83,28.42,2.18
17,交运设备,900915,中路Ｂ股,0.465,-0.43,-0.002,292,13520.0,1.93,0.47,0.461,0.47,0.467,0.03,273.08,1.71
18,交运设备,605001,威奥股份,6.46,-0.46,-0.03,85002,55716646.0,3.24,6.66,6.45,6.57,6.49,2.16,166.03,0.96
19,交运设备,688009,中国通号,5.81,-0.51,-0.03,198488,116384476.0,1.88,5.92,5.81,5.88,5.84,0.23,19.56,1.38
20,交运设备,688285,高铁电气,7.33,-0.54,-0.04,12150,8975401.0,2.17,7.47,7.31,7.4,7.37,0.32,87.87,1.7
21,交运设备,900946,天雁B股,0.177,-0.56,-0.001,1753,31189.0,1.69,0.18,0.177,0.18,0.178,0.08,808.15,1.74
22,交运设备,200017,深中华B,1.64,-0.61,-0.01,210,34448.0,1.82,1.67,1.64,1.67,1.65,0.01,103.0,3.22
23,交运设备,605298,必得科技,12.39,-0.64,-0.08,11266,14068801.0,2.89,12.67,12.31,12.5,12.47,0.61,139.51,2.35
