,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,包装材料,601515,东峰集团,3.29,7.17,0.22,599567,200017400.0,7.17,3.38,3.16,3.16,3.07,3.2,-24.3,1.12
1,包装材料,002014,永新股份,10.39,3.08,0.31,48103,49809084.6,2.98,10.43,10.13,10.13,10.08,0.8,15.66,2.62
2,包装材料,301296,新巨丰,9.86,2.39,0.23,64801,64248206.0,4.15,10.09,9.69,9.69,9.63,2.39,24.9,1.64
3,包装材料,002969,嘉美包装,3.24,1.25,0.04,176644,57590099.51,3.13,3.3,3.2,3.2,3.2,1.86,31.39,1.39
4,包装材料,000659,珠海中富,2.5,1.21,0.03,194397,48813458.4,3.24,2.55,2.47,2.5,2.47,1.51,-83.29,10.79
5,包装材料,603022,新通联,7.68,1.05,0.08,28444,22023545.0,3.16,7.85,7.61,7.61,7.6,1.42,33.91,1.95
6,包装材料,601968,宝钢包装,4.72,0.85,0.04,45457,21559288.0,2.35,4.79,4.68,4.69,4.68,0.4,28.78,1.34
7,包装材料,002565,顺灏股份,2.97,0.68,0.02,244614,73440064.9,2.71,3.05,2.97,2.97,2.95,2.32,42.19,1.64
8,包装材料,002228,合兴包装,2.98,0.68,0.02,122895,36887516.46,2.36,3.03,2.96,2.96,2.96,1.01,18.92,1.14
9,包装材料,301223,中荣股份,16.0,0.44,0.07,7494,12038471.08,1.26,16.15,15.95,16.05,15.93,0.67,20.98,1.07
10,包装材料,002701,奥瑞金,5.04,0.4,0.02,180776,91560937.01,2.19,5.12,5.01,5.01,5.02,0.71,12.71,1.42
11,包装材料,002752,昇兴股份,5.67,0.35,0.02,95841,54794379.37,2.3,5.78,5.65,5.65,5.65,0.98,12.09,1.67
12,包装材料,002191,劲嘉股份,4.01,0.25,0.01,113922,46026958.92,2.0,4.08,4.0,4.01,4.0,0.79,18.39,0.87
13,包装材料,003003,天元股份,9.75,0.1,0.01,51927,51336465.0,3.49,10.08,9.74,9.9,9.74,4.47,25.62,1.36
14,包装材料,002303,美盈森,3.4,0.0,0.0,153085,52356992.0,2.35,3.46,3.38,3.4,3.4,1.93,17.85,1.18
15,包装材料,002846,英联股份,8.02,-0.5,-0.04,44493,35917098.8,2.61,8.18,7.97,8.12,8.06,1.73,1194.42,2.37
16,包装材料,301062,上海艾录,10.9,-0.55,-0.06,96506,105959704.23,2.46,11.16,10.89,11.07,10.96,3.11,55.74,3.08
17,包装材料,838163,方大新材,12.68,-0.78,-0.1,5808,7432380.99,3.76,13.15,12.67,12.96,12.78,0.95,34.04,3.61
18,包装材料,002374,中锐股份,2.44,-0.81,-0.02,114914,28535327.4,3.66,2.53,2.44,2.48,2.46,1.06,-24.02,2.39
19,包装材料,300501,海顺新材,13.33,-0.89,-0.12,18980,25649972.85,2.75,13.69,13.32,13.46,13.45,1.52,24.27,1.6
20,包装材料,600210,紫江企业,6.43,-1.08,-0.07,133977,86859311.0,2.15,6.56,6.42,6.49,6.5,0.88,13.86,1.66
21,包装材料,002787,华源控股,8.17,-1.09,-0.09,87131,72309299.38,2.78,8.4,8.17,8.32,8.26,3.39,35.67,1.56
22,包装材料,000812,陕西金叶,4.58,-1.29,-0.06,125587,58386938.5,3.23,4.73,4.58,4.65,4.64,1.63,44.82,1.92
23,包装材料,872392,佳合科技,19.03,-1.65,-0.32,9069,17532406.07,4.44,19.88,19.02,19.58,19.35,3.23,26.19,3.37
24,包装材料,002735,王子新材,8.92,-2.51,-0.23,80604,72945691.32,3.5,9.24,8.92,9.24,9.15,2.87,198.37,1.9
25,包装材料,002799,环球印务,7.73,-2.77,-0.22,139303,109423765.4,4.78,8.08,7.7,7.86,7.95,4.35,67.56,1.81
26,包装材料,002951,*ST金时,6.21,-5.05,-0.33,30746,19105761.36,2.75,6.39,6.21,6.21,6.54,0.76,-41.13,1.37
27,包装材料,002599,盛通股份,7.49,-7.76,-0.63,867904,664699559.86,6.4,7.92,7.4,7.92,8.12,21.54,6677.83,2.79
28,包装材料,603687,大胜达,7.1,-10.01,-0.79,123722,87842620.0,0.0,7.1,7.1,7.1,7.89,2.26,35.41,1.2
