,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,医药商业,603716,塞力医疗,7.38,9.99,0.67,183902,130396673.0,9.84,7.38,6.72,6.92,6.71,9.63,-18.87,1.45
1,医药商业,601607,上海医药,20.15,2.03,0.4,137128,276268005.0,2.58,20.32,19.81,19.83,19.75,0.71,13.82,1.05
2,医药商业,603233,大参林,14.15,2.02,0.28,82017,115558465.0,2.67,14.24,13.87,13.87,13.87,0.72,14.08,2.41
3,医药商业,605266,健之佳,22.18,1.6,0.35,23720,52970564.0,3.8,22.64,21.81,21.81,21.83,1.69,25.85,1.25
4,医药商业,002727,一心堂,12.46,1.55,0.19,62634,77967338.0,1.87,12.53,12.3,12.3,12.27,1.58,18.71,0.95
5,医药商业,002788,鹭燕医药,8.28,1.47,0.12,40204,33313718.48,2.08,8.33,8.16,8.19,8.16,1.05,9.38,1.05
6,医药商业,600713,南京医药,4.89,1.45,0.07,94683,46420370.0,2.28,4.94,4.83,4.83,4.82,0.9,10.87,0.95
7,医药商业,600998,九州通,4.99,1.42,0.07,180606,90048396.0,2.03,5.02,4.92,4.92,4.92,0.36,11.13,1.02
8,医药商业,000078,海王生物,2.37,1.28,0.03,165498,39281593.72,2.14,2.4,2.35,2.35,2.34,0.63,101.19,2.05
9,医药商业,000411,英特集团,10.43,1.26,0.13,29732,31166851.4,2.82,10.59,10.3,10.3,10.3,0.92,11.51,1.24
10,医药商业,600511,国药股份,32.25,1.16,0.37,28813,93180796.0,2.01,32.54,31.9,31.9,31.88,0.52,12.32,1.47
11,医药商业,603368,柳药集团,17.57,1.15,0.2,71588,126124548.0,1.96,17.73,17.39,17.39,17.37,1.8,7.34,0.92
12,医药商业,000028,国药一致,25.72,1.06,0.27,37694,97087363.27,1.57,25.9,25.5,25.5,25.45,0.79,10.08,0.79
13,医药商业,000705,浙江震元,7.64,1.06,0.08,51727,39694763.96,1.72,7.73,7.6,7.6,7.56,1.83,43.94,1.29
14,医药商业,000950,重药控股,5.14,0.98,0.05,176309,91244481.0,2.36,5.22,5.1,5.15,5.09,1.02,22.8,0.78
15,医药商业,603939,益丰药房,22.9,0.84,0.19,65039,148586219.0,2.77,23.18,22.55,22.71,22.71,0.54,18.75,2.77
16,医药商业,301015,百洋医药,23.29,0.39,0.09,20918,48845365.0,2.03,23.59,23.12,23.18,23.2,0.4,14.32,5.54
17,医药商业,603122,合富中国,6.87,0.15,0.01,31826,21970288.0,2.62,6.99,6.81,6.89,6.86,1.78,77.24,2.34
18,医药商业,603883,老百姓,15.82,0.13,0.02,171397,273985648.0,3.86,16.29,15.68,16.0,15.8,2.26,14.31,1.73
19,医药商业,301126,达嘉维康,10.35,0.1,0.01,24627,25752108.0,2.22,10.58,10.35,10.4,10.34,1.79,43.74,1.2
20,医药商业,600833,第一医药,12.66,0.0,0.0,40908,52155888.0,2.21,12.89,12.61,12.66,12.66,1.83,14.38,2.52
21,医药商业,002462,嘉事堂,12.63,-0.08,-0.01,23236,29639267.08,1.82,12.86,12.63,12.66,12.64,0.8,11.96,0.84
22,医药商业,300937,药易购,24.15,-0.08,-0.02,17676,43424456.0,3.6,24.99,24.12,24.52,24.17,2.82,124.38,2.73
23,医药商业,301263,泰恩康,16.06,-0.19,-0.03,36578,59217293.4,2.05,16.39,16.06,16.14,16.09,1.39,44.05,3.85
24,医药商业,301408,华人健康,10.82,-0.28,-0.03,21171,23228844.0,2.3,11.07,10.82,10.94,10.85,1.42,30.08,2.19
25,医药商业,002589,瑞康医药,2.77,-0.36,-0.01,196362,55077916.7,2.88,2.85,2.77,2.79,2.78,1.44,80.55,0.76
26,医药商业,600829,人民同泰,7.16,-0.42,-0.03,49354,35733308.0,2.78,7.34,7.14,7.22,7.19,0.85,15.12,1.44
27,医药商业,600056,中国医药,10.58,-0.66,-0.07,90200,95866977.0,1.5,10.72,10.56,10.6,10.65,0.6,26.55,1.36
28,医药商业,900943,开开Ｂ股,0.525,-0.76,-0.004,1774,92787.0,1.32,0.528,0.521,0.527,0.529,0.22,19.38,1.45
29,医药商业,600272,开开实业,13.35,-1.84,-0.25,55888,75786497.0,3.31,13.79,13.34,13.65,13.6,3.49,70.31,5.25
30,医药商业,301017,漱玉平民,11.14,-2.28,-0.26,26314,29894715.0,4.12,11.61,11.14,11.33,11.4,1.08,-256.72,2.17
