,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,纺织服装,002394,联发股份,8.1,10.05,0.74,159384,124342554.0,10.19,8.1,7.35,7.35,7.36,4.93,15.06,0.66
1,纺织服装,002098,浔兴股份,8.57,5.28,0.43,135066,117721370.28,9.83,8.95,8.15,8.15,8.14,3.77,13.4,2.37
2,纺织服装,301066,万事利,14.55,4.98,0.69,185927,274137548.27,9.74,15.35,14.0,14.0,13.86,9.85,74.04,4.11
3,纺织服装,300840,酷特智能,28.45,4.94,1.34,758149,2100365813.1,13.83,29.66,25.91,27.0,27.11,44.28,32.85,5.14
4,纺织服装,002656,*ST摩登,1.94,4.86,0.09,109950,21134703.62,2.7,1.94,1.89,1.89,1.85,1.8,-79.35,3.83
5,纺织服装,603877,太平鸟,14.51,4.54,0.63,37041,52915652.0,5.91,14.53,13.71,13.88,13.88,0.79,26.74,1.53
6,纺织服装,600107,美尔雅,4.22,3.94,0.16,109896,45919316.0,4.68,4.27,4.08,4.12,4.06,3.05,-23.47,2.97
7,纺织服装,605080,浙江自然,30.69,2.95,0.88,32304,98480344.0,3.86,31.06,29.91,30.2,29.81,2.28,20.02,2.16
8,纺织服装,603055,台华新材,10.85,2.46,0.26,57981,62684920.0,3.21,10.92,10.58,10.59,10.59,0.65,11.71,2.0
9,纺织服装,002569,ST步森,8.39,2.32,0.19,10203,8555559.0,3.17,8.48,8.22,8.33,8.2,0.73,-70.14,15.3
10,纺织服装,002762,金发拉比,4.99,2.25,0.11,135210,67720790.28,4.71,5.11,4.88,4.88,4.88,6.4,-133.13,2.19
11,纺织服装,603001,奥康国际,5.03,2.24,0.11,88696,44599660.0,4.27,5.13,4.92,4.92,4.92,2.21,-11.13,0.74
12,纺织服装,600398,海澜之家,8.78,2.09,0.18,521312,456095825.0,5.0,8.92,8.49,8.63,8.6,1.09,16.58,2.52
13,纺织服装,600987,航民股份,7.12,2.01,0.14,82621,58872177.0,2.58,7.17,6.99,6.99,6.98,0.81,11.47,1.16
14,纺织服装,301108,洁雅股份,24.86,1.84,0.45,6661,16537333.0,2.99,25.14,24.41,24.41,24.41,1.89,43.66,1.09
15,纺织服装,300979,华利集团,74.64,1.81,1.33,15172,113733633.36,3.81,75.8,73.01,73.31,73.31,0.13,22.98,5.32
16,纺织服装,000726,鲁  泰Ａ,6.37,1.76,0.11,58203,37197246.91,3.04,6.46,6.27,6.29,6.26,0.99,13.56,0.57
