,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
240,2025-01-27,房地产开发,11820.52,11782.6,12037.66,11782.16,-0.8,-94.83,26131974,11109347127.0,2.15,1.35
239,2025-01-24,房地产开发,11889.32,11877.44,11926.44,11789.99,-0.59,-70.26,27607661,12090525910.0,1.14,1.43
238,2025-01-23,房地产开发,12009.57,11947.7,12186.52,11947.7,0.21,24.99,34538272,16516399482.0,2.0,1.78
237,2025-01-22,房地产开发,12150.61,11922.71,12150.61,11887.15,-2.68,-328.08,34133168,15014178699.0,2.15,1.76
236,2025-01-21,房地产开发,12279.7,12250.79,12542.52,12188.47,0.01,1.23,45184507,21207831314.0,2.89,2.33
235,2025-01-20,房地产开发,12186.62,12249.56,12365.2,11974.02,0.5,61.4,32343956,14216046008.0,3.21,1.67
234,2025-01-17,房地产开发,12074.12,12188.16,12261.52,11990.69,0.35,42.59,31059517,14349284287.0,2.23,1.6
233,2025-01-16,房地产开发,12110.15,12145.57,12355.28,12054.31,0.4,48.49,27408308,11470323584.0,2.49,1.41
232,2025-01-15,房地产开发,12121.73,12097.08,12218.92,11972.53,-0.35,-42.9,24912673,10717701337.0,2.03,1.29
231,2025-01-14,房地产开发,11781.53,12139.98,12156.13,11781.53,3.25,381.82,29790727,13100662771.0,3.19,1.54
230,2025-01-13,房地产开发,11570.21,11758.16,11775.68,11444.97,0.61,71.46,23756397,10262208268.0,2.83,1.23
229,2025-01-10,房地产开发,12064.53,11686.7,12116.75,11686.7,-2.99,-359.78,28033123,11936192067.0,3.57,1.45
228,2025-01-09,房地产开发,12012.5,12046.48,12118.72,11964.2,-0.06,-7.4,25485223,10639362609.0,1.28,1.32
227,2025-01-08,房地产开发,12040.09,12053.88,12115.4,11769.02,0.04,4.83,27092721,11555360605.0,2.87,1.4
226,2025-01-07,房地产开发,11896.11,12049.05,12050.39,11812.61,1.5,177.92,23671839,10135330449.0,2.0,1.22
225,2025-01-06,房地产开发,11959.84,11871.13,11978.74,11741.54,-0.94,-112.43,27699615,11519016598.0,1.98,1.43
224,2025-01-03,房地产开发,12445.27,11983.56,12478.94,11954.44,-3.4,-422.18,34636892,14646364611.0,4.23,1.79
223,2025-01-02,房地产开发,12553.23,12405.74,12774.07,12318.93,-0.98,-122.74,34492168,16267876877.0,3.63,1.78
222,2024-12-31,房地产开发,12758.09,12528.48,12851.32,12523.87,-1.75,-223.22,27654253,13568968558.0,2.57,1.43
221,2024-12-30,房地产开发,12908.01,12751.7,12908.18,12630.45,-1.55,-200.69,27924371,12832496999.0,2.14,1.44
220,2024-12-27,房地产开发,12791.37,12952.39,13053.86,12748.82,1.32,169.08,28425908,13353465353.0,2.39,1.47
219,2024-12-26,房地产开发,12738.59,12783.31,12872.26,12719.32,0.16,20.01,24200646,11366526798.0,1.2,1.25
218,2024-12-25,房地产开发,12954.39,12763.3,12954.39,12610.46,-1.61,-208.69,32177587,14694034722.0,2.65,1.66
217,2024-12-24,房地产开发,12928.6,12971.99,13002.02,12817.41,0.15,19.0,30682163,13785066771.0,1.43,1.58
216,2024-12-23,房地产开发,13537.87,12952.99,13537.87,12940.84,-4.59,-623.8,37936024,17058166307.0,4.4,1.96
215,2024-12-20,房地产开发,13538.85,13576.79,13672.7,13507.4,0.03,4.59,32317760,15912987111.0,1.22,1.67
214,2024-12-19,房地产开发,13575.5,13572.2,13657.66,13439.61,-1.09,-148.97,37024109,16933354560.0,1.59,1.91
213,2024-12-18,房地产开发,13749.72,13721.17,13796.08,13595.49,0.0,0.43,37626264,17079970403.0,1.46,1.94
212,2024-12-17,房地产开发,14267.07,13720.74,14273.82,13707.96,-3.89,-555.93,45964962,20746214338.0,3.96,2.37
211,2024-12-16,房地产开发,14331.29,14276.67,14422.15,14206.3,-0.23,-32.96,50740142,23791211107.0,1.51,2.62
210,2024-12-13,房地产开发,14633.6,14309.63,14633.6,14293.86,-3.02,-445.07,68124837,31997013554.0,2.3,3.52
209,2024-12-12,房地产开发,14445.75,14754.7,14754.7,14348.02,1.97,285.6,65816292,29880526769.0,2.81,3.4
208,2024-12-11,房地产开发,13948.36,14469.1,14470.0,13933.75,3.29,460.2,62768699,28469309199.0,3.83,3.24
207,2024-12-10,房地产开发,14555.04,14008.9,14563.74,13991.5,0.71,98.96,66161766,33197930782.0,4.11,3.42
206,2024-12-09,房地产开发,14289.24,13909.94,14331.13,13807.08,-2.6,-370.75,58521346,27052178887.0,3.67,3.02
205,2024-12-06,房地产开发,14034.4,14280.69,14349.2,13976.48,1.75,245.22,57411085,26533192034.0,2.66,2.96
204,2024-12-05,房地产开发,13808.35,14035.47,14035.47,13763.94,1.46,201.5,41809630,20060536487.0,1.96,2.16
203,2024-12-04,房地产开发,14065.52,13833.97,14123.27,13782.89,-1.73,-243.55,52356237,26042009143.0,2.42,2.7
202,2024-12-03,房地产开发,13878.9,14077.52,14097.31,13811.48,1.48,205.99,52841927,27616553162.0,2.06,2.73
201,2024-12-02,房地产开发,13514.94,13871.53,13896.06,13486.93,2.65,357.7,51548489,26623055250.0,3.03,2.66
200,2024-11-29,房地产开发,13385.51,13513.83,13629.51,13257.75,0.43,57.68,43594958,23943630625.0,2.76,2.25
199,2024-11-28,房地产开发,13270.25,13456.15,13610.48,13270.04,1.63,215.47,47717193,24008204393.0,2.57,2.46
198,2024-11-27,房地产开发,13019.37,13240.68,13240.68,12749.15,0.93,122.14,37029317,19009370877.0,3.75,1.91
197,2024-11-26,房地产开发,13073.8,13118.54,13263.51,13073.8,-0.08,-10.97,34021227,18052059964.0,1.44,1.76
196,2024-11-25,房地产开发,13136.95,13129.51,13198.24,12896.37,-0.08,-11.0,41245047,20287310086.0,2.3,2.13
195,2024-11-22,房地产开发,13390.64,13140.51,13606.39,13128.31,-2.07,-277.27,49329582,25056258078.0,3.56,2.55
194,2024-11-21,房地产开发,13317.23,13417.78,13445.88,13229.12,0.45,59.65,38405475,19370701039.0,1.62,1.98
193,2024-11-20,房地产开发,13138.99,13358.13,13370.83,13059.23,1.24,163.86,42165274,20483009025.0,2.36,2.18
192,2024-11-19,房地产开发,13086.31,13194.27,13194.27,12819.34,0.45,58.92,52426364,24311142540.0,2.85,2.71
191,2024-11-18,房地产开发,13171.33,13135.35,13442.28,13078.06,0.96,124.77,57736434,27609643070.0,2.8,2.98
190,2024-11-15,房地产开发,13320.56,13010.58,13406.94,13004.11,-2.91,-389.36,43897844,22811197356.0,3.01,2.27
189,2024-11-14,房地产开发,14042.1,13399.94,14076.94,13399.94,-2.87,-395.66,53433964,29438920728.0,4.91,2.76
188,2024-11-13,房地产开发,13779.36,13795.6,14020.51,13602.0,-0.38,-52.04,52407166,28659548794.0,3.02,2.71
187,2024-11-12,房地产开发,13959.59,13847.64,14064.44,13737.76,-0.87,-121.6,54170296,32515547927.0,2.34,2.8
186,2024-11-11,房地产开发,14009.78,13969.24,14149.97,13755.68,-0.52,-73.12,63597564,37297811897.0,2.81,3.28
185,2024-11-08,房地产开发,14717.42,14042.36,14724.02,14009.38,-2.85,-411.65,91486198,50430041751.0,4.94,4.72
184,2024-11-07,房地产开发,13744.72,14454.01,14454.01,13679.15,4.51,624.32,80183194,47166330991.0,5.6,4.14
183,2024-11-06,房地产开发,13644.84,13829.69,13994.28,13364.02,1.71,232.59,80918519,48674159874.0,4.64,4.18
182,2024-11-05,房地产开发,13038.32,13597.1,13619.56,13038.32,4.23,551.62,64082192,40520828537.0,4.46,3.31
181,2024-11-04,房地产开发,13028.04,13045.48,13050.28,12740.96,0.29,37.72,53903025,34760787776.0,2.38,2.78
180,2024-11-01,房地产开发,13223.56,13007.76,13400.72,12819.25,-1.17,-154.26,74423456,44561347063.0,4.42,3.84
179,2024-10-31,房地产开发,12753.5,13162.02,13349.91,12688.87,3.21,409.74,74410953,39387008217.0,5.18,3.84
178,2024-10-30,房地产开发,12519.3,12752.28,12876.34,12519.3,1.99,248.98,59212614,30708923894.0,2.86,3.06
177,2024-10-29,房地产开发,12887.57,12503.3,12946.14,12502.84,-2.46,-315.22,50994009,27931413517.0,3.46,2.63
176,2024-10-28,房地产开发,12380.22,12818.52,12819.55,12367.21,4.25,522.48,52734680,27871881206.0,3.68,2.72
175,2024-10-25,房地产开发,12017.04,12296.04,12333.6,12017.04,2.81,336.52,42761925,22605065318.0,2.65,2.21
174,2024-10-24,房地产开发,11800.62,11959.52,12063.41,11791.09,0.92,109.5,34543213,18601156519.0,2.3,1.78
173,2024-10-23,房地产开发,11773.06,11850.02,11946.38,11717.89,0.55,65.32,39374960,22540837901.0,1.94,2.03
172,2024-10-22,房地产开发,11640.61,11784.7,11791.36,11634.07,1.17,135.94,36555487,21993017029.0,1.35,1.89
171,2024-10-21,房地产开发,11684.08,11648.76,11738.76,11576.01,-0.35,-40.72,46219299,28929484009.0,1.39,2.39
170,2024-10-18,房地产开发,11423.08,11689.48,11823.57,11252.15,1.39,159.75,53237195,30262558572.0,4.96,2.75
169,2024-10-17,房地产开发,12123.77,11529.73,12123.77,11523.62,-4.37,-527.0,66531227,36546396596.0,4.98,3.43
168,2024-10-16,房地产开发,11542.87,12056.73,12058.11,11542.87,4.83,555.09,66955350,39093842576.0,4.48,3.46
167,2024-10-15,房地产开发,11597.19,11501.64,11793.44,11486.8,-1.71,-200.57,46702494,26215325585.0,2.62,2.41
