,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,医疗器械,600807,济高发展,2.82,10.16,0.26,630870,176811414.0,5.47,2.82,2.68,2.74,2.56,8.02,-40.71,14.19
1,医疗器械,603880,南卫股份,4.84,10.0,0.44,53359,25619534.0,7.95,4.84,4.49,4.49,4.4,1.85,-78.81,3.06
2,医疗器械,002551,尚荣医疗,3.05,4.1,0.12,282683,87360633.8,7.17,3.18,2.97,2.97,2.93,4.63,131.22,0.98
3,医疗器械,688108,赛诺医疗,9.81,3.26,0.31,64400,63389093.0,5.79,10.08,9.53,9.58,9.5,1.56,-451.04,4.73
4,医疗器械,688085,三友医疗,18.72,2.86,0.52,14529,26990292.0,4.62,18.85,18.01,18.35,18.2,0.58,407.01,2.43
5,医疗器械,300639,凯普生物,5.77,2.67,0.15,106321,60223265.46,5.69,5.84,5.52,5.56,5.62,1.67,-10.68,0.83
6,医疗器械,688236,春立医疗,12.11,2.54,0.3,17148,20798161.0,3.73,12.26,11.82,11.82,11.81,2.16,56.97,1.66
7,医疗器械,688013,天臣医疗,18.89,2.5,0.46,9662,18184630.0,4.4,19.32,18.51,18.56,18.43,1.19,26.89,2.88
8,医疗器械,002223,鱼跃医疗,35.83,2.34,0.82,74102,264758056.26,2.86,36.1,35.1,35.1,35.01,0.79,17.59,2.87
9,医疗器械,688606,奥泰生物,69.89,2.22,1.52,6908,47899588.0,2.93,70.13,68.13,68.54,68.37,0.87,21.04,1.47
10,医疗器械,603976,正川股份,16.35,2.19,0.35,9975,16297285.0,3.0,16.48,16.0,16.0,16.0,0.66,35.7,2.06
11,医疗器械,688617,惠泰医疗,378.5,2.16,8.0,3886,147958294.0,4.96,384.86,366.5,370.5,370.5,0.4,52.35,15.44
12,医疗器械,002932,明德生物,18.11,2.14,0.38,18147,32793882.89,2.37,18.22,17.8,17.8,17.73,1.16,39.02,0.72
13,医疗器械,300453,三鑫医疗,7.63,2.14,0.16,39865,30412017.5,3.35,7.68,7.43,7.51,7.47,1.12,17.8,3.16
14,医疗器械,605369,拱东医疗,29.58,2.07,0.6,7499,22053208.0,2.59,29.68,28.93,28.93,28.98,0.48,24.72,2.8
15,医疗器械,603301,振德医疗,21.9,2.05,0.44,37456,81626779.0,3.4,22.1,21.37,21.41,21.46,1.41,14.23,1.05
16,医疗器械,688271,联影医疗,124.39,2.01,2.45,23487,293477246.0,4.09,126.6,121.61,121.8,121.94,0.4,114.56,5.33
17,医疗器械,300289,利德曼,4.78,1.7,0.08,93476,45581543.41,8.94,5.14,4.72,4.76,4.7,1.72,1820.04,1.5
18,医疗器械,301122,采纳股份,19.32,1.47,0.28,22140,43422101.8,4.99,20.07,19.12,19.12,19.04,3.29,30.83,1.3
19,医疗器械,688351,微电生理-U,18.35,1.44,0.26,31821,58980894.0,4.26,19.0,18.23,18.45,18.09,2.55,155.22,4.99
20,医疗器械,301234,五洲医疗,26.04,1.4,0.36,7834,20558451.0,3.04,26.5,25.72,25.72,25.68,4.25,38.68,2.34
21,医疗器械,603987,康德莱,7.29,1.25,0.09,45355,33189733.0,2.5,7.38,7.2,7.2,7.2,1.04,14.47,1.27
22,医疗器械,300463,迈克生物,12.35,1.23,0.15,72737,90123458.64,2.3,12.49,12.21,12.24,12.2,1.48,20.16,1.16
23,医疗器械,603309,维力医疗,11.72,1.21,0.14,22673,26624774.0,2.07,11.83,11.59,11.59,11.58,0.78,15.44,1.87
24,医疗器械,688067,爱威科技,18.08,1.18,0.21,6853,12399892.0,4.03,18.53,17.81,17.89,17.87,1.01,36.69,2.46
25,医疗器械,300326,凯利泰,7.14,1.13,0.08,124441,88949104.56,3.12,7.25,7.03,7.11,7.06,1.74,68.49,1.79
