,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
240,2025-01-27,银行,3727.23,3776.5,3790.66,3727.23,1.49,55.61,36445716,25693797121.0,1.7,0.28
239,2025-01-24,银行,3706.29,3720.89,3733.94,3667.15,0.2,7.36,33777956,23696983200.0,1.8,0.26
238,2025-01-23,银行,3650.51,3713.53,3732.68,3650.51,2.43,87.95,48330089,32231915088.0,2.27,0.37
237,2025-01-22,银行,3687.75,3625.58,3688.57,3616.64,-1.79,-65.99,33259048,23535090377.0,1.95,0.25
236,2025-01-21,银行,3708.86,3691.57,3716.64,3679.36,-0.11,-4.21,25368709,17617194804.0,1.01,0.19
235,2025-01-20,银行,3710.68,3695.78,3731.4,3692.65,-0.02,-0.61,28409578,20249595363.0,1.05,0.21
234,2025-01-17,银行,3703.8,3696.39,3723.53,3677.85,-0.41,-15.17,27337653,19410048430.0,1.23,0.21
233,2025-01-16,银行,3679.09,3711.56,3720.06,3662.08,1.39,50.94,31649478,22263661173.0,1.58,0.24
232,2025-01-15,银行,3641.48,3660.62,3706.41,3640.97,0.44,16.0,32907703,24250815273.0,1.8,0.25
231,2025-01-14,银行,3590.1,3644.62,3651.57,3584.05,1.58,56.59,34161759,24119381713.0,1.88,0.26
230,2025-01-13,银行,3617.63,3588.03,3620.62,3558.39,-1.37,-49.9,32873810,22514036479.0,1.71,0.25
229,2025-01-10,银行,3673.65,3637.93,3688.31,3617.17,-0.91,-33.56,29884919,20835374816.0,1.94,0.23
228,2025-01-09,银行,3705.45,3671.49,3706.94,3657.92,-1.02,-38.0,29300966,20835823864.0,1.32,0.22
227,2025-01-08,银行,3683.39,3709.49,3720.98,3665.36,0.64,23.73,38779653,28163963862.0,1.51,0.29
226,2025-01-07,银行,3660.51,3685.76,3688.63,3640.95,0.46,16.76,31919656,22253791786.0,1.3,0.24
225,2025-01-06,银行,3641.78,3669.0,3670.48,3585.46,0.8,29.15,40686641,28355156731.0,2.34,0.31
224,2025-01-03,银行,3680.79,3639.85,3702.93,3634.92,-0.91,-33.55,41739901,28713495076.0,1.85,0.32
223,2025-01-02,银行,3777.47,3673.4,3799.45,3658.03,-2.58,-97.32,52958342,35710145422.0,3.75,0.4
222,2024-12-31,银行,3823.63,3770.72,3861.0,3770.4,-1.5,-57.52,48996344,32912715124.0,2.37,0.37
221,2024-12-30,银行,3768.06,3828.24,3834.3,3768.06,1.32,50.02,43296590,31199301307.0,1.75,0.33
