,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,航空机场,000089,深圳机场,7.07,1.0,0.07,101700,71925382.94,1.71,7.11,6.99,7.0,7.0,0.5,33.27,1.29
1,航空机场,600897,厦门空港,14.66,0.83,0.12,20659,30391821.0,1.93,14.82,14.54,14.54,14.54,0.5,12.35,1.39
2,航空机场,601021,春秋航空,53.98,0.45,0.24,32252,175042238.0,1.92,54.66,53.63,53.86,53.74,0.33,15.21,2.98
3,航空机场,600004,白云机场,9.38,0.11,0.01,125205,117939205.0,1.17,9.48,9.37,9.37,9.37,0.53,24.93,1.23
4,航空机场,600221,海航控股,1.63,0.0,0.0,2190146,357857876.0,1.84,1.65,1.62,1.63,1.63,0.67,24.31,16.17
5,航空机场,600115,中国东航,3.88,0.0,0.0,610479,237526241.0,1.8,3.93,3.86,3.9,3.88,0.36,-470.06,4.38
6,航空机场,900945,海控B股,0.317,-0.31,-0.001,1650,52216.0,1.57,0.32,0.315,0.32,0.318,0.04,33.13,22.03
7,航空机场,600009,上海机场,33.16,-0.54,-0.18,70232,234169051.0,1.23,33.55,33.14,33.36,33.34,0.37,51.5,2.02
8,航空机场,600515,海南机场,3.65,-0.54,-0.02,312790,114995305.0,2.45,3.74,3.65,3.7,3.67,0.34,146.94,1.78
9,航空机场,002928,华夏航空,7.12,-0.84,-0.06,93931,67563384.64,1.95,7.26,7.12,7.17,7.18,0.73,22.26,2.68
10,航空机场,601111,中国国航,7.48,-1.06,-0.08,385832,289963486.0,2.25,7.62,7.45,7.56,7.56,0.33,71.88,2.8
11,航空机场,600029,南方航空,6.19,-1.28,-0.08,443247,274970102.0,2.07,6.29,6.16,6.26,6.27,0.35,42.81,2.9
12,航空机场,603885,吉祥航空,13.24,-2.72,-0.37,91669,122502580.0,3.75,13.71,13.2,13.69,13.61,0.42,17.18,3.14
13,航空机场,000099,中信海直,23.2,-2.73,-0.65,191256,451178240.16,4.53,24.28,23.2,23.88,23.85,2.47,69.26,3.44
