,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,风电设备,301456,盘古智能,23.83,3.97,0.91,29153,69874713.34,9.34,24.99,22.85,23.09,22.92,4.96,47.75,1.68
1,风电设备,600458,时代新材,12.23,1.07,0.13,52521,64061709.0,1.98,12.3,12.06,12.1,12.1,0.65,24.82,1.68
2,风电设备,605305,中际联合,28.56,0.88,0.25,35372,101590431.0,4.06,29.36,28.21,28.38,28.31,1.66,19.1,2.42
3,风电设备,301063,海锅股份,16.3,0.12,0.02,15981,26337513.0,2.58,16.67,16.25,16.46,16.28,1.87,55.41,1.11
4,风电设备,688349,三一重能,26.93,-0.19,-0.05,12591,34037656.0,2.08,27.33,26.77,27.26,26.98,0.67,36.17,2.63
5,风电设备,601218,吉鑫科技,3.05,-0.33,-0.01,91192,28091013.0,2.61,3.12,3.04,3.06,3.06,0.94,61.02,1.04
6,风电设备,301155,海力风电,56.41,-0.42,-0.24,23017,130758035.72,2.93,57.66,56.0,56.8,56.65,1.96,105.96,2.24
7,风电设备,603218,日月股份,12.07,-1.07,-0.13,60084,72736659.0,2.3,12.29,12.01,12.24,12.2,0.59,18.42,1.24
8,风电设备,002487,大金重工,19.86,-1.1,-0.22,57968,115497065.63,2.19,20.23,19.79,20.08,20.08,0.92,33.68,1.79
9,风电设备,300129,泰胜风能,6.92,-1.14,-0.08,70064,48806360.98,2.0,7.05,6.91,7.0,7.0,1.05,32.51,1.47
10,风电设备,600072,中船科技,11.93,-1.16,-0.14,120771,145295366.0,2.07,12.18,11.93,12.08,12.07,1.11,-190.96,1.68
11,风电设备,300772,运达股份,12.99,-1.22,-0.16,68393,89348051.54,2.59,13.24,12.9,13.13,13.15,0.98,25.63,1.66
12,风电设备,301232,飞沃科技,24.2,-1.55,-0.38,9685,23813924.17,3.25,24.94,24.14,24.64,24.58,2.17,-18.76,1.25
13,风电设备,601615,明阳智能,10.38,-2.26,-0.24,252715,263289184.0,3.11,10.64,10.31,10.38,10.62,1.11,21.87,0.87
14,风电设备,688186,广大特材,18.2,-2.41,-0.45,20029,36906960.0,3.75,18.9,18.2,18.9,18.65,0.93,36.87,1.16
15,风电设备,301163,宏德股份,20.81,-2.53,-0.54,18742,39751165.0,4.17,21.69,20.8,21.52,21.35,5.6,66.54,1.53
16,风电设备,002531,天顺风能,7.16,-2.59,-0.19,198454,144540708.61,3.27,7.4,7.16,7.36,7.35,1.11,33.09,1.42
17,风电设备,603507,振江股份,24.03,-2.83,-0.7,31663,76408903.0,3.07,24.66,23.9,24.64,24.73,1.72,20.15,1.78
18,风电设备,300185,通裕重工,2.39,-2.85,-0.07,457297,111354506.67,4.47,2.5,2.39,2.47,2.46,1.25,127.74,1.39
19,风电设备,300690,双一科技,21.3,-3.01,-0.66,27997,60782410.3,4.51,22.29,21.3,22.09,21.96,2.54,41.17,2.43
20,风电设备,002202,金风科技,9.61,-3.03,-0.3,325078,316442096.37,3.03,9.91,9.61,9.9,9.91,0.97,16.99,1.11
21,风电设备,300850,新强联,19.8,-3.04,-0.62,49447,99217809.16,3.82,20.58,19.8,20.47,20.42,2.01,-147.62,1.47
22,风电设备,300569,天能重工,4.36,-3.11,-0.14,128022,56307037.99,2.22,4.46,4.36,4.45,4.5,1.26,580.47,0.81
23,风电设备,603985,恒润股份,10.17,-3.33,-0.35,64843,67304768.0,5.04,10.69,10.16,10.6,10.52,1.47,-45.64,1.37
24,风电设备,301040,中环海陆,12.09,-3.43,-0.43,38659,47923356.0,5.67,12.74,12.03,12.41,12.52,5.4,-13.49,1.37
25,风电设备,300443,金雷股份,19.48,-3.75,-0.76,56949,112868707.76,4.4,20.35,19.46,20.25,20.24,2.35,31.37,1.03
26,风电设备,300904,威力传动,50.12,-4.15,-2.17,8920,44978457.62,5.18,52.42,49.71,52.42,52.29,4.06,169.95,4.55
27,风电设备,688660,电气风电,8.95,-4.48,-0.42,315458,284286387.0,5.66,9.43,8.9,9.26,9.37,2.37,-18.78,2.21
28,风电设备,603063,禾望电气,31.6,-9.38,-3.27,455213,1501061341.0,9.0,34.74,31.6,33.12,34.87,10.25,41.54,3.42
