,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,互联网服务,300766,每日互动,24.1,20.02,4.02,202135,487145398.2,0.0,24.1,24.1,24.1,20.08,5.68,1117.02,5.85
1,互联网服务,301299,卓创资讯,80.08,20.01,13.35,158156,1250656766.08,7.61,80.08,75.0,77.0,66.73,44.9,68.46,8.21
2,互联网服务,300634,彩讯股份,29.54,15.66,4.0,1080284,2957463298.96,19.46,30.51,25.54,26.75,25.54,24.85,51.22,4.92
3,互联网服务,300287,飞利信,4.73,14.25,0.59,2525616,1183866041.9,9.9,4.9,4.49,4.8,4.14,19.27,-41.05,5.39
4,互联网服务,003005,竞业达,32.42,10.01,2.95,51544,167105421.06,0.0,32.42,32.42,32.42,29.47,6.98,165.11,2.87
5,互联网服务,605398,新炬网络,27.92,10.01,2.54,13481,37639036.0,0.0,27.92,27.92,27.92,25.38,0.83,137.08,4.37
6,互联网服务,002530,金财互联,12.1,10.0,1.1,2480869,2847066350.78,11.0,12.1,10.89,11.59,11.0,35.69,2210.09,7.32
7,互联网服务,002380,科远智慧,20.7,9.99,1.88,191159,393173954.0,4.04,20.7,19.94,20.31,18.82,13.44,23.49,2.33
8,互联网服务,603636,南威软件,12.47,9.96,1.13,1056808,1305927979.0,5.11,12.47,11.89,12.47,11.34,18.21,-33.59,2.88
9,互联网服务,002331,皖通科技,7.53,6.21,0.44,206083,155194992.56,4.51,7.7,7.38,7.45,7.09,5.21,-119.94,1.86
10,互联网服务,300096,ST易联众,3.26,5.5,0.17,101165,31837234.47,9.71,3.36,3.06,3.06,3.09,2.36,-15.46,4.89
11,互联网服务,002315,焦点科技,50.88,5.34,2.58,245970,1249844196.02,5.4,52.0,49.39,49.39,48.3,12.17,33.84,6.71
12,互联网服务,600571,信雅达,13.12,5.13,0.64,538463,704979957.0,6.33,13.45,12.66,12.85,12.48,11.76,-801.21,5.46
13,互联网服务,300419,ST浩丰,4.77,5.07,0.23,237113,112110679.0,4.63,4.83,4.62,4.63,4.54,6.45,222.55,3.85
14,互联网服务,600228,返利科技,4.78,4.6,0.21,386785,184245948.0,6.35,4.91,4.62,4.65,4.57,9.28,-457.76,3.92
15,互联网服务,002354,天娱数科,6.1,4.45,0.26,2809485,1693868876.43,9.08,6.25,5.72,6.0,5.84,17.36,-882.07,7.24
16,互联网服务,300687,赛意信息,20.24,4.06,0.79,307200,610842958.99,5.71,20.48,19.37,19.91,19.45,9.44,65.77,3.08
17,互联网服务,300020,*ST银江,2.83,4.04,0.11,342493,97526356.8,9.19,2.94,2.69,2.69,2.72,4.47,-10.09,0.56
18,互联网服务,300277,海联讯,11.53,3.87,0.43,183548,209850960.0,6.04,11.75,11.08,11.22,11.1,5.49,641.04,7.93
19,互联网服务,603869,ST智知,5.74,3.42,0.19,17810,10153833.0,2.7,5.75,5.6,5.7,5.55,0.35,110.18,0.77
20,互联网服务,600070,*ST富润,1.27,3.25,0.04,200003,25534364.0,4.88,1.29,1.23,1.29,1.23,3.95,-3.1,1.28
21,互联网服务,301110,青木科技,70.0,3.02,2.05,93849,667451712.58,8.82,74.5,68.51,70.46,67.95,19.33,67.26,4.64
22,互联网服务,002316,ST亚联,3.42,3.01,0.1,119368,41084398.46,3.92,3.49,3.36,3.49,3.32,3.79,93.27,18.86
23,互联网服务,300300,ST峡创,2.83,2.91,0.08,172577,48366434.31,5.45,2.89,2.74,2.76,2.75,2.59,-27.2,13.79
24,互联网服务,300226,上海钢联,24.28,2.66,0.63,283875,698046910.03,3.93,25.08,24.15,24.15,23.65,9.26,45.65,3.96
25,互联网服务,300518,新迅达,11.86,2.51,0.29,64315,76656126.22,6.05,12.25,11.55,11.79,11.57,3.23,-21.14,2.34
26,互联网服务,688787,海天瑞声,133.98,2.45,3.2,82349,1155442917.0,13.0,149.1,132.1,138.09,130.78,13.65,1599.95,10.97
