,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
240,2025-01-27,通信设备,12910.32,12595.17,12952.71,12595.17,-3.12,-406.29,24435362,63904262783.0,2.75,3.91
239,2025-01-24,通信设备,12685.39,13001.47,13009.97,12681.56,2.08,265.34,26436602,66733217614.0,2.58,4.23
238,2025-01-23,通信设备,12959.81,12736.13,13221.42,12736.13,-0.62,-79.33,28768884,79258595451.0,3.79,4.6
237,2025-01-22,通信设备,12762.93,12815.46,12897.9,12744.17,0.14,18.07,23543392,72701319458.0,1.2,3.77
236,2025-01-21,通信设备,12800.75,12797.39,12839.04,12617.93,0.87,109.81,24129921,69282188813.0,1.74,3.86
235,2025-01-20,通信设备,12614.48,12687.58,12754.98,12537.42,1.41,175.8,23060808,61356819093.0,1.74,3.69
234,2025-01-17,通信设备,12424.03,12511.78,12618.76,12328.41,0.04,5.3,22600011,62147880168.0,2.32,3.62
233,2025-01-16,通信设备,12425.34,12506.48,12630.15,12295.27,1.24,152.71,23610065,69261085853.0,2.71,3.78
232,2025-01-15,通信设备,12421.3,12353.77,12494.3,12315.65,-0.86,-107.12,20810981,49201665192.0,1.43,3.33
231,2025-01-14,通信设备,11889.2,12460.89,12462.45,11839.97,5.29,625.83,25930901,60210621214.0,5.26,4.15
230,2025-01-13,通信设备,11697.69,11835.06,11940.76,11508.77,-0.13,-15.01,18031703,43883189495.0,3.65,2.89
229,2025-01-10,通信设备,12221.22,11850.07,12344.86,11850.07,-3.54,-435.14,22460620,55506571701.0,4.03,3.59
228,2025-01-09,通信设备,12098.91,12285.21,12370.31,12092.82,0.8,97.85,24868725,58798941010.0,2.28,3.98
227,2025-01-08,通信设备,12117.8,12187.36,12270.71,11762.97,-0.22,-27.35,25520960,57434479658.0,4.16,4.08
226,2025-01-07,通信设备,11761.57,12214.71,12214.73,11757.36,3.93,462.39,23313203,56774033657.0,3.89,3.73
225,2025-01-06,通信设备,11942.07,11752.32,11984.97,11642.52,-1.6,-191.0,21712443,47967359216.0,2.87,3.47
224,2025-01-03,通信设备,12529.54,11943.32,12567.68,11922.73,-4.35,-543.38,26073624,56316131622.0,5.17,4.17
223,2025-01-02,通信设备,12750.85,12486.7,12907.06,12348.03,-2.25,-287.83,26860169,62631982475.0,4.38,4.3
222,2024-12-31,通信设备,13288.46,12774.53,13328.44,12773.53,-3.87,-514.02,26960740,65364453885.0,4.18,4.31
221,2024-12-30,通信设备,13396.84,13288.55,13494.35,13122.1,-0.92,-123.93,27866045,71933074914.0,2.78,4.46
220,2024-12-27,通信设备,13531.22,13412.48,13649.32,13355.46,-0.75,-101.02,31227060,73419315155.0,2.17,5.0
219,2024-12-26,通信设备,13037.85,13513.5,13607.41,13031.04,3.34,436.48,29996654,80694106255.0,4.41,4.8
218,2024-12-25,通信设备,13259.67,13077.02,13263.47,12905.4,-1.7,-226.77,26550859,65584205078.0,2.69,4.25
217,2024-12-24,通信设备,13229.0,13303.79,13389.56,13000.08,0.83,109.3,25598999,62391868445.0,2.95,4.1
216,2024-12-23,通信设备,13799.75,13194.49,13874.83,13187.6,-4.55,-628.35,32614866,79380632079.0,4.97,5.22
