,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,航天航空,603261,立航科技,21.84,4.6,0.96,55703,117550674.0,13.79,22.88,20.0,20.0,20.88,21.18,-37.58,2.17
1,航天航空,688685,迈信林,38.17,3.92,1.44,69036,259358288.0,5.5,38.5,36.48,37.3,36.73,4.75,114.66,7.69
2,航天航空,688287,ST观典,5.45,0.93,0.05,16636,9113570.0,2.59,5.56,5.42,5.45,5.4,0.45,-24.91,2.21
3,航天航空,920116,星图测控,48.0,0.42,0.2,35140,170240506.85,4.44,49.7,47.58,48.25,47.8,13.45,78.87,12.04
4,航天航空,002985,北摩高科,21.75,0.32,0.07,17966,39053170.85,2.31,22.0,21.5,21.7,21.68,0.87,65.02,2.84
5,航天航空,000697,炼石航空,7.6,0.13,0.01,76718,58852741.0,2.5,7.75,7.56,7.6,7.59,1.36,-23.93,32.02
6,航天航空,600893,航发动力,37.34,0.03,0.01,81348,305886836.0,1.45,37.86,37.32,37.33,37.33,0.31,102.8,2.5
7,航天航空,688563,航材股份,55.01,0.02,0.01,5516,30447602.0,1.56,55.66,54.8,55.03,55.0,0.48,42.58,2.42
8,航天航空,300722,新余国科,25.27,-0.12,-0.03,37606,96389201.38,3.36,26.08,25.23,25.68,25.3,1.36,79.77,11.3
9,航天航空,688070,纵横股份,36.5,-0.14,-0.05,9862,36349052.0,3.72,37.5,36.14,36.14,36.55,1.13,-44.86,5.79
10,航天航空,000768,中航西飞,25.44,-0.31,-0.08,123630,315746702.2,1.45,25.75,25.38,25.53,25.52,0.45,56.24,3.49
11,航天航空,002297,博云新材,6.27,-0.32,-0.02,66608,42112221.24,3.02,6.42,6.23,6.33,6.29,1.16,-160.0,1.71
12,航天航空,600372,中航机载,11.36,-0.44,-0.05,133995,153157430.0,1.31,11.51,11.36,11.44,11.41,0.28,34.27,1.48
13,航天航空,000738,航发控制,19.62,-0.51,-0.1,68554,134988910.65,1.57,19.85,19.54,19.77,19.72,0.52,30.77,2.11
14,航天航空,003009,中天火箭,37.6,-0.71,-0.27,5155,19516551.0,1.77,38.2,37.53,37.8,37.87,0.33,254.99,3.72
15,航天航空,600760,中航沈飞,46.56,-0.79,-0.37,68834,322146036.0,1.81,47.2,46.35,47.2,46.93,0.25,52.94,8.24
16,航天航空,300696,爱乐达,14.22,-0.97,-0.14,29087,42037745.75,3.62,14.73,14.21,14.48,14.36,1.56,-167.73,2.26
