,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,医疗服务,605186,健麾信息,20.1,3.77,0.73,36318,73406046.0,8.67,21.0,19.32,19.36,19.37,2.67,63.97,2.55
1,医疗服务,603127,昭衍新药,16.08,2.49,0.39,96014,156904743.0,4.33,16.68,16.0,16.0,15.69,1.52,-128.56,1.51
2,医疗服务,002044,美年健康,4.36,1.16,0.05,376733,164383225.88,2.78,4.42,4.3,4.32,4.31,0.97,519.62,2.23
3,医疗服务,603108,润达医疗,16.35,1.11,0.18,378268,626793533.0,4.08,16.94,16.28,16.38,16.17,6.27,146.8,2.3
4,医疗服务,301520,万邦医药,38.2,0.9,0.34,5371,20547256.0,1.24,38.47,38.0,38.0,37.86,2.43,24.55,1.71
5,医疗服务,200028,一致Ｂ,12.94,0.86,0.11,1221,1575910.6,0.78,12.95,12.85,12.94,12.83,0.17,4.57,0.36
6,医疗服务,600721,百花医药,6.56,0.77,0.05,70694,46467322.0,2.15,6.63,6.49,6.49,6.51,1.84,78.88,3.4
7,医疗服务,002172,澳洋健康,3.11,0.65,0.02,115625,36299665.8,2.59,3.18,3.1,3.1,3.09,1.51,46.18,17.97
8,医疗服务,301103,何氏眼科,18.58,0.38,0.07,9034,16947574.1,2.54,18.99,18.52,18.63,18.51,1.09,134.48,1.52
9,医疗服务,300347,泰格医药,49.0,0.37,0.18,111930,551009947.52,2.87,49.9,48.5,48.5,48.82,1.97,39.08,2.01
10,医疗服务,688076,诺泰生物,48.7,0.33,0.16,39746,196194965.0,3.23,50.1,48.53,48.53,48.54,1.81,22.92,4.2
11,医疗服务,002524,光正眼科,3.53,0.28,0.01,77862,27684232.0,3.41,3.62,3.5,3.51,3.52,1.53,-65.97,6.71
12,医疗服务,000504,南华生物,8.85,0.23,0.02,29147,26205031.0,3.51,9.13,8.82,8.82,8.83,0.94,-260.44,11.75
13,医疗服务,688238,和元生物,4.65,0.22,0.01,54004,25359885.0,2.59,4.75,4.63,4.65,4.64,1.16,-11.93,1.61
14,医疗服务,301235,华康医疗,19.15,0.1,0.02,7743,14989428.0,2.61,19.6,19.1,19.47,19.13,1.52,77.24,1.14
15,医疗服务,000516,国际医学,4.86,0.0,0.0,128215,62758434.1,2.06,4.94,4.84,4.88,4.86,0.58,-38.84,3.01
16,医疗服务,301080,百普赛斯,48.94,-0.02,-0.01,9642,47497555.5,2.27,49.89,48.78,48.9,48.95,1.06,52.76,2.32
17,医疗服务,300404,博济医药,8.34,-0.12,-0.01,59764,50287846.55,2.16,8.51,8.33,8.35,8.35,2.17,55.26,3.24
18,医疗服务,002173,创新医疗,8.28,-0.24,-0.02,207671,173208756.0,2.41,8.45,8.25,8.32,8.3,5.0,-98.42,1.98
19,医疗服务,002821,凯莱英,74.5,-0.32,-0.24,16432,123695625.0,2.45,76.33,74.5,75.0,74.74,0.5,28.93,1.65
20,医疗服务,300015,爱尔眼科,12.33,-0.4,-0.05,474203,590214470.24,2.02,12.58,12.33,12.43,12.38,0.6,24.99,5.64
21,医疗服务,301257,普蕊斯,26.36,-0.45,-0.12,10666,28395558.8,2.0,26.85,26.32,26.48,26.48,2.24,21.75,1.84
22,医疗服务,688315,诺禾致源,12.16,-0.49,-0.06,22687,27667331.0,2.7,12.34,12.01,12.16,12.22,0.55,28.23,2.08
23,医疗服务,301096,百诚医药,34.06,-0.5,-0.17,14419,49548322.04,1.87,34.7,34.06,34.3,34.23,2.08,19.7,1.34
24,医疗服务,300143,盈康生命,8.62,-0.58,-0.05,26744,23278336.3,2.31,8.8,8.6,8.68,8.67,0.42,58.7,2.71
25,医疗服务,301033,迈普医学,44.72,-0.6,-0.27,3947,17728935.04,2.18,45.48,44.5,44.99,44.99,0.7,42.25,4.42
26,医疗服务,688621,阳光诺和,34.87,-0.71,-0.25,14283,50160921.0,2.19,35.53,34.76,35.2,35.12,1.28,14.1,3.45
27,医疗服务,603259,药明康德,55.36,-0.9,-0.5,219337,1221098269.0,1.7,56.28,55.33,55.87,55.86,0.88,18.35,2.9
28,医疗服务,301267,华厦眼科,17.57,-0.9,-0.16,37580,66799934.0,2.37,17.99,17.57,17.82,17.73,1.14,26.3,2.54
29,医疗服务,301201,诚达药业,18.4,-0.92,-0.17,7773,14521091.0,2.64,18.89,18.4,18.65,18.57,0.89,52.86,1.28
30,医疗服务,300149,睿智医药,5.98,-0.99,-0.06,78672,47926375.4,3.48,6.19,5.98,6.1,6.04,1.58,-36.22,2.18
31,医疗服务,002219,新里程,2.48,-1.2,-0.03,365123,91143413.46,3.19,2.55,2.47,2.51,2.51,1.12,119.34,3.63
32,医疗服务,600763,通策医疗,41.01,-1.28,-0.53,40840,168770382.0,2.38,41.94,40.95,41.68,41.54,0.91,27.61,4.45
33,医疗服务,301239,普瑞眼科,41.37,-1.31,-0.55,13877,58429000.0,5.68,43.43,41.05,42.05,41.92,1.96,293.05,2.79
34,医疗服务,301333,诺思格,47.13,-1.46,-0.7,5971,28793248.0,4.41,49.18,47.07,48.38,47.83,1.04,40.44,2.53
35,医疗服务,603882,金域医学,24.44,-1.61,-0.4,52317,129505766.0,3.14,25.21,24.43,24.99,24.84,1.14,90.49,1.45
36,医疗服务,688222,成都先导,12.23,-1.69,-0.21,44842,55394891.0,3.14,12.55,12.16,12.42,12.44,1.12,122.02,3.56
37,医疗服务,688202,美迪西,27.49,-1.82,-0.51,15302,42736830.0,3.86,28.57,27.49,28.25,28.0,1.14,-21.58,1.57
38,医疗服务,002622,皓宸医疗,2.65,-1.85,-0.05,169396,45354263.4,3.7,2.75,2.65,2.72,2.7,2.02,123.7,4.97
39,医疗服务,300244,迪安诊断,10.45,-2.15,-0.23,97333,103493741.0,4.21,10.9,10.45,10.66,10.68,1.94,37.43,0.93
40,医疗服务,300759,康龙化成,24.85,-2.2,-0.56,123888,312656383.55,3.15,25.65,24.85,25.28,25.41,0.87,23.3,3.3
41,医疗服务,301293,三博脑科,44.0,-2.44,-1.1,45482,202751564.1,3.13,45.41,44.0,45.4,45.1,2.83,65.02,3.94
42,医疗服务,600327,大东方,4.78,-2.85,-0.14,265722,129407544.0,5.08,5.03,4.78,4.95,4.92,3.0,31.46,1.29
43,医疗服务,688246,嘉和美康,23.93,-3.16,-0.78,18910,45560804.0,4.49,24.75,23.64,24.75,24.71,1.87,-59.85,1.84
