,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,装修装饰,002047,宝鹰股份,2.61,10.13,0.24,315864,81598576.3,8.86,2.61,2.4,2.4,2.37,2.08,-6.85,-20.69
1,装修装饰,603408,建霖家居,13.57,3.98,0.52,55281,75164968.0,5.52,13.85,13.13,13.13,13.05,1.24,11.49,1.9
2,装修装饰,001212,中旗新材,22.77,3.78,0.83,32504,74648069.34,7.06,23.5,21.95,22.0,21.94,3.17,55.25,1.75
3,装修装饰,002620,瑞和股份,2.99,3.46,0.1,243597,74008329.0,6.57,3.14,2.95,2.97,2.89,7.73,-7.81,9.17
4,装修装饰,603272,联翔股份,15.58,3.25,0.49,33216,52609122.0,7.69,16.37,15.21,15.25,15.09,7.82,-154.87,2.84
5,装修装饰,002830,名雕股份,13.12,2.02,0.26,25376,33391252.09,3.65,13.37,12.9,13.1,12.86,3.8,81.5,2.71
6,装修装饰,300506,*ST名家,3.08,1.99,0.06,45329,14018756.85,5.63,3.17,3.0,3.0,3.02,0.79,-46.94,19.5
7,装修装饰,603385,惠达卫浴,6.57,1.86,0.12,40850,27029534.0,3.72,6.7,6.46,6.51,6.45,1.07,20.07,0.67
8,装修装饰,601886,江河集团,5.31,1.72,0.09,89764,47976783.0,3.07,5.39,5.23,5.25,5.22,0.79,10.42,0.85
9,装修装饰,603216,梦天家居,11.03,1.66,0.18,24345,26979218.0,3.04,11.2,10.87,10.99,10.85,4.29,45.02,1.4
10,装修装饰,002247,聚力文化,2.61,1.56,0.04,336601,88695903.4,5.45,2.71,2.57,2.59,2.57,5.23,7.55,3.55
11,装修装饰,605287,德才股份,11.85,1.37,0.16,16972,20210372.0,3.59,12.06,11.64,11.69,11.69,1.21,15.87,0.87
12,装修装饰,002375,亚厦股份,3.73,1.08,0.04,101837,38384124.16,3.52,3.83,3.7,3.7,3.69,0.77,14.82,0.63
13,装修装饰,002822,ST中装,3.8,1.06,0.04,106885,39522730.45,7.71,3.88,3.59,3.76,3.76,1.98,-2.61,1.46
14,装修装饰,605178,时空科技,16.56,0.98,0.16,21045,35089453.0,5.12,17.17,16.33,16.5,16.4,2.12,-9.06,1.12
15,装修装饰,603828,ST柯利达,3.28,0.92,0.03,26740,8785857.0,2.77,3.34,3.25,3.33,3.25,0.45,86.56,2.6
16,装修装饰,002084,海鸥住工,2.85,0.71,0.02,113128,32840170.23,4.59,2.96,2.83,2.85,2.83,1.76,-304.93,1.16
17,装修装饰,002081,金 螳 螂,3.41,0.59,0.02,144668,49754639.0,2.36,3.48,3.4,3.4,3.39,0.55,14.51,0.67
18,装修装饰,002789,建艺集团,6.64,0.45,0.03,102151,69403633.8,5.6,7.01,6.64,6.8,6.61,7.77,190.61,32.01
19,装修装饰,000055,方大集团,3.93,0.0,0.0,85600,34071467.0,2.8,4.04,3.93,3.94,3.93,1.27,21.14,0.7
20,装修装饰,301113,雅艺科技,23.78,-0.13,-0.03,5356,12837003.22,2.77,24.38,23.72,24.38,23.81,1.27,223.21,2.29
21,装修装饰,605318,法狮龙,20.1,-0.3,-0.06,7237,14766169.0,3.37,20.76,20.08,20.21,20.16,0.58,-154.68,3.31
22,装修装饰,002989,中天精装,23.18,-0.52,-0.12,32017,75862365.88,4.46,24.19,23.15,23.5,23.3,1.79,-31.16,2.66
23,装修装饰,603929,亚翔集成,29.53,-0.97,-0.29,96481,286533916.0,3.59,30.32,29.25,29.92,29.82,4.52,10.76,3.78
24,装修装饰,002482,广田集团,1.94,-1.02,-0.02,257541,50620817.44,3.06,2.0,1.94,1.97,1.96,0.69,-30.64,12.17
25,装修装饰,002856,美芝股份,8.8,-1.12,-0.1,38714,34686617.76,4.49,9.18,8.78,8.96,8.9,3.2,-14.77,3.96
26,装修装饰,300621,维业股份,8.81,-1.34,-0.12,38765,34838650.0,4.48,9.15,8.75,9.04,8.93,1.98,103.26,2.06
27,装修装饰,603030,全筑股份,2.38,-1.65,-0.04,189301,45475045.0,4.96,2.46,2.34,2.41,2.42,1.44,-68.33,3.15
28,装修装饰,300986,志特新材,12.86,-1.83,-0.24,38584,50263100.78,4.89,13.38,12.74,13.1,13.1,1.57,40.07,2.36
29,装修装饰,605289,罗曼股份,23.52,-3.09,-0.75,21760,52105178.0,4.94,24.7,23.5,24.69,24.27,2.01,122.47,1.96
30,装修装饰,300374,中铁装配,16.5,-3.17,-0.54,61812,104561592.52,4.93,17.34,16.5,17.1,17.04,3.04,-45.49,4.83
31,装修装饰,603038,华立股份,14.91,-3.24,-0.5,43649,66712548.0,5.65,15.78,14.91,15.57,15.41,1.62,86.1,2.92
32,装修装饰,002963,豪尔赛,10.8,-3.4,-0.38,36951,40265045.25,3.4,11.11,10.73,10.92,11.18,3.0,196.23,1.06
33,装修装饰,301365,矩阵股份,13.94,-3.8,-0.55,30856,44248205.5,5.38,14.72,13.94,14.53,14.49,6.66,42.09,1.43
34,装修装饰,834765,美之高,22.6,-3.91,-0.92,20892,48707441.56,6.42,24.09,22.58,23.57,23.52,4.75,72.35,4.78
35,装修装饰,833580,科创新材,9.46,-5.12,-0.51,10334,10260376.99,8.43,10.3,9.46,10.15,9.97,1.85,78.24,2.48
36,装修装饰,600193,创兴资源,2.76,-8.61,-0.26,266913,73480408.0,3.64,2.83,2.72,2.72,3.02,6.27,-44.82,4.23
37,装修装饰,002713,东易日盛,3.8,-9.31,-0.39,271818,105512223.02,6.44,4.05,3.78,3.78,4.19,6.61,-2.06,-3.08
