,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
240,2025-01-27,酿酒行业,47692.87,47303.19,47992.53,47303.19,-0.82,-391.83,2439880,11596336010.0,1.45,0.8
239,2025-01-24,酿酒行业,47398.14,47695.02,47769.63,47246.53,0.14,66.08,2919027,13854114681.0,1.1,0.95
238,2025-01-23,酿酒行业,48071.5,47628.94,48513.35,47628.94,-0.16,-76.87,2583133,12434590895.0,1.85,0.84
237,2025-01-22,酿酒行业,48390.57,47705.81,48390.57,47570.49,-1.77,-860.18,2384299,12204542755.0,1.69,0.78
236,2025-01-21,酿酒行业,49341.36,48565.99,49393.91,48348.77,-1.39,-684.69,2767081,11062938680.0,2.12,0.9
235,2025-01-20,酿酒行业,49045.89,49250.68,49651.84,48902.2,0.43,211.28,2792214,14945900560.0,1.53,0.91
234,2025-01-17,酿酒行业,48633.39,49039.4,49365.34,48529.89,0.63,309.42,2784321,11662656650.0,1.71,0.91
233,2025-01-16,酿酒行业,48872.95,48729.98,49553.18,48334.05,0.1,47.21,2824391,12869264318.0,2.5,0.92
232,2025-01-15,酿酒行业,48660.47,48682.77,48883.82,48376.41,-0.14,-69.55,2631700,10301984826.0,1.04,0.86
231,2025-01-14,酿酒行业,47345.87,48752.32,48752.32,47345.87,3.03,1432.57,3432784,16826033790.0,2.97,1.12
230,2025-01-13,酿酒行业,46687.59,47319.75,47319.75,46536.62,0.5,233.39,2390143,11197789442.0,1.66,0.78
229,2025-01-10,酿酒行业,48378.05,47086.36,48451.31,47086.36,-2.74,-1324.37,2389139,10839311114.0,2.82,0.78
228,2025-01-09,酿酒行业,48200.01,48410.73,48963.18,47991.4,0.03,13.66,2447131,13041778823.0,2.01,0.8
227,2025-01-08,酿酒行业,48498.15,48397.07,48862.88,47458.3,-0.44,-215.37,3088422,15593890279.0,2.89,1.01
226,2025-01-07,酿酒行业,48011.27,48612.44,48612.44,47655.29,1.48,707.89,2667359,12330798394.0,2.0,0.87
225,2025-01-06,酿酒行业,48212.29,47904.55,48936.17,47605.89,-3.03,-1499.02,3818763,20231140991.0,2.69,1.25
224,2025-01-03,酿酒行业,50987.22,49403.57,51079.82,49257.88,-3.1,-1580.98,3996002,17242615756.0,3.57,1.31
223,2025-01-02,酿酒行业,51546.85,50984.55,52059.52,50646.57,-1.65,-856.85,4658428,23366355512.0,2.73,1.52
222,2024-12-31,酿酒行业,51638.27,51841.4,52878.56,51638.27,0.49,250.4,4412771,21209105351.0,2.4,1.44
221,2024-12-30,酿酒行业,52097.65,51591.0,52097.65,51463.14,-1.24,-648.63,2960611,14261681538.0,1.21,0.97
220,2024-12-27,酿酒行业,51673.86,52239.63,52532.33,51453.48,1.03,534.81,3135342,12607329177.0,2.09,1.02
219,2024-12-26,酿酒行业,51449.66,51704.82,51970.47,51449.66,0.12,61.89,2633308,10533866979.0,1.01,0.86
218,2024-12-25,酿酒行业,52450.29,51642.93,52457.94,51445.58,-1.73,-908.2,2968011,10786549748.0,1.93,0.97
217,2024-12-24,酿酒行业,52183.02,52551.13,52561.94,51870.84,0.23,122.58,3716974,13819069071.0,1.32,1.21
216,2024-12-23,酿酒行业,53784.88,52428.55,53827.65,52346.63,-3.04,-1643.52,4209135,14887882257.0,2.74,1.37
215,2024-12-20,酿酒行业,53619.84,54072.07,54426.28,53619.84,0.71,380.78,3497187,15400855003.0,1.5,1.14
214,2024-12-19,酿酒行业,54141.98,53691.29,54183.7,53183.87,-1.86,-1017.1,4092826,17087608616.0,1.83,1.34
213,2024-12-18,酿酒行业,55068.88,54708.39,55446.66,54579.88,-0.64,-352.38,4029451,17632575005.0,1.57,1.32
212,2024-12-17,酿酒行业,55673.81,55060.77,56181.7,54915.62,-1.27,-707.59,5275911,22508280539.0,2.27,1.72
211,2024-12-16,酿酒行业,56224.94,55768.36,56345.9,55486.47,-1.06,-595.84,5616278,23559508064.0,1.52,1.83
210,2024-12-13,酿酒行业,57423.66,56364.2,57442.98,56282.08,-2.53,-1462.49,7953814,33019602477.0,2.01,2.6
209,2024-12-12,酿酒行业,55911.61,57826.69,57829.98,55736.09,3.09,1734.22,9324208,33367264192.0,3.73,3.05
208,2024-12-11,酿酒行业,54521.36,56092.47,56342.11,54521.36,2.41,1321.12,7182030,25360472017.0,3.32,2.35
207,2024-12-10,酿酒行业,56275.11,54771.35,56434.86,54680.3,1.03,560.03,7012289,40065408030.0,3.24,2.29
206,2024-12-09,酿酒行业,54558.34,54211.32,54825.35,53908.52,-0.71,-386.55,3602885,14737052611.0,1.68,1.18
205,2024-12-06,酿酒行业,54161.29,54597.87,54829.4,54019.02,0.59,317.99,3739631,17389449975.0,1.49,1.22
204,2024-12-05,酿酒行业,53876.68,54279.88,54302.59,53745.36,0.22,119.05,3276594,12022012765.0,1.03,1.07
203,2024-12-04,酿酒行业,54847.62,54160.83,54855.65,53921.71,-1.51,-831.19,3953202,15664119542.0,1.7,1.29
202,2024-12-03,酿酒行业,55010.59,54992.02,55103.8,54506.27,-0.12,-65.47,4438474,16271265803.0,1.09,1.45
201,2024-12-02,酿酒行业,54429.72,55057.49,55121.96,54357.92,0.84,461.02,4626962,19765584016.0,1.4,1.51
200,2024-11-29,酿酒行业,53634.85,54596.47,55114.56,53634.85,2.03,1085.33,4689355,22899041085.0,2.77,1.53
199,2024-11-28,酿酒行业,53393.17,53511.14,53866.51,53238.63,0.0,-0.49,3271825,15219519483.0,1.17,1.07
198,2024-11-27,酿酒行业,52547.28,53511.63,53743.1,51758.63,1.41,741.79,3876681,18313797814.0,3.76,1.27
197,2024-11-26,酿酒行业,52131.45,52769.84,53535.95,52124.73,0.8,418.75,3605720,15849917425.0,2.7,1.18
196,2024-11-25,酿酒行业,51839.6,52351.09,52744.87,51725.29,0.91,473.19,3317991,17294169171.0,1.97,1.08
195,2024-11-22,酿酒行业,53801.58,51877.9,54163.79,51858.5,-3.7,-1994.17,3866567,18675912023.0,4.28,1.26
194,2024-11-21,酿酒行业,53813.86,53872.07,54158.47,53437.26,-0.2,-109.96,3093788,12908890982.0,1.34,1.01
193,2024-11-20,酿酒行业,53126.05,53982.03,54017.73,52906.97,1.3,694.49,3699925,15249883155.0,2.08,1.21
192,2024-11-19,酿酒行业,52960.32,53287.54,53287.6,51938.21,0.77,405.14,3569937,20183446029.0,2.55,1.17
191,2024-11-18,酿酒行业,53911.97,52882.4,54313.83,52634.09,-2.0,-1079.84,4181487,19976116563.0,3.11,1.37
190,2024-11-15,酿酒行业,54493.94,53962.24,55257.09,53941.49,-1.23,-670.19,4185711,22397167466.0,2.41,1.37
189,2024-11-14,酿酒行业,55584.81,54632.43,55847.39,54573.8,-2.3,-1284.57,4371967,22174707384.0,2.28,1.43
188,2024-11-13,酿酒行业,55675.17,55917.0,56334.98,55543.44,-0.26,-145.49,4480287,21196329298.0,1.41,1.46
187,2024-11-12,酿酒行业,56199.86,56062.49,57048.4,55640.06,-0.13,-71.39,6290095,33843266032.0,2.51,2.05
186,2024-11-11,酿酒行业,55351.23,56133.88,56133.88,54744.91,0.06,34.04,6884326,34738959071.0,2.48,2.25
185,2024-11-08,酿酒行业,58048.88,56099.84,58058.04,55967.45,-1.7,-969.39,9814115,51807979433.0,3.66,3.21
184,2024-11-07,酿酒行业,52819.96,57069.23,57074.04,52779.32,7.46,3959.88,10324949,55642201962.0,8.09,3.37
183,2024-11-06,酿酒行业,52870.12,53109.35,53622.79,52412.1,0.24,127.67,5971698,27761700613.0,2.29,1.95
