,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,消费电子,002881,美格智能,40.24,10.01,3.66,34897.0,140423918.4,0.0,40.24,40.24,40.24,36.58,1.93,86.49,6.9
1,消费电子,301318,维海德,32.39,5.47,1.68,80709.0,261865804.25,11.66,33.9,30.32,30.84,30.71,13.79,37.23,2.43
2,消费电子,300866,安克创新,108.52,3.05,3.21,40313.0,435245230.1,6.16,110.1,103.61,105.5,105.31,1.36,29.39,6.97
3,消费电子,603341,龙旗科技,44.7,2.57,1.12,66347.0,297929724.0,4.06,45.67,43.9,44.32,43.58,13.82,36.19,3.76
4,消费电子,002369,卓翼科技,6.3,1.78,0.11,555142.0,349234386.81,7.11,6.52,6.08,6.2,6.19,9.81,-21.6,6.38
5,消费电子,688036,传音控股,100.39,1.3,1.29,66439.0,667431623.0,3.43,101.9,98.5,99.1,99.1,0.58,22.0,6.05
6,消费电子,002993,奥海科技,40.45,0.42,0.17,34718.0,140636010.87,2.61,40.96,39.91,40.2,40.28,1.46,27.87,2.33
7,消费电子,002841,视源股份,35.08,0.14,0.05,41522.0,146376618.0,2.31,35.64,34.83,35.35,35.03,0.8,25.13,1.92
8,消费电子,600898,*ST美讯,,,,,,,,,,0.74,0.0,-5.08,-1.85
9,消费电子,600130,波导股份,3.27,0.0,0.0,559007.0,184743069.0,2.75,3.35,3.26,3.28,3.27,7.45,447.64,2.55
10,消费电子,603595,东尼电子,17.75,-0.06,-0.01,42628.0,76340695.0,3.32,18.15,17.56,17.86,17.76,1.83,-72.63,2.73
11,消费电子,001314,亿道信息,48.65,-0.29,-0.14,84126.0,411157872.0,4.92,50.21,47.81,48.83,48.79,16.25,245.78,3.36
12,消费电子,300679,电连技术,61.21,-0.31,-0.19,49736.0,305235802.28,2.38,62.06,60.6,61.4,61.4,1.39,42.42,5.45
13,消费电子,301326,捷邦科技,76.97,-0.35,-0.27,13148.0,100005132.0,6.81,78.53,73.27,76.11,77.24,4.89,5509.17,4.27
14,消费电子,301135,瑞德智能,23.39,-0.72,-0.17,11106.0,26294296.0,3.65,24.11,23.25,23.98,23.56,2.25,82.47,1.93
15,消费电子,300686,智动力,8.55,-0.93,-0.08,43665.0,37546246.04,3.13,8.78,8.51,8.69,8.63,2.25,-20.75,2.0
16,消费电子,601231,环旭电子,15.62,-1.01,-0.16,185180.0,289644028.0,2.66,15.88,15.46,15.81,15.78,0.85,19.79,2.0
17,消费电子,688260,昀冢科技,13.99,-1.13,-0.16,31305.0,44026031.0,5.09,14.55,13.83,14.55,14.15,2.61,-15.79,6.44
18,消费电子,300847,中船汉光,16.59,-1.25,-0.21,31288.0,52486264.0,2.2,16.96,16.59,16.88,16.8,1.06,38.72,3.55
19,消费电子,002937,兴瑞科技,16.72,-1.3,-0.22,25535.0,43128147.0,2.42,17.13,16.72,16.92,16.94,0.86,19.4,3.35
20,消费电子,002947,恒铭达,35.03,-1.32,-0.47,57138.0,201360436.25,2.7,35.76,34.8,35.54,35.5,3.43,21.66,2.98
21,消费电子,002888,惠威科技,18.01,-1.37,-0.25,30916.0,56236760.4,2.85,18.49,17.97,18.3,18.26,4.02,682.67,6.98
22,消费电子,002241,歌尔股份,27.76,-1.39,-0.39,1154248.0,3203085210.36,2.49,28.06,27.36,27.8,28.15,3.76,30.86,3.02
23,消费电子,002045,国光电器,18.15,-1.52,-0.28,485836.0,899193986.01,4.67,18.92,18.06,18.45,18.43,8.65,31.36,2.44
24,消费电子,300822,贝仕达克,25.27,-1.56,-0.4,197532.0,501977788.51,6.04,26.36,24.81,26.15,25.67,6.84,98.98,6.16
25,消费电子,003028,振邦智能,37.58,-1.57,-0.6,10575.0,39995594.76,2.46,38.34,37.4,38.11,38.18,1.96,23.51,2.49
26,消费电子,002866,传艺科技,15.02,-1.7,-0.26,45862.0,69695606.0,3.01,15.48,15.02,15.41,15.28,2.53,70.76,2.04
