,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
240,2025-01-27,农牧饲渔,12494.37,12538.89,12716.46,12494.37,0.58,72.45,14130257,10540553314.0,1.78,1.78
239,2025-01-24,农牧饲渔,12421.12,12466.44,12489.86,12331.97,0.02,2.33,12993856,9102769884.0,1.27,1.64
238,2025-01-23,农牧饲渔,12538.25,12464.11,12705.39,12464.11,0.44,54.04,14862277,11054869897.0,1.94,1.87
237,2025-01-22,农牧饲渔,12501.04,12410.07,12506.24,12369.19,-1.11,-139.83,10205175,7375738198.0,1.09,1.28
236,2025-01-21,农牧饲渔,12722.64,12549.9,12734.43,12459.89,-0.99,-125.1,13032892,9054978169.0,2.17,1.64
235,2025-01-20,农牧饲渔,12641.3,12675.0,12723.08,12530.9,0.46,57.86,15043645,10860637810.0,1.52,1.89
234,2025-01-17,农牧饲渔,12544.93,12617.14,12663.05,12455.62,0.28,35.2,16093585,11142830750.0,1.65,2.03
233,2025-01-16,农牧饲渔,12531.69,12581.94,12704.21,12478.64,0.73,91.64,15974089,10847046092.0,1.81,2.01
232,2025-01-15,农牧饲渔,12449.53,12490.3,12556.52,12368.85,0.17,20.73,15464034,10377255750.0,1.51,1.95
231,2025-01-14,农牧饲渔,12044.43,12469.57,12469.57,12044.43,3.89,466.94,16953873,11461267786.0,3.54,2.13
230,2025-01-13,农牧饲渔,11871.15,12002.63,12050.03,11789.0,0.08,9.46,12105075,7947451696.0,2.18,1.52
229,2025-01-10,农牧饲渔,12264.86,11993.17,12334.53,11993.17,-2.43,-298.49,15987150,10724221936.0,2.78,2.01
228,2025-01-09,农牧饲渔,12239.78,12291.66,12360.45,12194.16,0.16,19.28,17865195,11454218968.0,1.35,2.25
227,2025-01-08,农牧饲渔,12269.9,12272.38,12376.69,11991.57,-0.46,-56.65,18810333,11657991013.0,3.12,2.37
226,2025-01-07,农牧饲渔,12109.41,12329.03,12329.03,12086.18,2.07,250.37,16198872,10230634834.0,2.01,2.04
225,2025-01-06,农牧饲渔,12111.25,12078.66,12276.21,11837.0,-0.59,-72.01,16543904,10839072051.0,3.61,2.08
224,2025-01-03,农牧饲渔,12657.39,12150.67,12690.1,12121.76,-3.97,-502.51,22116891,13426121778.0,4.49,2.78
223,2025-01-02,农牧饲渔,12710.2,12653.18,13029.9,12559.43,-0.58,-74.32,22853889,14485356330.0,3.7,2.88
222,2024-12-31,农牧饲渔,12882.13,12727.5,13012.35,12693.57,-1.13,-146.09,19344649,12946627613.0,2.48,2.43
221,2024-12-30,农牧饲渔,13094.37,12873.59,13094.37,12843.44,-2.33,-307.02,21275090,14926895150.0,1.9,2.68
220,2024-12-27,农牧饲渔,12662.93,13180.61,13272.73,12625.61,4.02,509.11,27272612,18655778222.0,5.11,3.43
219,2024-12-26,农牧饲渔,12593.04,12671.5,12736.07,12593.04,0.51,63.68,15183557,8946778146.0,1.13,1.91
218,2024-12-25,农牧饲渔,12904.83,12607.82,12906.72,12484.0,-2.36,-304.18,17134892,9683979790.0,3.27,2.16
217,2024-12-24,农牧饲渔,12896.92,12912.0,12969.04,12712.76,0.15,18.93,16686871,10323827787.0,1.99,2.1
216,2024-12-23,农牧饲渔,13490.1,12893.07,13492.94,12870.76,-4.45,-600.93,22711426,14049817180.0,4.61,2.86
215,2024-12-20,农牧饲渔,13371.53,13494.0,13578.87,13371.53,0.73,97.16,18706684,12959133695.0,1.55,2.35
214,2024-12-19,农牧饲渔,13404.52,13396.84,13451.91,13216.73,-0.99,-133.33,22674970,14972681395.0,1.74,2.85
213,2024-12-18,农牧饲渔,13638.69,13530.17,13711.85,13474.34,-0.98,-134.31,24048460,16458998698.0,1.74,3.03
