,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
240,2025-01-27,医疗服务,904.0,897.26,913.05,897.26,-0.44,-4.01,4000748,5993554356.0,1.75,1.2
239,2025-01-24,医疗服务,892.0,901.27,902.82,887.84,1.08,9.6,4555543,7858187857.0,1.68,1.36
238,2025-01-23,医疗服务,898.49,891.67,909.78,891.67,0.07,0.63,4526508,6349974912.0,2.03,1.35
237,2025-01-22,医疗服务,896.59,891.04,896.59,886.87,-0.9,-8.05,3549319,5313058901.0,1.08,1.06
236,2025-01-21,医疗服务,912.6,899.09,913.67,893.17,-1.06,-9.62,3965560,6470518213.0,2.26,1.18
235,2025-01-20,医疗服务,901.89,908.71,914.16,900.21,1.09,9.82,4517104,8461472087.0,1.55,1.35
234,2025-01-17,医疗服务,895.41,898.89,904.86,887.53,0.1,0.87,3646973,5228149312.0,1.93,1.09
233,2025-01-16,医疗服务,902.25,898.02,915.18,891.62,-0.08,-0.74,4560084,6082415790.0,2.62,1.36
232,2025-01-15,医疗服务,905.4,898.76,905.4,893.59,-0.88,-8.01,5102865,7478735285.0,1.3,1.52
231,2025-01-14,医疗服务,875.48,906.77,906.77,875.48,3.96,34.53,6246099,8614826535.0,3.59,1.87
230,2025-01-13,医疗服务,859.94,872.24,875.32,852.08,0.63,5.43,4341043,5449426509.0,2.68,1.3
229,2025-01-10,医疗服务,894.0,866.81,900.61,866.81,-3.0,-26.77,5199696,6801587573.0,3.78,1.55
228,2025-01-09,医疗服务,889.95,893.58,904.72,883.71,-0.43,-3.84,5439566,6743007804.0,2.34,1.63
227,2025-01-08,医疗服务,901.02,897.42,906.73,876.88,-0.23,-2.08,7654681,8644367251.0,3.32,2.29
226,2025-01-07,医疗服务,896.79,899.5,899.6,877.9,0.08,0.71,6509065,7345022775.0,2.41,1.95
225,2025-01-06,医疗服务,894.91,898.79,911.56,885.23,0.56,5.0,6467734,8006148579.0,2.95,1.93
224,2025-01-03,医疗服务,924.7,893.79,927.53,892.54,-3.04,-28.03,7437311,8412783715.0,3.8,2.22
223,2025-01-02,医疗服务,934.52,921.82,947.88,915.04,-1.3,-12.17,7165433,9676466944.0,3.52,2.14
222,2024-12-31,医疗服务,960.93,933.99,963.04,933.99,-2.72,-26.08,6214694,7975002879.0,3.03,1.86
221,2024-12-30,医疗服务,971.0,960.07,971.37,956.49,-1.34,-13.08,6473476,8696321482.0,1.53,1.93
220,2024-12-27,医疗服务,971.54,973.15,982.38,963.61,-0.04,-0.36,8162631,9322760048.0,1.93,2.44
219,2024-12-26,医疗服务,968.58,973.51,978.73,968.07,-0.02,-0.2,8974682,7958698841.0,1.09,2.68
218,2024-12-25,医疗服务,995.66,973.71,1002.4,967.79,-0.82,-8.04,6901629,9346490829.0,3.53,2.06
217,2024-12-24,医疗服务,980.1,981.75,986.55,968.76,0.16,1.54,5630429,7379569628.0,1.81,1.68
216,2024-12-23,医疗服务,1017.66,980.21,1018.3,979.0,-4.11,-42.0,6543740,9123232183.0,3.84,1.96
215,2024-12-20,医疗服务,1014.47,1022.21,1028.69,1013.0,0.71,7.25,6661658,9288138445.0,1.55,1.99
214,2024-12-19,医疗服务,1017.28,1014.96,1023.5,1005.64,-0.86,-8.79,6640033,9788794475.0,1.74,1.98
213,2024-12-18,医疗服务,1017.07,1023.75,1030.64,1006.89,0.79,8.03,6363164,8921337358.0,2.34,1.9
212,2024-12-17,医疗服务,1052.29,1015.72,1052.29,1012.08,-3.64,-38.35,9779418,11003137185.0,3.81,2.92
211,2024-12-16,医疗服务,1056.51,1054.07,1061.79,1049.2,-0.07,-0.71,10103486,12120715931.0,1.19,3.02
210,2024-12-13,医疗服务,1081.93,1054.78,1081.93,1053.12,-3.11,-33.87,9712650,15039741992.0,2.65,2.9
209,2024-12-12,医疗服务,1086.39,1088.65,1089.59,1074.7,0.21,2.23,9882662,13600663920.0,1.37,2.95
208,2024-12-11,医疗服务,1082.4,1086.42,1093.27,1079.85,0.01,0.14,9985861,12599921146.0,1.24,2.98
207,2024-12-10,医疗服务,1115.23,1086.28,1119.32,1084.22,0.12,1.31,15002456,22871840168.0,3.24,4.48
206,2024-12-09,医疗服务,1096.46,1084.97,1102.59,1077.57,1.36,14.53,12651014,23706630333.0,2.34,3.78
205,2024-12-06,医疗服务,1038.35,1070.44,1076.34,1034.54,2.92,30.35,11768259,19290264315.0,4.02,3.52
204,2024-12-05,医疗服务,1027.04,1040.09,1045.53,1026.81,0.77,7.99,5732575,8146746692.0,1.81,1.71
