,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
241,2025-01-24,生物制品,765.62,769.42,770.18,760.29,0.2,1.5,3420200,5717053331.0,1.29,0.92
240,2025-01-23,生物制品,772.0,767.92,781.01,767.92,0.13,0.99,3895011,6500658628.0,1.71,1.05
239,2025-01-22,生物制品,770.58,766.93,770.58,762.32,-0.79,-6.09,3545853,5775015870.0,1.07,0.95
238,2025-01-21,生物制品,781.76,773.02,784.07,769.13,-0.69,-5.41,3894556,6791697451.0,1.92,1.05
237,2025-01-20,生物制品,775.5,778.43,784.61,775.5,0.88,6.79,3861445,7027771703.0,1.18,1.04
236,2025-01-17,生物制品,766.07,771.64,776.4,761.73,0.46,3.55,3224223,5730153192.0,1.91,0.87
235,2025-01-16,生物制品,767.75,768.09,779.15,763.07,0.34,2.58,3802474,6346280393.0,2.1,1.02
234,2025-01-15,生物制品,776.4,765.51,776.4,764.06,-1.47,-11.42,3532087,5781184947.0,1.59,0.95
233,2025-01-14,生物制品,751.29,776.93,776.93,751.29,3.66,27.4,4913857,8209140252.0,3.42,1.32
232,2025-01-13,生物制品,740.38,749.53,751.82,734.1,0.65,4.81,3789007,6148827095.0,2.38,1.02
231,2025-01-10,生物制品,765.35,744.72,768.13,744.6,-2.79,-21.34,4457072,6703548866.0,3.07,1.2
230,2025-01-09,生物制品,765.86,766.06,776.66,760.12,-0.36,-2.73,4472027,6358046269.0,2.15,1.2
229,2025-01-08,生物制品,772.93,768.79,778.07,753.84,-0.76,-5.91,6060482,8680863128.0,3.13,1.63
228,2025-01-07,生物制品,777.14,774.7,777.14,759.3,-0.61,-4.72,6733944,8702741099.0,2.29,1.81
227,2025-01-06,生物制品,771.91,779.42,790.05,768.74,1.37,10.52,6006111,9376253237.0,2.77,1.61
226,2025-01-03,生物制品,780.25,768.9,787.62,767.07,-1.23,-9.56,5519984,9218394781.0,2.64,1.48
225,2025-01-02,生物制品,792.3,778.46,797.79,772.81,-1.68,-13.31,5660087,9622300715.0,3.15,1.52
224,2024-12-31,生物制品,807.54,791.77,809.73,791.49,-1.86,-15.04,5251752,8351933107.0,2.26,1.41
223,2024-12-30,生物制品,813.78,806.81,813.78,805.81,-0.91,-7.45,4812160,7251283208.0,0.98,1.29
222,2024-12-27,生物制品,809.89,814.26,820.44,805.03,0.58,4.68,5067455,7765314340.0,1.9,1.36
221,2024-12-26,生物制品,808.78,809.58,813.99,807.9,0.11,0.9,5313495,7133513928.0,0.75,1.43
220,2024-12-25,生物制品,824.13,808.68,826.66,803.06,-1.48,-12.14,5138698,7598572482.0,2.88,1.38
219,2024-12-24,生物制品,813.47,820.82,820.87,811.01,0.95,7.7,5028980,7489013641.0,1.21,1.35
218,2024-12-23,生物制品,838.66,813.12,839.91,813.07,-3.14,-26.37,5463221,8781617815.0,3.2,1.47
217,2024-12-20,生物制品,832.51,839.49,843.29,832.05,0.77,6.43,4387065,7620457138.0,1.35,1.18
216,2024-12-19,生物制品,827.5,833.06,834.7,819.46,0.04,0.3,4246937,7599229036.0,1.83,1.14
215,2024-12-18,生物制品,833.0,832.76,839.51,827.32,0.17,1.44,3951616,7037827567.0,1.47,1.06
214,2024-12-17,生物制品,851.64,831.32,852.05,830.2,-2.41,-20.49,5111483,8702883832.0,2.57,1.37
213,2024-12-16,生物制品,859.15,851.81,861.17,848.73,-0.98,-8.42,5583459,10504639372.0,1.45,1.5
212,2024-12-13,生物制品,877.26,860.23,877.26,859.64,-2.19,-19.26,8076982,15520721353.0,2.0,2.17
211,2024-12-12,生物制品,876.05,879.49,880.17,870.32,0.47,4.13,5952374,10551067948.0,1.13,1.6
210,2024-12-11,生物制品,872.51,875.36,878.48,870.56,0.28,2.48,5656287,9884880171.0,0.91,1.52
209,2024-12-10,生物制品,896.24,872.88,898.44,871.82,0.08,0.68,7918159,13672277831.0,3.05,2.12
208,2024-12-09,生物制品,881.42,872.2,891.3,868.44,-0.21,-1.81,7610080,11763972359.0,2.62,2.04
207,2024-12-06,生物制品,865.39,874.01,877.42,857.37,0.96,8.29,5963473,10914614035.0,2.32,1.6
206,2024-12-05,生物制品,858.71,865.72,868.01,855.59,0.58,4.95,5529455,9073886856.0,1.44,1.48
205,2024-12-04,生物制品,878.96,860.77,878.96,856.42,-2.16,-18.97,5865803,10630323455.0,2.56,1.57
204,2024-12-03,生物制品,878.9,879.74,882.79,870.16,-0.04,-0.35,5780253,10749161771.0,1.44,1.55
203,2024-12-02,生物制品,863.07,880.09,882.9,860.81,2.17,18.71,7023300,12706024695.0,2.56,1.88
202,2024-11-29,生物制品,850.0,861.38,868.89,842.6,1.22,10.36,6147709,11149099183.0,3.09,1.65
201,2024-11-28,生物制品,856.03,851.02,860.27,849.78,-0.42,-3.62,5688167,9610410225.0,1.23,1.53
200,2024-11-27,生物制品,837.81,854.64,854.64,825.95,1.86,15.62,5999021,10483168830.0,3.42,1.61
199,2024-11-26,生物制品,836.99,839.02,857.98,836.61,0.01,0.12,5480301,9472768824.0,2.55,1.47
198,2024-11-25,生物制品,830.12,838.9,838.9,824.76,1.11,9.22,5628281,10077859223.0,1.7,1.51
197,2024-11-22,生物制品,870.52,829.68,870.52,829.44,-4.89,-42.68,7566622,14860121422.0,4.71,2.03
196,2024-11-21,生物制品,870.38,872.36,880.65,864.15,0.22,1.9,6290248,12184362644.0,1.9,1.69
195,2024-11-20,生物制品,844.36,870.46,876.6,843.01,2.98,25.21,6053575,12044578983.0,3.97,1.62
194,2024-11-19,生物制品,834.04,845.25,845.25,822.86,1.86,15.43,5080812,9871768571.0,2.7,1.36
193,2024-11-18,生物制品,852.67,829.82,855.61,825.86,-2.32,-19.72,6189975,12514739246.0,3.5,1.66
192,2024-11-15,生物制品,870.82,849.54,876.12,849.49,-2.73,-23.82,6288141,12129579459.0,3.05,1.69
191,2024-11-14,生物制品,900.19,873.36,900.49,872.61,-3.41,-30.82,6827831,14001839735.0,3.08,1.83
190,2024-11-13,生物制品,910.62,904.18,922.13,887.15,-1.18,-10.79,9456728,18747260523.0,3.82,2.54
189,2024-11-12,生物制品,915.53,914.97,943.42,906.83,0.34,3.1,13447967,26882847507.0,4.01,3.61
188,2024-11-11,生物制品,887.73,911.87,912.17,884.56,2.15,19.23,9606607,18439514850.0,3.09,2.58
187,2024-11-08,生物制品,904.49,892.64,908.65,889.33,-0.05,-0.41,10852367,20687640970.0,2.16,2.91
186,2024-11-07,生物制品,868.77,893.05,893.1,865.96,2.11,18.45,9933518,19525935946.0,3.1,2.67
185,2024-11-06,生物制品,872.09,874.6,887.53,865.35,0.53,4.63,9334616,18972122045.0,2.55,2.51
184,2024-11-05,生物制品,846.94,869.97,870.71,841.8,2.63,22.3,9225442,18441958244.0,3.41,2.48
183,2024-11-04,生物制品,834.25,847.67,847.67,832.36,1.81,15.09,6592506,12267955509.0,1.84,1.77
182,2024-11-01,生物制品,844.09,832.58,850.43,827.01,-1.51,-12.74,7849850,14981149721.0,2.77,2.11
181,2024-10-31,生物制品,839.27,845.32,852.17,835.3,0.69,5.78,8241781,17386182135.0,2.01,2.21
180,2024-10-30,生物制品,845.0,839.54,853.7,828.78,-1.04,-8.82,7802871,16443196045.0,2.94,2.09
179,2024-10-29,生物制品,879.05,848.36,880.67,847.69,-3.07,-26.83,10569533,22138810111.0,3.77,2.84
178,2024-10-28,生物制品,863.68,875.19,875.26,855.46,1.26,10.92,11041909,23495749704.0,2.29,2.96
177,2024-10-25,生物制品,846.65,864.27,871.07,843.21,1.63,13.89,10012920,19538110560.0,3.28,2.69
176,2024-10-24,生物制品,836.97,850.38,859.06,836.97,1.74,14.57,10371182,20167248642.0,2.64,2.78
175,2024-10-23,生物制品,832.08,835.81,843.59,826.91,0.13,1.1,7319262,15174387658.0,2.0,1.96
174,2024-10-22,生物制品,830.31,834.71,842.51,823.32,0.77,6.4,8291543,17588023470.0,2.32,2.23
173,2024-10-21,生物制品,812.72,828.31,833.36,806.67,2.44,19.73,8030185,17037318314.0,3.3,2.15
172,2024-10-18,生物制品,774.77,808.58,827.5,774.14,4.24,32.92,8980025,18838121815.0,6.88,2.41
171,2024-10-17,生物制品,781.39,775.66,790.25,774.6,-0.16,-1.26,5771872,11705945245.0,2.01,1.55
170,2024-10-16,生物制品,771.39,776.92,787.96,767.76,-0.36,-2.8,5421812,10987362518.0,2.59,1.45
169,2024-10-15,生物制品,794.27,779.72,803.43,779.65,-1.95,-15.5,6623646,13191391933.0,2.99,1.78
168,2024-10-14,生物制品,784.87,795.22,797.2,763.08,1.81,14.11,7662500,15651114468.0,4.37,2.06
167,2024-10-11,生物制品,823.91,781.11,823.91,772.72,-5.74,-47.55,7329004,15309311067.0,6.18,1.97
166,2024-10-10,生物制品,842.38,828.66,865.47,824.89,-0.62,-5.14,9811130,22121492907.0,4.87,2.63
165,2024-10-09,生物制品,895.21,833.8,902.74,833.8,-9.57,-88.21,13754713,31896078762.0,7.48,3.69
164,2024-10-08,生物制品,968.37,922.01,968.37,867.39,10.37,86.65,18298394,41481079931.0,12.09,4.91
163,2024-09-30,生物制品,771.16,835.36,842.36,762.49,13.45,99.05,14216366,27987321163.0,10.85,3.82
162,2024-09-27,生物制品,702.24,736.31,741.19,702.24,6.39,44.21,7503737,13309713523.0,5.63,2.01
161,2024-09-26,生物制品,666.95,692.1,692.1,663.0,3.85,25.64,6060871,10216556931.0,4.37,1.63
160,2024-09-25,生物制品,664.17,666.46,679.62,664.17,1.36,8.96,5994284,10064068910.0,2.35,1.61
159,2024-09-24,生物制品,640.21,657.5,657.5,635.57,3.22,20.51,4541831,7993970377.0,3.44,1.22
158,2024-09-23,生物制品,646.82,636.99,651.92,636.69,-0.83,-5.33,2614783,4444900689.0,2.37,0.7
157,2024-09-20,生物制品,651.65,642.32,651.65,638.01,-1.4,-9.1,2934623,4851189305.0,2.09,0.79
156,2024-09-19,生物制品,643.25,651.42,657.46,639.11,1.77,11.31,3169819,5190768938.0,2.87,0.85
155,2024-09-18,生物制品,644.92,640.11,645.44,633.4,-0.73,-4.68,2634484,4167994764.0,1.87,0.71
154,2024-09-13,生物制品,655.27,644.79,655.89,644.37,-1.42,-9.27,3250228,5840887005.0,1.76,0.87
153,2024-09-12,生物制品,658.17,654.06,668.25,653.98,-0.49,-3.19,3064422,5964874989.0,2.17,0.82
152,2024-09-11,生物制品,650.3,657.25,659.66,647.62,0.96,6.24,2676159,4951917008.0,1.85,0.72
151,2024-09-10,生物制品,653.31,651.01,655.66,640.95,-0.1,-0.63,3088963,4972938958.0,2.26,0.83
150,2024-09-09,生物制品,651.45,651.64,661.41,650.06,0.02,0.11,3150163,4760334535.0,1.74,0.85
149,2024-09-06,生物制品,668.1,651.53,669.23,651.41,-2.25,-15.03,2463102,3818382195.0,2.67,0.66
148,2024-09-05,生物制品,661.42,666.56,670.31,661.42,0.87,5.77,2346526,4117488427.0,1.35,0.63
147,2024-09-04,生物制品,662.23,660.79,668.91,658.58,-0.4,-2.65,2489140,4262168298.0,1.56,0.67
146,2024-09-03,生物制品,658.78,663.44,671.79,656.59,0.51,3.38,3059080,5027512934.0,2.3,0.82
145,2024-09-02,生物制品,670.97,660.06,675.79,659.98,-1.64,-11.02,4083016,6147543230.0,2.36,1.1
144,2024-08-30,生物制品,663.78,671.08,679.52,660.4,1.0,6.66,4123594,6968272868.0,2.88,1.11
143,2024-08-29,生物制品,653.35,664.42,666.29,651.18,1.51,9.87,3173313,5503638661.0,2.31,0.85
142,2024-08-28,生物制品,652.5,654.55,661.99,647.6,-0.06,-0.4,2938415,4665773315.0,2.2,0.79
141,2024-08-27,生物制品,650.7,654.95,660.9,650.39,0.59,3.83,3355453,5194664078.0,1.61,0.9
140,2024-08-26,生物制品,647.34,651.12,655.01,643.58,0.58,3.74,2614134,4869195070.0,1.77,0.7
139,2024-08-23,生物制品,656.88,647.38,657.2,646.3,-1.72,-11.36,2632049,4884320948.0,1.65,0.71
138,2024-08-22,生物制品,666.97,658.74,670.24,658.06,-1.08,-7.21,2725415,4731479297.0,1.83,0.73
137,2024-08-21,生物制品,668.89,665.95,673.43,665.11,-0.72,-4.83,2533097,4202280367.0,1.24,0.68
136,2024-08-20,生物制品,682.94,670.78,683.4,668.75,-2.02,-13.84,3213953,5406265419.0,2.14,0.86
135,2024-08-19,生物制品,696.21,684.62,699.23,684.24,-1.71,-11.93,3332076,5827092944.0,2.15,0.89
134,2024-08-16,生物制品,690.73,696.55,699.02,684.93,0.55,3.84,3594461,6392434145.0,2.03,0.96
133,2024-08-15,生物制品,692.97,692.71,700.86,686.45,-0.01,-0.04,3976932,5899870543.0,2.08,1.07
132,2024-08-14,生物制品,704.31,692.75,704.47,690.36,-1.8,-12.73,3525376,5135816237.0,2.0,0.95
131,2024-08-13,生物制品,708.32,705.48,708.6,697.81,-0.63,-4.48,4525594,6266480800.0,1.52,1.21
130,2024-08-12,生物制品,699.96,709.96,718.6,697.64,1.65,11.52,4750446,6987454341.0,3.0,1.27
129,2024-08-09,生物制品,710.98,698.44,715.34,698.44,-1.77,-12.62,4304548,6131609815.0,2.38,1.16
128,2024-08-08,生物制品,708.17,711.06,717.75,708.0,0.27,1.92,4706128,6795416822.0,1.37,1.26
127,2024-08-07,生物制品,713.36,709.14,713.36,703.67,-0.93,-6.69,4260764,5949999341.0,1.35,1.14
126,2024-08-06,生物制品,695.87,715.83,715.83,694.65,3.39,23.44,5981586,7996039215.0,3.06,1.61
125,2024-08-05,生物制品,700.61,692.39,716.68,692.01,-1.63,-11.49,6125439,8406286564.0,3.5,1.64
124,2024-08-02,生物制品,692.81,703.88,718.54,691.98,1.52,10.52,5742910,8167840954.0,3.83,1.54
123,2024-08-01,生物制品,696.76,693.36,704.96,688.69,-0.54,-3.74,3876552,6126658533.0,2.33,1.04
122,2024-07-31,生物制品,663.78,697.1,697.12,659.73,4.92,32.67,5272101,8766824358.0,5.63,1.41
121,2024-07-30,生物制品,662.46,664.43,668.83,660.54,0.37,2.47,3121936,4679097183.0,1.25,0.84
120,2024-07-29,生物制品,668.28,661.96,668.28,660.67,-0.7,-4.66,2621593,4204007257.0,1.14,0.7
119,2024-07-26,生物制品,667.31,666.62,671.87,660.96,0.04,0.29,2749717,4475310663.0,1.64,0.74
118,2024-07-25,生物制品,661.15,666.33,672.73,658.65,0.54,3.57,2646330,4587756241.0,2.12,0.71
117,2024-07-24,生物制品,676.08,662.76,678.13,661.77,-2.15,-14.57,2772420,4980800498.0,2.42,0.74
116,2024-07-23,生物制品,700.58,677.33,700.58,677.18,-3.23,-22.63,3296464,6496548161.0,3.34,0.88
115,2024-07-22,生物制品,694.3,699.96,705.49,692.75,0.62,4.31,2983346,5394013275.0,1.83,0.8
114,2024-07-19,生物制品,691.89,695.65,698.96,686.02,0.23,1.59,3405017,6191266493.0,1.86,0.91
113,2024-07-18,生物制品,690.01,694.06,695.07,682.04,0.01,0.04,3646014,6737610956.0,1.88,0.98
112,2024-07-17,生物制品,684.01,694.02,696.68,683.3,1.62,11.06,3490434,6980302974.0,1.96,0.94
111,2024-07-16,生物制品,682.26,682.96,684.09,678.5,-0.07,-0.45,2570400,4749938384.0,0.82,0.69
110,2024-07-15,生物制品,694.23,683.41,694.45,681.52,-1.69,-11.74,2776611,5444812210.0,1.86,0.75
109,2024-07-12,生物制品,688.21,695.15,699.8,688.1,1.11,7.62,3361169,5951262536.0,1.7,0.9
108,2024-07-11,生物制品,674.27,687.53,691.49,672.99,2.99,19.98,4772690,7877737103.0,2.77,1.28
107,2024-07-10,生物制品,668.76,667.55,678.02,663.19,-0.4,-2.65,3502890,5666692853.0,2.21,0.94
106,2024-07-09,生物制品,670.06,670.2,673.65,655.23,-0.07,-0.49,3767403,6738258112.0,2.75,1.01
105,2024-07-08,生物制品,693.8,670.69,694.19,668.85,-3.36,-23.31,3488052,6252368242.0,3.65,0.94
104,2024-07-05,生物制品,668.51,694.0,695.53,663.37,3.65,24.44,3654559,6841359565.0,4.8,0.98
103,2024-07-04,生物制品,688.29,669.56,689.23,667.69,-2.61,-17.96,3286691,5924107222.0,3.13,0.88
