,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
240,2025-01-27,工程咨询服务,671.57,665.56,679.66,663.57,-0.16,-1.05,2281491,2429837829.0,2.41,1.83
239,2025-01-24,工程咨询服务,659.86,666.61,667.41,656.78,0.8,5.29,2029247,2241882517.0,1.61,1.63
238,2025-01-23,工程咨询服务,668.85,661.32,679.27,661.32,-0.26,-1.7,2560816,2937051794.0,2.71,2.05
237,2025-01-22,工程咨询服务,671.21,663.02,671.61,660.56,-1.75,-11.8,2028106,2474589277.0,1.64,1.63
236,2025-01-21,工程咨询服务,684.96,674.82,686.25,668.87,-0.78,-5.28,2609124,3218756731.0,2.56,2.09
235,2025-01-20,工程咨询服务,679.46,680.1,685.23,672.89,0.58,3.95,2350535,2717498756.0,1.83,1.89
234,2025-01-17,工程咨询服务,674.4,676.15,677.71,668.11,0.21,1.4,2135529,2547784589.0,1.42,1.71
233,2025-01-16,工程咨询服务,673.23,674.75,682.94,666.96,0.61,4.09,2355464,2790644727.0,2.38,1.89
232,2025-01-15,工程咨询服务,676.66,670.66,679.05,669.04,-0.88,-5.95,2356511,2754228775.0,1.48,1.89
231,2025-01-14,工程咨询服务,654.1,676.61,676.63,654.1,4.32,28.01,2867381,3308802536.0,3.47,2.3
230,2025-01-13,工程咨询服务,642.82,648.6,654.38,632.05,-0.07,-0.48,2109985,2362318485.0,3.44,1.69
229,2025-01-10,工程咨询服务,671.51,649.08,674.87,649.06,-3.77,-25.41,2607095,3163188196.0,3.83,2.09
228,2025-01-09,工程咨询服务,667.48,674.49,682.02,665.4,0.6,4.04,2949369,3144072408.0,2.48,2.37
227,2025-01-08,工程咨询服务,667.12,670.45,675.51,652.39,0.65,4.32,2814049,3269333905.0,3.47,2.26
226,2025-01-07,工程咨询服务,649.5,666.13,666.2,647.32,2.99,19.31,1964866,2365377112.0,2.92,1.58
225,2025-01-06,工程咨询服务,651.64,646.82,658.27,633.3,-0.52,-3.35,2292983,2780734720.0,3.84,1.84
224,2025-01-03,工程咨询服务,683.51,650.17,685.39,648.51,-4.64,-31.62,2907383,3620398611.0,5.41,2.33
223,2025-01-02,工程咨询服务,697.04,681.79,704.64,675.24,-2.28,-15.94,3178943,4278093544.0,4.21,2.55
222,2024-12-31,工程咨询服务,709.06,697.73,713.33,696.32,-1.28,-9.05,3749220,4983334979.0,2.41,3.01
221,2024-12-30,工程咨询服务,705.91,706.78,708.45,695.15,-0.02,-0.15,2473312,3254358671.0,1.88,1.98
220,2024-12-27,工程咨询服务,701.44,706.93,715.13,700.59,1.12,7.83,2578239,3724016325.0,2.08,2.07
219,2024-12-26,工程咨询服务,697.4,699.1,705.59,696.19,0.23,1.59,2867126,3682896275.0,1.35,2.3
218,2024-12-25,工程咨询服务,715.29,697.51,715.29,690.16,-2.65,-18.96,3353324,4637175739.0,3.51,2.69
217,2024-12-24,工程咨询服务,715.87,716.47,723.19,704.26,0.7,4.95,3163480,4196393428.0,2.66,2.54
216,2024-12-23,工程咨询服务,747.76,711.52,747.76,709.79,-4.88,-36.51,3551307,4505542331.0,5.08,2.85
215,2024-12-20,工程咨询服务,745.93,748.03,755.93,744.41,0.39,2.91,3104715,4508328115.0,1.55,2.49
214,2024-12-19,工程咨询服务,733.45,745.12,746.87,728.39,0.77,5.71,3097861,4382227119.0,2.5,2.49
213,2024-12-18,工程咨询服务,735.05,739.41,747.24,723.42,1.21,8.81,3059156,3905567308.0,3.26,2.45
212,2024-12-17,工程咨询服务,767.71,730.6,768.6,729.21,-5.02,-38.58,4019859,5212344205.0,5.12,3.22
211,2024-12-16,工程咨询服务,773.61,769.18,780.38,764.54,-0.48,-3.74,4497607,6352090265.0,2.05,3.61
210,2024-12-13,工程咨询服务,777.58,772.92,782.28,769.72,-0.75,-5.85,4841350,7171659664.0,1.61,3.88
209,2024-12-12,工程咨询服务,769.3,778.77,778.87,764.17,1.48,11.36,4730056,6264917472.0,1.92,3.79
208,2024-12-11,工程咨询服务,754.51,767.41,767.41,753.61,1.44,10.89,3900554,5150079301.0,1.82,3.13
207,2024-12-10,工程咨询服务,777.48,756.52,779.29,756.17,0.49,3.68,5230645,6908306549.0,3.07,4.2
206,2024-12-09,工程咨询服务,756.86,752.84,756.93,744.47,-1.45,-11.07,4338552,5401022871.0,1.63,3.48
205,2024-12-06,工程咨询服务,762.1,763.91,771.26,760.79,1.69,12.73,4998610,6668014714.0,1.39,4.01
204,2024-12-05,工程咨询服务,741.52,751.18,753.32,740.83,1.07,7.92,2861975,4031781345.0,1.68,2.3
203,2024-12-04,工程咨询服务,757.12,743.26,757.32,739.96,-2.59,-19.74,3556797,4699257457.0,2.28,2.85
202,2024-12-03,工程咨询服务,763.49,763.0,765.39,750.56,0.1,0.77,4343627,6020731769.0,1.95,3.48
201,2024-12-02,工程咨询服务,748.52,762.23,763.94,744.6,1.68,12.59,4603458,6273532460.0,2.58,3.69
200,2024-11-29,工程咨询服务,734.42,749.64,755.56,731.05,1.62,11.92,5111826,7000371828.0,3.32,4.1
199,2024-11-28,工程咨询服务,730.47,737.72,750.72,730.47,1.39,10.1,4871477,7284760586.0,2.78,3.91
198,2024-11-27,工程咨询服务,711.09,727.62,727.62,693.55,2.01,14.31,3816494,5057303800.0,4.78,3.06
197,2024-11-26,工程咨询服务,719.09,713.31,723.2,712.59,-1.09,-7.84,2964708,4065779637.0,1.47,2.38
196,2024-11-25,工程咨询服务,715.11,721.15,721.15,704.09,0.92,6.59,3841271,4959018850.0,2.39,3.08
195,2024-11-22,工程咨询服务,738.67,714.56,745.92,713.66,-3.8,-28.24,5286829,6964456201.0,4.34,4.24
194,2024-11-21,工程咨询服务,737.29,742.8,749.48,734.75,0.39,2.87,5435616,7273354266.0,1.99,4.36
