,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,通用设备,001380,华纬科技,27.59,10.01,2.51,63587,174038428.62,2.99,27.59,26.84,26.84,25.08,10.69,24.67,3.13
1,通用设备,002760,凤形股份,16.98,9.97,1.54,32954,54478229.64,9.65,16.98,15.49,15.69,15.44,3.05,96.28,2.07
2,通用设备,000039,中集集团,8.17,8.07,0.61,800584,649018838.96,5.69,8.24,7.81,7.81,7.56,3.48,18.08,0.94
3,通用设备,603699,纽威股份,27.44,7.95,2.02,95088,258721908.0,6.22,27.79,26.21,26.63,25.42,1.26,19.11,5.25
4,通用设备,300161,华中数控,28.94,6.51,1.77,149401,425395167.72,10.89,29.66,26.7,27.98,27.17,7.67,-64.31,3.63
5,通用设备,002896,中大力德,57.52,6.11,3.31,296741,1700096475.6,7.38,59.6,55.6,57.65,54.21,19.63,114.54,7.5
6,通用设备,002445,中南文化,2.35,4.91,0.11,887356,205016442.2,5.36,2.36,2.24,2.24,2.24,3.73,118.41,2.58
7,通用设备,000530,冰山冷热,6.03,2.55,0.15,708459,425162805.65,6.97,6.17,5.76,5.85,5.88,11.81,40.32,1.63
8,通用设备,870508,丰安股份,13.17,2.33,0.3,9579,12662641.99,4.58,13.48,12.89,12.97,12.87,2.34,23.18,1.79
9,通用设备,002633,申科股份,10.9,1.96,0.21,46660,51799333.0,5.99,11.41,10.77,10.8,10.69,3.13,174.73,3.9
10,通用设备,301055,张小泉,15.38,1.92,0.29,22214,34105932.0,4.57,15.7,15.01,15.1,15.09,1.42,104.61,3.83
11,通用设备,300488,恒锋工具,31.38,1.62,0.5,72800,232803766.83,6.15,33.0,31.1,31.8,30.88,5.33,40.35,3.9
12,通用设备,603308,应流股份,22.34,1.36,0.3,391626,854748470.0,6.62,22.4,20.94,21.11,22.04,5.77,50.16,3.32
13,通用设备,605259,绿田机械,15.83,1.34,0.21,14399,22757062.0,3.14,16.1,15.61,15.7,15.62,0.83,14.75,1.66
14,通用设备,200771,杭汽轮Ｂ,9.95,1.32,0.13,4227,4194233.06,2.34,9.99,9.76,9.76,9.82,0.1,41.7,1.25
15,通用设备,002795,永和智控,5.02,1.21,0.06,243166,123335943.96,4.84,5.21,4.97,5.0,4.96,5.59,-22.03,3.01
16,通用设备,603187,海容冷链,11.22,1.17,0.13,31018,34787185.0,1.53,11.28,11.11,11.11,11.09,0.8,11.96,1.07
17,通用设备,688059,华锐精密,47.55,1.17,0.55,10905,51989022.0,4.09,48.32,46.4,47.59,47.0,1.75,28.81,2.44
18,通用设备,200530,冰山B,1.73,1.17,0.02,3443,594113.0,0.58,1.73,1.72,1.72,1.71,0.14,10.43,0.42
19,通用设备,300992,泰福泵业,23.19,1.13,0.26,17895,41562970.75,3.36,23.7,22.93,23.15,22.93,2.31,85.19,2.66
20,通用设备,601369,陕鼓动力,8.08,1.13,0.09,123911,99654517.0,2.63,8.14,7.93,7.98,7.99,0.73,15.7,1.64
21,通用设备,603090,宏盛股份,18.79,1.02,0.19,26257,50068816.0,5.91,19.59,18.49,18.49,18.6,2.63,29.5,3.25
22,通用设备,002444,巨星科技,32.15,1.01,0.32,123770,398801842.54,2.17,32.49,31.8,31.95,31.83,1.08,14.88,2.36
23,通用设备,002884,凌霄泵业,18.11,0.89,0.16,32561,58861892.84,2.12,18.24,17.86,17.97,17.95,1.19,14.72,2.93
