,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,采掘行业,300157,新锦动力,2.92,4.29,0.12,266404,76824405.6,7.86,3.0,2.78,2.84,2.8,3.79,-14.55,-9.27
1,采掘行业,600968,海油发展,4.2,2.44,0.1,496057,209007210.0,4.63,4.28,4.09,4.11,4.1,0.49,11.91,1.63
2,采掘行业,300191,潜能恒信,13.55,2.34,0.31,41459,55933201.0,2.42,13.64,13.32,13.32,13.24,1.87,-77.72,3.99
3,采掘行业,603727,博迈科,12.38,1.39,0.17,99374,123293533.0,2.78,12.57,12.23,12.3,12.21,3.53,27.67,1.08
4,采掘行业,002828,贝肯能源,8.42,0.96,0.08,64104,54268700.0,2.4,8.55,8.35,8.35,8.34,3.33,52.15,2.83
5,采掘行业,600583,海油工程,5.4,0.93,0.05,380955,206952591.0,2.43,5.49,5.36,5.36,5.35,0.86,10.26,0.92
6,采掘行业,300084,海默科技,5.47,0.18,0.01,153635,86931390.26,10.99,6.0,5.4,5.4,5.46,4.45,-38.59,1.9
7,采掘行业,600871,石化油服,1.96,0.0,0.0,738298,146494245.0,2.55,2.01,1.96,1.97,1.96,0.54,41.26,4.12
8,采掘行业,603619,中曼石油,19.43,-0.26,-0.05,62154,121022920.0,1.69,19.59,19.26,19.35,19.48,1.55,10.08,2.33
9,采掘行业,920088,科力股份,22.57,-0.31,-0.07,4274,9751634.53,2.39,23.11,22.57,22.58,22.64,2.14,43.96,3.27
10,采掘行业,601808,中海油服,15.01,-0.4,-0.06,75634,114061107.0,1.33,15.19,14.99,15.07,15.07,0.26,21.97,1.66
11,采掘行业,002554,惠博普,2.42,-0.41,-0.01,105205,25653594.0,4.12,2.48,2.38,2.4,2.43,0.79,-31.57,1.34
12,采掘行业,605086,龙高股份,29.6,-0.64,-0.19,18497,54819205.0,3.02,30.15,29.25,29.99,29.79,1.03,41.32,4.43
13,采掘行业,002683,广东宏大,26.38,-0.68,-0.18,36969,98539381.0,2.67,27.04,26.33,26.62,26.56,0.56,23.14,3.16
14,采掘行业,603505,金石资源,25.33,-0.74,-0.19,20939,53447569.0,1.8,25.77,25.31,25.6,25.52,0.35,45.89,9.26
15,采掘行业,002207,准油股份,5.07,-0.78,-0.04,55513,28422377.0,3.33,5.2,5.03,5.11,5.11,2.13,-65.87,19.57
16,采掘行业,603979,金诚信,39.91,-0.82,-0.33,29944,120432952.0,2.01,40.72,39.91,40.01,40.24,0.48,17.08,3.0
17,采掘行业,600339,中油工程,3.45,-0.86,-0.03,405890,141450304.0,2.87,3.54,3.44,3.5,3.48,0.73,22.85,0.73
18,采掘行业,300164,通源石油,4.25,-1.16,-0.05,224113,96458202.26,3.02,4.37,4.24,4.3,4.3,3.84,38.98,1.83
19,采掘行业,920019,铜冠矿建,18.93,-1.51,-0.29,8731,16755813.76,2.71,19.42,18.9,19.05,19.22,2.03,54.9,4.6
20,采掘行业,002629,仁智股份,4.34,-9.96,-0.48,487301,215888355.0,10.17,4.83,4.34,4.81,4.82,14.11,-137.92,60.92
