,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,工程建设,603955,大千生态,18.26,3.87,0.68,164136,308743638.0,7.28,19.34,18.06,18.45,17.58,12.09,121.33,1.6
1,工程建设,603637,镇海股份,8.78,3.78,0.32,106716,94547370.0,7.8,9.13,8.47,8.47,8.46,4.47,27.98,2.12
2,工程建设,603388,ST元成,2.48,3.77,0.09,60897,15090545.0,6.69,2.51,2.35,2.39,2.39,1.87,-7.31,0.74
3,工程建设,600284,浦东建设,6.09,2.7,0.16,117250,71169871.0,3.04,6.13,5.95,5.95,5.93,1.21,9.59,0.78
4,工程建设,603316,诚邦股份,4.58,2.0,0.09,83229,38602798.0,5.12,4.73,4.5,4.5,4.49,3.15,-54.31,1.65
5,工程建设,301038,深水规院,17.79,1.89,0.33,26351,47593371.5,4.58,18.48,17.68,18.45,17.46,1.54,-585.78,3.65
6,工程建设,605303,园林股份,7.9,1.8,0.14,30957,24523789.0,5.41,8.16,7.74,7.77,7.76,1.92,-14.58,1.1
7,工程建设,600039,四川路桥,7.18,1.41,0.1,192425,138064507.0,2.12,7.24,7.09,7.09,7.08,0.29,9.83,1.38
8,工程建设,600248,陕建股份,4.34,1.4,0.06,179716,78051209.0,2.1,4.38,4.29,4.29,4.28,0.49,4.12,0.67
9,工程建设,002140,东华科技,9.18,1.32,0.12,62590,58070507.95,4.3,9.44,9.05,9.05,9.06,1.15,15.35,1.53
10,工程建设,000498,山东路桥,5.74,1.23,0.07,132209,75983617.5,2.12,5.79,5.67,5.67,5.67,0.91,4.61,0.64
11,工程建设,600939,重庆建工,2.73,1.11,0.03,195182,54368488.0,6.67,2.9,2.72,2.72,2.7,1.03,-73.99,0.66
12,工程建设,600820,隧道股份,6.37,1.11,0.07,216869,138426488.0,1.9,6.43,6.31,6.32,6.3,0.69,10.02,0.68
13,工程建设,600502,安徽建工,4.57,1.11,0.05,172209,78857092.0,1.77,4.6,4.52,4.53,4.52,1.0,6.12,0.75
14,工程建设,600970,中材国际,9.56,0.95,0.09,152488,145789629.0,1.48,9.62,9.48,9.51,9.47,0.68,9.2,1.25
15,工程建设,601668,中国建筑,5.64,0.89,0.05,1534080,863689189.0,1.25,5.66,5.59,5.61,5.59,0.37,4.4,0.52
16,工程建设,000065,北方国际,9.68,0.83,0.08,63897,61914308.68,1.88,9.77,9.59,9.72,9.6,0.69,9.82,1.09
