,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,装修建材,002398,垒知集团,5.57,10.08,0.51,1474375,821172093.94,1.19,5.57,5.51,5.57,5.06,25.45,30.4,1.08
1,装修建材,002718,友邦吊顶,16.97,9.98,1.54,118317,196171348.46,9.53,16.97,15.5,16.17,15.43,18.14,-46.82,2.26
2,装修建材,603992,松霖科技,19.69,4.4,0.83,31816,62650028.0,5.78,19.99,18.9,18.9,18.86,0.76,19.73,2.8
3,装修建材,603610,麒盛科技,11.14,3.82,0.41,129727,144164475.0,6.24,11.44,10.77,10.78,10.73,3.62,19.82,1.31
4,装修建材,002088,鲁阳节能,12.39,3.42,0.41,37036,45652091.8,4.26,12.49,11.98,12.0,11.98,0.73,13.95,2.3
5,装修建材,603818,曲美家居,2.7,3.05,0.08,182262,49271061.0,4.2,2.74,2.63,2.64,2.62,2.65,-9.6,0.85
6,装修建材,002791,坚朗五金,22.64,3.0,0.66,70531,161845998.06,6.78,23.53,22.04,22.11,21.98,4.29,182.83,1.41
7,装修建材,603816,顾家家居,29.28,2.85,0.81,54892,158540895.0,3.34,29.3,28.35,28.47,28.47,0.68,13.28,2.46
8,装修建材,603833,欧派家居,65.4,2.56,1.63,28545,186923790.0,4.3,66.1,63.36,63.68,63.77,0.47,14.71,2.21
9,装修建材,603226,菲林格尔,5.41,2.27,0.12,59523,32442280.0,9.07,5.73,5.25,5.25,5.29,1.67,-58.27,2.0
10,装修建材,603137,恒尚节能,10.64,2.21,0.23,24288,25824520.0,3.27,10.75,10.41,10.41,10.41,3.29,16.68,1.62
11,装修建材,002572,索菲亚,16.38,2.18,0.35,119302,195732437.0,3.37,16.56,16.02,16.05,16.03,1.83,12.84,2.26
12,装修建材,000786,北新建材,31.28,2.06,0.63,145803,457359922.12,3.59,31.78,30.68,30.76,30.65,0.89,12.6,2.1
13,装修建材,603600,永艺股份,12.85,1.9,0.24,115292,150166878.0,6.19,13.39,12.61,12.61,12.61,3.83,14.2,1.95
14,装修建材,002652,扬子新材,2.86,1.78,0.05,135833,38995863.2,2.85,2.9,2.82,2.86,2.81,2.66,90.74,5.39
15,装修建材,002043,兔 宝 宝,10.98,1.76,0.19,91679,101213932.89,3.06,11.14,10.81,10.82,10.79,1.25,14.2,3.1
16,装修建材,603898,好莱客,8.81,1.73,0.15,21814,19391500.0,6.24,9.2,8.66,8.66,8.66,0.7,22.61,0.9
17,装修建材,000663,永安林业,5.15,1.58,0.08,75036,39008802.97,4.34,5.3,5.08,5.09,5.07,2.45,-33.24,1.62
18,装修建材,002271,东方雨虹,12.26,1.57,0.19,356185,442038143.9,4.23,12.63,12.12,12.12,12.07,1.82,17.54,1.14
19,装修建材,603801,志邦家居,11.57,1.49,0.17,36897,42898040.0,2.19,11.76,11.51,11.51,11.4,0.85,14.23,1.53
20,装修建材,002457,青龙管业,11.99,1.44,0.17,158404,191425815.68,2.28,12.21,11.94,12.03,11.82,4.75,26.51,1.73
21,装修建材,300749,顶固集创,6.47,1.25,0.08,59546,38952216.8,4.07,6.67,6.41,6.42,6.39,3.78,-103.91,1.86
22,装修建材,003012,东鹏控股,6.11,1.16,0.07,59154,36318248.0,2.15,6.18,6.05,6.05,6.04,0.52,17.18,0.93
23,装修建材,603661,恒林股份,29.96,1.15,0.34,7502,22545017.0,1.96,30.23,29.65,29.66,29.62,0.54,11.75,1.12
24,装修建材,603208,江山欧派,17.09,1.06,0.18,11501,19717992.0,2.01,17.27,16.93,16.93,16.91,0.65,13.88,2.26
25,装修建材,600076,康欣新材,1.92,1.05,0.02,185478,36307993.0,4.74,1.99,1.9,1.91,1.9,1.38,-15.43,0.61
26,装修建材,000910,大亚圣象,7.31,0.97,0.07,28843,21262142.0,2.07,7.44,7.29,7.3,7.24,0.53,22.39,0.59
27,装修建材,603326,我乐家居,6.31,0.96,0.06,49289,31388149.0,3.2,6.45,6.25,6.25,6.25,1.54,18.97,1.73
28,装修建材,603008,喜临门,16.75,0.84,0.14,47006,79101635.0,1.87,16.92,16.61,16.62,16.61,1.24,12.69,1.65
29,装修建材,001238,浙江正特,29.99,0.84,0.25,8043,24276004.0,4.57,30.88,29.52,29.74,29.74,2.52,78.24,2.96
30,装修建材,300599,雄塑科技,6.56,0.77,0.05,35977,23952767.0,5.07,6.83,6.5,6.58,6.51,1.7,-37.78,1.13
31,装修建材,603709,中源家居,11.34,0.71,0.08,26158,29936007.0,3.82,11.61,11.18,11.18,11.26,2.1,431.21,2.5
32,装修建材,603856,东宏股份,10.91,0.65,0.07,17547,19226493.0,1.85,11.05,10.85,10.85,10.84,0.68,13.7,1.18
33,装修建材,300737,科顺股份,4.72,0.64,0.03,151954,72507633.01,4.26,4.88,4.68,4.72,4.69,1.78,31.13,1.04
34,装修建材,002372,伟星新材,12.16,0.58,0.07,64747,79130136.4,1.49,12.3,12.12,12.13,12.09,0.44,23.27,4.06
