,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
241,2025-01-24,化肥行业,1264.77,1278.02,1279.73,1260.98,0.98,12.36,5107228,5141617464.0,1.48,1.64
240,2025-01-23,化肥行业,1282.86,1265.66,1290.25,1265.66,-0.32,-4.11,5978845,5491707496.0,1.94,1.92
239,2025-01-22,化肥行业,1277.81,1269.77,1279.84,1264.95,-1.1,-14.08,4091155,4600252436.0,1.16,1.31
238,2025-01-21,化肥行业,1306.03,1283.85,1307.53,1275.48,-1.35,-17.54,4901994,5600828332.0,2.46,1.58
237,2025-01-20,化肥行业,1308.4,1301.39,1311.66,1294.91,-0.23,-3.0,6456196,8258960508.0,1.28,2.07
236,2025-01-17,化肥行业,1276.99,1304.39,1310.29,1275.63,2.48,31.54,6409153,7216438702.0,2.72,2.06
235,2025-01-16,化肥行业,1269.35,1272.85,1285.33,1263.38,0.57,7.25,4359659,3886066635.0,1.73,1.4
234,2025-01-15,化肥行业,1273.74,1265.6,1273.74,1259.3,-0.4,-5.05,3971489,3739486509.0,1.14,1.28
233,2025-01-14,化肥行业,1231.87,1270.65,1271.27,1231.87,3.36,41.31,5152328,4726031538.0,3.2,1.66
232,2025-01-13,化肥行业,1210.36,1229.34,1235.15,1205.6,0.59,7.23,3824175,3460565619.0,2.42,1.23
231,2025-01-10,化肥行业,1256.9,1222.11,1263.42,1222.11,-2.88,-36.22,4386279,4121107893.0,3.28,1.41
230,2025-01-09,化肥行业,1240.28,1258.33,1266.38,1235.88,0.92,11.52,4721540,5086017895.0,2.45,1.52
229,2025-01-08,化肥行业,1251.19,1246.81,1253.83,1219.63,-0.51,-6.36,5521828,5421100541.0,2.73,1.77
228,2025-01-07,化肥行业,1241.66,1253.17,1253.63,1227.8,1.03,12.72,4392302,4346874786.0,2.08,1.41
227,2025-01-06,化肥行业,1235.95,1240.45,1256.43,1217.02,0.24,2.96,5299277,5458763233.0,3.18,1.7
226,2025-01-03,化肥行业,1274.38,1237.49,1279.68,1235.91,-2.82,-35.89,6088979,5953535055.0,3.44,1.96
225,2025-01-02,化肥行业,1292.93,1273.38,1308.49,1263.53,-1.52,-19.62,5798389,5768236919.0,3.48,1.86
224,2024-12-31,化肥行业,1317.6,1293.0,1321.98,1288.52,-1.71,-22.44,5022052,5242133998.0,2.54,1.61
223,2024-12-30,化肥行业,1331.51,1315.44,1331.51,1312.75,-1.25,-16.6,4569165,4385832353.0,1.41,1.47
222,2024-12-27,化肥行业,1310.36,1332.04,1338.94,1306.61,1.56,20.42,5584277,5079424391.0,2.46,1.79
221,2024-12-26,化肥行业,1301.86,1311.62,1315.67,1301.86,0.96,12.45,4270808,4029025046.0,1.06,1.37
220,2024-12-25,化肥行业,1322.14,1299.17,1322.64,1286.24,-1.83,-24.28,4984126,4818135280.0,2.75,1.6
219,2024-12-24,化肥行业,1314.93,1323.45,1325.3,1303.65,0.84,11.01,5168116,4962453232.0,1.65,1.66
218,2024-12-23,化肥行业,1352.96,1312.44,1355.93,1310.87,-3.23,-43.83,6645011,6415297334.0,3.32,2.14
217,2024-12-20,化肥行业,1360.06,1356.27,1367.43,1354.39,-0.4,-5.47,5597794,6421135296.0,0.96,1.8
216,2024-12-19,化肥行业,1363.91,1361.74,1372.17,1349.52,-1.02,-14.0,6375745,7180091059.0,1.65,2.05
215,2024-12-18,化肥行业,1382.45,1375.74,1393.24,1371.13,-0.94,-13.12,7240305,8334473843.0,1.59,2.33
214,2024-12-17,化肥行业,1418.37,1388.86,1420.55,1386.46,-2.06,-29.21,9576789,10507736515.0,2.4,3.08
213,2024-12-16,化肥行业,1409.22,1418.07,1419.5,1404.35,0.58,8.13,9015195,8863815394.0,1.07,2.9
212,2024-12-13,化肥行业,1440.65,1409.94,1441.32,1407.72,-2.69,-39.0,11196103,10042543032.0,2.32,3.6
211,2024-12-12,化肥行业,1439.61,1448.94,1449.53,1428.34,0.85,12.2,12225221,9449357904.0,1.47,3.93
210,2024-12-11,化肥行业,1409.84,1436.74,1439.05,1409.0,1.42,20.11,10242293,9098495380.0,2.12,3.29
209,2024-12-10,化肥行业,1460.17,1416.63,1463.15,1414.3,-0.68,-9.64,11425362,10756138814.0,3.43,3.67
208,2024-12-09,化肥行业,1432.41,1426.27,1442.1,1417.51,0.09,1.22,12904222,9612425177.0,1.73,4.15
207,2024-12-06,化肥行业,1398.63,1425.05,1427.84,1398.63,1.6,22.47,10887903,10331041423.0,2.08,3.5
206,2024-12-05,化肥行业,1387.46,1402.58,1405.45,1381.53,0.53,7.36,9797353,11225696471.0,1.71,3.15
205,2024-12-04,化肥行业,1427.74,1395.22,1427.87,1388.8,-2.73,-39.18,11431826,13582064940.0,2.72,3.67
204,2024-12-03,化肥行业,1429.25,1434.4,1441.86,1418.19,0.22,3.18,12703350,17995396317.0,1.65,4.08
203,2024-12-02,化肥行业,1389.1,1431.22,1436.88,1389.1,2.81,39.07,13426339,16500575824.0,3.43,4.31
202,2024-11-29,化肥行业,1377.51,1392.15,1398.98,1363.18,0.43,5.94,11781443,15015283097.0,2.58,3.79
201,2024-11-28,化肥行业,1365.53,1386.21,1402.87,1363.31,1.24,17.01,14281227,18853716409.0,2.89,4.59
200,2024-11-27,化肥行业,1344.16,1369.2,1369.2,1327.48,0.26,3.61,11255075,16760268026.0,3.06,3.62
199,2024-11-26,化肥行业,1377.53,1365.59,1389.61,1365.23,-1.14,-15.73,11577761,16308489753.0,1.76,3.72
198,2024-11-25,化肥行业,1353.1,1381.32,1381.32,1339.95,1.97,26.72,10208384,10389208709.0,3.05,3.28
197,2024-11-22,化肥行业,1411.16,1354.6,1413.39,1352.27,-4.46,-63.23,11657045,12147015594.0,4.31,3.75
196,2024-11-21,化肥行业,1413.31,1417.83,1422.44,1400.96,1.29,18.09,12721263,14999498694.0,1.53,4.09
195,2024-11-20,化肥行业,1328.65,1399.74,1402.12,1328.42,5.27,70.08,11375315,12713584652.0,5.54,3.65
194,2024-11-19,化肥行业,1294.43,1329.66,1329.66,1288.48,2.95,38.15,7731456,7602416924.0,3.19,2.48
193,2024-11-18,化肥行业,1319.47,1291.51,1326.66,1283.84,-1.81,-23.8,7615782,7280791500.0,3.26,2.45
192,2024-11-15,化肥行业,1346.64,1315.31,1358.51,1315.31,-3.04,-41.28,8952350,9009165150.0,3.18,2.88
191,2024-11-14,化肥行业,1382.07,1356.59,1390.9,1355.65,-1.69,-23.37,10126747,10131284684.0,2.55,3.25
190,2024-11-13,化肥行业,1367.82,1379.96,1394.51,1352.92,0.58,7.89,9417613,9426958972.0,3.03,3.03
189,2024-11-12,化肥行业,1365.75,1372.07,1396.06,1359.07,0.62,8.48,11887905,13580032195.0,2.71,3.82
188,2024-11-11,化肥行业,1355.41,1363.59,1363.67,1342.66,0.08,1.09,8965771,10172540730.0,1.54,2.88
187,2024-11-08,化肥行业,1385.68,1362.5,1391.73,1352.43,-1.25,-17.24,12197012,14234313920.0,2.85,3.92
186,2024-11-07,化肥行业,1341.68,1379.74,1380.86,1340.47,2.1,28.44,11434554,11530902706.0,2.99,3.67
185,2024-11-06,化肥行业,1342.45,1351.3,1364.06,1337.99,0.42,5.71,13820855,17097728550.0,1.94,4.44
184,2024-11-05,化肥行业,1306.24,1345.59,1346.76,1305.54,3.04,39.7,12668679,18725969669.0,3.16,4.07
183,2024-11-04,化肥行业,1296.35,1305.89,1305.89,1282.06,1.15,14.88,9340674,13132261264.0,1.85,3.0
182,2024-11-01,化肥行业,1308.44,1291.01,1329.79,1288.01,-1.26,-16.44,13674046,17740683111.0,3.2,4.39
181,2024-10-31,化肥行业,1298.04,1307.45,1313.27,1294.96,1.02,13.23,8557110,8667968727.0,1.41,2.75
180,2024-10-30,化肥行业,1281.35,1294.22,1296.95,1279.74,1.02,13.08,7136540,6236244749.0,1.34,2.29
179,2024-10-29,化肥行业,1303.6,1281.14,1308.03,1279.49,-1.18,-15.3,8910227,8065165012.0,2.2,2.86
178,2024-10-28,化肥行业,1264.5,1296.44,1296.46,1262.75,2.59,32.7,9634410,9654156473.0,2.67,3.1
177,2024-10-25,化肥行业,1232.51,1263.74,1268.75,1232.51,2.3,28.36,9807891,11157969923.0,2.93,3.15
176,2024-10-24,化肥行业,1246.11,1235.38,1252.8,1229.79,-1.0,-12.42,8199217,8477741394.0,1.84,2.63
175,2024-10-23,化肥行业,1213.69,1247.8,1251.4,1206.69,2.64,32.15,8527673,8854632406.0,3.68,2.74
174,2024-10-22,化肥行业,1188.96,1215.65,1215.65,1184.42,2.16,25.69,6246012,5667633198.0,2.62,2.01
173,2024-10-21,化肥行业,1189.03,1189.96,1201.2,1176.89,0.35,4.17,6801414,6718413661.0,2.05,2.19
172,2024-10-18,化肥行业,1164.58,1185.79,1201.32,1157.95,1.51,17.65,6740873,6734759033.0,3.71,2.17
171,2024-10-17,化肥行业,1204.23,1168.14,1204.23,1167.8,-2.5,-29.9,5669329,5354587164.0,3.04,1.82
170,2024-10-16,化肥行业,1176.93,1198.04,1212.83,1175.76,1.07,12.73,6037155,6174776977.0,3.13,1.94
169,2024-10-15,化肥行业,1195.03,1185.31,1210.56,1181.25,-0.8,-9.59,6219107,6913007928.0,2.45,2.0
168,2024-10-14,化肥行业,1175.03,1194.9,1195.83,1161.49,2.28,26.59,5682680,5627094303.0,2.94,1.83
167,2024-10-11,化肥行业,1198.99,1168.31,1200.81,1156.03,-2.75,-32.98,5661476,5281649535.0,3.73,1.82
166,2024-10-10,化肥行业,1206.0,1201.29,1231.95,1181.37,0.41,4.92,6978374,7253595253.0,4.23,2.24
165,2024-10-09,化肥行业,1262.68,1196.37,1266.72,1196.37,-7.16,-92.25,9914042,10240266689.0,5.46,3.19
164,2024-10-08,化肥行业,1367.12,1288.62,1367.12,1235.99,4.13,51.12,13905166,14913865277.0,10.6,4.47
163,2024-09-30,化肥行业,1176.62,1237.5,1246.34,1156.49,8.88,100.95,11700150,11184315049.0,7.91,3.76
162,2024-09-27,化肥行业,1107.87,1136.55,1145.43,1106.39,3.81,41.75,7105971,6236022900.0,3.57,2.28
161,2024-09-26,化肥行业,1061.71,1094.8,1095.35,1060.94,2.82,30.03,5544371,4095354671.0,3.23,1.78
160,2024-09-25,化肥行业,1062.98,1064.77,1086.87,1060.67,1.0,10.57,6306902,5041501999.0,2.49,2.03
159,2024-09-24,化肥行业,1014.88,1054.2,1054.2,1014.88,4.16,42.15,4901464,4276717027.0,3.89,1.57
158,2024-09-23,化肥行业,1011.98,1012.05,1021.2,1007.67,-0.17,-1.75,3017386,2256464258.0,1.33,0.97
157,2024-09-20,化肥行业,1026.49,1013.8,1026.49,1007.49,-0.99,-10.09,3750903,2669372944.0,1.86,1.21
156,2024-09-19,化肥行业,1009.6,1023.89,1031.49,1002.26,2.18,21.83,3559414,2643307464.0,2.92,1.14
155,2024-09-18,化肥行业,1006.23,1002.06,1009.83,986.73,-0.58,-5.85,3311587,2004794394.0,2.29,1.06
154,2024-09-13,化肥行业,1011.55,1007.91,1014.39,1004.35,-0.47,-4.72,3125481,2037679337.0,0.99,1.0
153,2024-09-12,化肥行业,1014.93,1012.63,1028.15,1012.38,-0.38,-3.83,3448200,2528072009.0,1.55,1.11
152,2024-09-11,化肥行业,1011.19,1016.46,1024.3,1009.41,0.17,1.75,3262009,2727918087.0,1.47,1.05
151,2024-09-10,化肥行业,1028.91,1014.71,1030.74,1002.91,-1.06,-10.84,4261489,3150684029.0,2.71,1.37
150,2024-09-09,化肥行业,1026.11,1025.55,1035.24,1017.76,0.19,1.93,4216446,4034363980.0,1.71,1.35
149,2024-09-06,化肥行业,1035.06,1023.62,1037.32,1022.74,-1.07,-11.06,2730415,2268571536.0,1.41,0.88
148,2024-09-05,化肥行业,1035.17,1034.68,1043.98,1029.03,-0.27,-2.79,2895256,2632252629.0,1.44,0.93
147,2024-09-04,化肥行业,1045.34,1037.47,1052.04,1036.07,-1.31,-13.8,3387627,3024806002.0,1.52,1.09
146,2024-09-03,化肥行业,1032.61,1051.27,1057.33,1031.37,1.55,16.08,4124870,3764505894.0,2.51,1.33
145,2024-09-02,化肥行业,1030.99,1035.19,1050.04,1030.75,0.36,3.68,3720911,3446429511.0,1.87,1.2
144,2024-08-30,化肥行业,1021.98,1031.51,1042.04,1016.72,1.02,10.46,4440600,4263247390.0,2.48,1.43
143,2024-08-29,化肥行业,1015.08,1021.05,1023.64,1007.62,0.3,3.04,3188085,2785348430.0,1.57,1.02
142,2024-08-28,化肥行业,1001.31,1018.01,1024.12,1000.31,1.86,18.61,3426914,2902478510.0,2.38,1.1
141,2024-08-27,化肥行业,1001.01,999.4,1008.22,996.2,-0.28,-2.84,2249444,1932545062.0,1.2,0.72
140,2024-08-26,化肥行业,977.4,1002.24,1002.92,977.4,2.38,23.3,2459091,2182535604.0,2.61,0.79
139,2024-08-23,化肥行业,980.21,978.94,992.09,975.42,0.14,1.4,2282665,1936451225.0,1.71,0.73
138,2024-08-22,化肥行业,987.13,977.54,988.84,975.78,-0.81,-7.98,1885023,1487662883.0,1.33,0.61
137,2024-08-21,化肥行业,980.35,985.52,991.66,975.53,0.3,2.9,1813260,1630674096.0,1.64,0.58
136,2024-08-20,化肥行业,999.08,982.62,1001.24,979.03,-1.63,-16.27,2083875,1761307349.0,2.22,0.67
135,2024-08-19,化肥行业,991.89,998.89,1003.76,991.59,0.53,5.23,1964483,1752874682.0,1.22,0.63
134,2024-08-16,化肥行业,1003.72,993.66,1005.25,992.59,-0.93,-9.33,2027169,1620890353.0,1.26,0.65
133,2024-08-15,化肥行业,990.58,1002.99,1007.82,986.77,0.85,8.41,2509861,1949917348.0,2.12,0.81
132,2024-08-14,化肥行业,1008.79,994.58,1009.78,993.28,-1.45,-14.66,2039122,1988089125.0,1.63,0.66
131,2024-08-13,化肥行业,999.47,1009.24,1010.39,991.25,0.89,8.95,2268989,2017546050.0,1.91,0.73
130,2024-08-12,化肥行业,1005.79,1000.29,1008.86,997.19,-0.67,-6.72,2581557,1788585100.0,1.16,0.83
129,2024-08-09,化肥行业,1014.81,1007.01,1022.34,1006.56,-0.35,-3.51,3515373,2216589868.0,1.56,1.13
128,2024-08-08,化肥行业,994.13,1010.52,1013.1,993.97,1.87,18.52,2318493,1832073556.0,1.93,0.74
127,2024-08-07,化肥行业,989.03,992.0,997.62,979.8,0.18,1.76,1865260,1583867734.0,1.8,0.6
126,2024-08-06,化肥行业,984.17,990.24,993.45,980.87,1.72,16.72,2051384,1696659326.0,1.29,0.66
125,2024-08-05,化肥行业,991.64,973.52,1005.42,973.52,-2.49,-24.83,2802824,2253425032.0,3.2,0.9
124,2024-08-02,化肥行业,995.34,998.35,1013.7,992.94,-0.33,-3.32,2382896,1927879200.0,2.07,0.77
123,2024-08-01,化肥行业,1005.91,1001.67,1017.51,996.85,-0.31,-3.15,2819396,2429653166.0,2.06,0.91
122,2024-07-31,化肥行业,973.12,1004.82,1005.04,968.16,3.17,30.88,2956341,2503467959.0,3.79,0.95
