,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,航运港口,833171,国航远洋,6.07,3.76,0.22,151932,92516086.72,4.79,6.22,5.94,6.02,5.85,5.29,30.89,2.36
1,航运港口,601000,唐山港,4.52,2.96,0.13,478663,214948503.0,3.42,4.54,4.39,4.39,4.39,0.81,12.71,1.31
2,航运港口,600717,天津港,4.76,2.81,0.13,275258,130460104.0,3.24,4.78,4.63,4.63,4.63,0.95,11.57,0.71
3,航运港口,600018,上港集团,5.92,2.78,0.16,454507,268346004.0,3.13,5.96,5.78,5.78,5.76,0.2,9.44,1.04
4,航运港口,001205,盛航股份,17.81,2.36,0.41,33870,60284144.0,4.2,18.13,17.4,17.4,17.4,2.25,18.64,1.66
5,航运港口,603167,渤海轮渡,8.32,2.34,0.19,88350,73298947.0,2.71,8.36,8.14,8.14,8.13,1.88,11.38,1.06
6,航运港口,601298,青岛港,9.21,2.33,0.21,108996,100376743.0,2.89,9.27,9.01,9.04,9.0,0.2,11.4,1.41
7,航运港口,601326,秦港股份,3.27,2.19,0.07,320579,105302198.0,4.38,3.33,3.19,3.2,3.2,0.67,10.24,0.95
8,航运港口,601872,招商轮船,6.92,1.76,0.12,534889,367315359.0,2.79,6.95,6.76,6.78,6.8,0.66,12.55,1.51
9,航运港口,601018,宁波港,3.63,1.4,0.05,327730,119337325.0,2.23,3.66,3.58,3.58,3.58,0.21,14.47,0.9
10,航运港口,600017,日照港,3.04,1.33,0.04,334418,101965046.0,2.67,3.07,2.99,3.0,3.0,1.09,11.04,0.68
11,航运港口,201872,招港B,13.2,1.3,0.17,4208,5544595.5,1.69,13.25,13.03,13.03,13.03,0.23,5.98,0.49
12,航运港口,000088,盐 田 港,4.74,1.28,0.06,97317,46380684.36,2.56,4.81,4.69,4.69,4.68,0.43,18.41,1.41
13,航运港口,000582,北部湾港,8.53,1.19,0.1,264908,227289559.0,3.08,8.67,8.41,8.45,8.43,1.5,15.91,1.11
14,航运港口,001872,招商港口,20.91,1.16,0.24,48635,101731584.0,1.69,21.05,20.7,20.77,20.67,0.28,10.5,0.86
15,航运港口,601008,连云港,3.74,1.08,0.04,119548,45051687.0,2.43,3.8,3.71,3.71,3.7,0.96,24.28,1.15
16,航运港口,000507,珠海港,5.0,1.01,0.05,89256,44771275.52,2.02,5.05,4.95,4.96,4.95,0.99,14.44,0.88
17,航运港口,603209,兴通股份,15.01,0.87,0.13,24631,37148611.0,2.42,15.21,14.85,14.91,14.88,1.34,11.34,1.72
18,航运港口,601083,锦江航运,9.48,0.85,0.08,33924,32242542.0,1.28,9.55,9.43,9.43,9.4,1.75,12.8,1.49
19,航运港口,601022,宁波远洋,7.77,0.78,0.06,60546,47131569.0,1.43,7.82,7.71,7.72,7.71,2.44,18.83,1.8
20,航运港口,002040,南 京 港,6.59,0.76,0.05,43049,28610019.9,2.45,6.71,6.55,6.56,6.54,0.89,19.48,0.99
21,航运港口,600428,中远海特,6.84,0.74,0.05,223485,153667283.0,1.62,6.92,6.81,6.83,6.79,1.04,9.16,1.21
22,航运港口,601880,辽港股份,1.58,0.64,0.01,848872,134526782.0,1.91,1.6,1.57,1.58,1.57,0.45,29.96,0.94
23,航运港口,601228,广州港,3.19,0.63,0.02,289046,92927351.0,2.52,3.25,3.17,3.18,3.17,0.38,22.05,1.16
24,航运港口,603162,海通发展,8.94,0.56,0.05,44385,39947500.0,2.02,9.07,8.89,8.89,8.89,1.63,14.98,2.09
25,航运港口,002320,海峡股份,6.29,0.48,0.03,181009,114786015.32,2.24,6.42,6.28,6.3,6.26,0.81,53.87,3.27
26,航运港口,600798,宁波海运,2.91,0.34,0.01,70822,20752032.0,2.07,2.96,2.9,2.9,2.9,0.59,-304.99,0.89
27,航运港口,601975,招商南油,3.18,0.32,0.01,792692,252516189.0,1.26,3.21,3.17,3.17,3.17,1.65,6.92,1.46
28,航运港口,600279,重庆港,4.72,0.21,0.01,75387,35859602.0,2.12,4.81,4.71,4.71,4.71,0.64,56.31,0.9
29,航运港口,601919,中远海控,14.27,0.07,0.01,695752,997781880.0,1.4,14.45,14.25,14.25,14.26,0.55,4.48,1.02
30,航运港口,000905,厦门港务,7.18,-0.28,-0.02,265950,193644603.0,4.31,7.44,7.13,7.2,7.2,3.59,21.04,1.08
31,航运港口,601866,中远海发,2.43,-0.41,-0.01,616615,151441160.0,2.87,2.5,2.43,2.43,2.44,0.62,17.92,1.09
32,航运港口,600751,海航科技,2.49,-0.8,-0.02,208495,52816673.0,3.59,2.58,2.49,2.52,2.51,0.81,48.48,0.97
33,航运港口,000520,凤凰航运,4.35,-1.81,-0.08,148045,65740495.0,4.74,4.56,4.35,4.48,4.43,1.46,-149.52,8.43
34,航运港口,600026,中远海能,12.25,-3.54,-0.45,606837,742891679.0,3.78,12.52,12.04,12.52,12.7,1.75,12.83,1.62
35,航运港口,900952,ST锦港Ｂ,0.102,-4.67,-0.005,3514,35843.0,0.0,0.102,0.102,0.102,0.107,0.16,-0.5,0.31
36,航运港口,600190,ST锦港,1.4,-4.76,-0.07,38521,5392940.0,0.0,1.4,1.4,1.4,1.47,0.22,-0.99,0.61
