,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
240,2025-01-27,中药,1303.72,1300.62,1318.99,1300.54,-0.15,-1.93,8464169,7135726480.0,1.42,1.34
239,2025-01-24,中药,1300.04,1302.55,1304.64,1291.78,-0.53,-6.89,8857278,7763661046.0,0.98,1.41
238,2025-01-23,中药,1320.51,1309.44,1330.5,1309.36,-0.28,-3.71,8628570,7097688920.0,1.61,1.37
237,2025-01-22,中药,1319.91,1313.15,1321.11,1309.16,-1.02,-13.49,8382026,6620631964.0,0.9,1.33
236,2025-01-21,中药,1341.59,1326.64,1342.61,1320.59,-1.0,-13.41,8039451,6760139467.0,1.64,1.28
235,2025-01-20,中药,1336.22,1340.05,1346.32,1332.5,0.31,4.13,9662176,8458903560.0,1.03,1.53
234,2025-01-17,中药,1327.81,1335.92,1340.73,1320.52,0.31,4.17,8518151,6816055467.0,1.52,1.35
233,2025-01-16,中药,1329.54,1331.75,1345.85,1322.56,0.43,5.76,9598789,7257125571.0,1.76,1.52
232,2025-01-15,中药,1334.42,1325.99,1334.42,1319.07,-0.76,-10.12,9318373,7212788756.0,1.15,1.48
231,2025-01-14,中药,1301.18,1336.11,1336.11,1301.18,2.93,38.02,11671912,9051826380.0,2.69,1.85
230,2025-01-13,中药,1289.36,1298.09,1302.54,1280.26,-0.39,-5.1,8958027,6866954581.0,1.71,1.42
229,2025-01-10,中药,1342.57,1303.19,1345.31,1303.19,-3.11,-41.77,12440071,8857323179.0,3.13,1.98
228,2025-01-09,中药,1340.69,1344.96,1360.09,1326.27,-0.48,-6.52,12602222,9388538958.0,2.5,2.0
227,2025-01-08,中药,1344.89,1351.48,1366.49,1330.55,0.04,0.58,17483267,13723201998.0,2.66,2.78
226,2025-01-07,中药,1365.9,1350.9,1365.9,1323.03,-1.81,-24.89,17358692,14781277762.0,3.12,2.76
225,2025-01-06,中药,1336.2,1375.79,1379.15,1330.77,3.45,45.92,20535816,17798235947.0,3.64,3.26
224,2025-01-03,中药,1346.51,1329.87,1363.6,1326.58,-1.35,-18.16,13812834,11279892998.0,2.75,2.19
223,2025-01-02,中药,1369.93,1348.03,1381.58,1339.09,-2.08,-28.67,11370236,10546748682.0,3.09,1.81
222,2024-12-31,中药,1401.93,1376.7,1408.12,1374.17,-2.04,-28.73,11275725,10094175042.0,2.42,1.79
221,2024-12-30,中药,1417.86,1405.43,1417.86,1400.92,-1.19,-16.96,10162412,9105133490.0,1.19,1.61
