,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,通信设备,601869,长飞光纤,41.8,9.0,3.45,389329.0,1633913713.0,3.29,42.19,40.93,42.19,38.35,9.58,41.47,2.73
1,通信设备,300205,ST天喻,4.86,8.24,0.37,131835.0,64165540.1,11.14,5.08,4.58,4.6,4.49,3.09,-13.87,1.54
2,通信设备,603236,移远通信,89.66,6.64,5.58,284280.0,2539777914.0,7.58,92.45,86.08,87.0,84.08,10.86,49.33,6.15
3,通信设备,600990,四创电子,20.5,4.43,0.87,97109.0,197117500.0,7.69,20.95,19.44,19.69,19.63,3.61,-103.9,2.63
4,通信设备,300698,万马科技,36.6,3.65,1.29,26750.0,97093497.0,6.09,37.25,35.1,35.25,35.31,2.26,117.8,10.34
5,通信设备,300689,澄天伟业,26.5,3.11,0.8,13762.0,35953550.65,4.94,26.66,25.39,26.0,25.7,1.36,5595.71,4.62
6,通信设备,688418,震有科技,31.79,2.52,0.78,68645.0,218253715.0,4.45,32.28,30.9,31.06,31.01,3.55,277.98,7.28
7,通信设备,600734,实达集团,4.02,2.29,0.09,2192878.0,894135048.0,9.92,4.31,3.92,3.94,3.93,10.11,179.71,20.42
8,通信设备,000070,ST特信,5.62,2.18,0.12,110420.0,61766270.36,2.91,5.68,5.52,5.52,5.5,1.24,857.82,2.65
9,通信设备,300555,ST路通,8.29,1.47,0.12,23057.0,19120774.0,3.3,8.43,8.16,8.16,8.17,1.17,-33.86,3.11
10,通信设备,000851,ST高鸿,2.83,1.43,0.04,245574.0,69116978.77,7.89,2.92,2.7,2.73,2.79,2.17,-39.06,1.16
11,通信设备,003040,楚天龙,14.28,1.28,0.18,496151.0,711547393.42,6.45,14.88,13.97,14.1,14.1,10.86,-174.61,4.67
12,通信设备,300353,东土科技,11.86,1.19,0.14,234433.0,277939488.0,4.95,12.1,11.52,11.87,11.72,4.49,-36.4,3.69
13,通信设备,301600,慧翰股份,186.0,0.72,1.33,28286.0,536868489.0,5.34,194.0,184.13,185.0,184.67,16.12,72.56,10.38
14,通信设备,002977,天箭科技,25.86,0.31,0.08,7804.0,20238028.08,3.1,26.43,25.63,25.87,25.78,1.17,322.77,2.86
15,通信设备,300397,天和防务,10.92,0.09,0.01,113264.0,124232470.0,2.84,11.1,10.79,10.95,10.91,2.79,-66.48,3.58
16,通信设备,002935,天奥电子,15.1,0.07,0.01,49920.0,75816134.96,2.45,15.41,15.04,15.2,15.09,1.2,303.1,4.16
17,通信设备,600083,*ST博信,,,,,,,,,,0.92,0.0,-6.13,-5.83
