,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,电网设备,002256,兆新股份,2.42,10.0,0.22,1205477.0,284621104.0,8.64,2.42,2.23,2.23,2.2,8.37,-39.78,4.04
1,电网设备,002112,三变科技,13.99,9.98,1.27,546571.0,759671730.22,4.72,13.99,13.39,13.5,12.72,20.86,35.04,6.02
2,电网设备,300222,科大智能,11.48,5.03,0.55,920673.0,1066886155.12,14.73,12.49,10.88,11.1,10.93,14.53,221.48,5.35
3,电网设备,600268,国电南自,7.19,2.28,0.16,203675.0,146292593.0,3.41,7.27,7.03,7.04,7.03,2.02,52.25,2.35
4,电网设备,002346,柘中股份,10.96,1.29,0.14,113495.0,124709836.16,3.14,11.17,10.83,10.83,10.82,2.88,-24.58,1.8
5,电网设备,000720,新能泰山,3.03,1.0,0.03,117916.0,36800648.4,7.33,3.24,3.02,3.02,3.0,0.94,-66.33,1.55
6,电网设备,600525,长园集团,4.88,0.83,0.04,152069.0,74176500.0,3.51,4.96,4.79,4.84,4.84,1.15,-81.46,1.26
7,电网设备,300932,三友联众,13.55,0.82,0.11,32279.0,43982741.84,2.9,13.8,13.41,13.52,13.44,1.98,45.16,1.79
8,电网设备,601567,三星医疗,30.43,0.63,0.19,75589.0,231587245.0,3.6,31.15,30.06,30.3,30.24,0.54,17.74,3.67
9,电网设备,002350,北京科锐,6.1,0.49,0.03,157143.0,97351036.04,4.94,6.4,6.1,6.31,6.07,2.97,1298.9,1.95
10,电网设备,920111,聚星科技,24.58,0.45,0.11,17672.0,43906376.81,2.86,25.28,24.58,24.8,24.47,4.79,39.2,5.12
11,电网设备,301295,美硕科技,20.81,0.43,0.09,12841.0,26887654.18,1.74,21.06,20.7,20.79,20.72,4.37,58.6,2.19
12,电网设备,688611,杭州柯林,35.42,0.4,0.14,4503.0,15948318.0,1.81,35.65,35.01,35.29,35.28,0.41,89.73,4.53
13,电网设备,603829,洛凯股份,13.63,0.37,0.05,16579.0,22702168.0,2.21,13.83,13.53,13.6,13.58,1.04,19.48,2.17
14,电网设备,300001,特锐德,23.8,0.25,0.06,181794.0,432939688.85,2.23,24.02,23.49,23.8,23.74,1.77,42.2,3.64
