,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
240,2025-01-27,多元金融,546.95,534.67,554.07,534.67,-1.44,-7.83,8822105,5137199721.0,3.58,1.21
239,2025-01-24,多元金融,537.59,542.5,546.03,536.78,-0.24,-1.32,10664188,6465940756.0,1.7,1.46
238,2025-01-23,多元金融,544.93,543.82,565.33,543.8,1.53,8.2,16628458,10223977364.0,4.02,2.27
237,2025-01-22,多元金融,536.39,535.62,537.23,532.37,-0.56,-3.03,5790670,3297438682.0,0.9,0.79
236,2025-01-21,多元金融,548.13,538.65,548.6,535.35,-1.29,-7.02,8031110,4636440074.0,2.43,1.1
235,2025-01-20,多元金融,546.56,545.67,555.29,541.99,0.56,3.02,11422127,6843167597.0,2.45,1.56
234,2025-01-17,多元金融,543.71,542.65,548.55,540.88,-0.59,-3.21,7439872,4125475373.0,1.41,1.02
233,2025-01-16,多元金融,540.47,545.86,551.18,539.78,0.81,4.38,8888521,5230059596.0,2.11,1.22
232,2025-01-15,多元金融,534.44,541.48,547.03,531.36,1.08,5.8,11386749,6290479693.0,2.93,1.56
231,2025-01-14,多元金融,518.92,535.68,536.57,518.92,3.75,19.36,8551034,4972411886.0,3.42,1.17
230,2025-01-13,多元金融,506.08,516.32,518.76,504.27,0.98,5.03,5297382,2981727798.0,2.83,0.72
229,2025-01-10,多元金融,520.17,511.29,524.46,511.29,-1.84,-9.61,5514242,3049853025.0,2.53,0.75
228,2025-01-09,多元金融,520.11,520.9,525.39,519.47,-0.72,-3.76,5048941,2711422015.0,1.13,0.69
227,2025-01-08,多元金融,527.13,524.66,528.03,511.07,-1.15,-6.12,8233680,4386052634.0,3.2,1.13
226,2025-01-07,多元金融,525.84,530.78,531.18,520.87,0.86,4.52,5872102,3202138962.0,1.96,0.8
225,2025-01-06,多元金融,526.05,526.26,531.23,520.12,-0.71,-3.78,6310876,3445839116.0,2.1,0.86
224,2025-01-03,多元金融,549.27,530.04,551.0,529.01,-3.54,-19.47,8142680,4582485743.0,4.0,1.11
