,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
241,2025-01-24,美容护理,782.45,788.0,789.39,777.3,0.68,5.33,1436656,2270818095.0,1.54,1.57
240,2025-01-23,美容护理,792.66,782.67,796.3,782.67,-0.42,-3.29,1542646,2596279678.0,1.73,1.69
239,2025-01-22,美容护理,794.09,785.96,794.09,783.04,-1.28,-10.18,1270115,2093247833.0,1.39,1.39
238,2025-01-21,美容护理,803.33,796.14,804.79,790.16,-0.54,-4.29,1630692,2511556383.0,1.83,1.79
237,2025-01-20,美容护理,796.84,800.43,803.2,793.49,0.89,7.07,1742309,2952915219.0,1.22,1.91
236,2025-01-17,美容护理,790.14,793.36,797.67,784.65,0.09,0.7,1919188,2859201769.0,1.64,2.1
235,2025-01-16,美容护理,790.28,792.66,804.07,787.11,0.7,5.48,1779120,3088161729.0,2.15,1.95
234,2025-01-15,美容护理,790.1,787.18,794.72,784.6,-0.06,-0.44,1530387,2325468014.0,1.28,1.68
233,2025-01-14,美容护理,760.08,787.62,787.62,760.08,4.04,30.57,1951956,3538171880.0,3.64,2.14
232,2025-01-13,美容护理,743.57,757.05,757.45,736.35,0.7,5.24,1427263,2435028463.0,2.81,1.56
231,2025-01-10,美容护理,773.79,751.81,778.06,751.66,-2.95,-22.83,1769672,2536373560.0,3.41,1.94
230,2025-01-09,美容护理,775.86,774.64,784.81,772.33,-1.11,-8.68,1771437,2529721973.0,1.59,1.94
229,2025-01-08,美容护理,776.81,783.32,787.35,762.83,1.01,7.84,2524437,3602371947.0,3.16,2.76
228,2025-01-07,美容护理,763.12,775.48,775.48,756.72,1.52,11.6,1852288,2788404025.0,2.46,2.03
227,2025-01-06,美容护理,762.77,763.88,772.81,746.23,-0.06,-0.47,2190897,3260790320.0,3.48,2.4
226,2025-01-03,美容护理,795.81,764.35,798.49,764.02,-3.98,-31.69,2488327,3840883740.0,4.33,2.72
225,2025-01-02,美容护理,796.97,796.04,820.44,788.76,-0.3,-2.4,2553520,4421761118.0,3.97,2.8
224,2024-12-31,美容护理,808.51,798.44,818.58,797.52,-1.14,-9.23,2104216,3719247586.0,2.61,2.3
223,2024-12-30,美容护理,818.69,807.67,818.69,806.41,-1.91,-15.72,1907571,3966564999.0,1.49,2.09
222,2024-12-27,美容护理,821.85,823.39,830.96,816.98,0.06,0.51,2028216,3379328279.0,1.7,2.22
221,2024-12-26,美容护理,815.7,822.88,827.26,815.7,0.58,4.77,2006117,2949529819.0,1.41,2.2
220,2024-12-25,美容护理,826.76,818.11,827.21,806.65,-1.38,-11.43,2679431,3670148056.0,2.48,2.93
219,2024-12-24,美容护理,817.76,829.54,831.28,809.68,1.4,11.49,2737405,4103025140.0,2.64,3.0
218,2024-12-23,美容护理,855.45,818.05,856.03,816.28,-5.03,-43.31,2941434,4810129842.0,4.61,3.22
217,2024-12-20,美容护理,839.15,861.36,872.69,839.15,2.34,19.71,3234533,5615650815.0,3.99,3.54
216,2024-12-19,美容护理,838.04,841.65,846.91,833.78,-1.01,-8.57,2817651,4483749264.0,1.54,3.08
215,2024-12-18,美容护理,847.99,850.22,860.1,839.47,0.28,2.34,3050510,4530036577.0,2.43,3.34
214,2024-12-17,美容护理,869.75,847.88,869.83,845.76,-2.7,-23.49,3507122,5259132341.0,2.76,3.84
213,2024-12-16,美容护理,870.47,871.37,880.68,866.86,0.53,4.58,3609143,6070168124.0,1.59,3.95
212,2024-12-13,美容护理,874.08,866.79,874.44,865.04,-1.24,-10.85,3730485,7762327199.0,1.07,4.08
211,2024-12-12,美容护理,855.29,877.64,878.76,854.04,2.15,18.44,3951670,7164328577.0,2.88,4.33
210,2024-12-11,美容护理,840.09,859.2,860.37,839.3,1.84,15.55,3729401,6718189663.0,2.5,4.08
209,2024-12-10,美容护理,858.86,843.65,863.52,842.06,1.87,15.5,5239388,9299273451.0,2.59,5.74
208,2024-12-09,美容护理,830.3,828.15,830.8,818.97,-0.27,-2.27,3861494,4575052019.0,1.42,4.23
207,2024-12-06,美容护理,821.29,830.42,833.39,816.12,1.14,9.36,4072192,4953123507.0,2.1,4.46
206,2024-12-05,美容护理,815.81,821.06,821.45,812.57,0.09,0.73,3416433,4020908669.0,1.08,3.74
205,2024-12-04,美容护理,836.08,820.33,840.27,816.05,-2.32,-19.5,4473777,5039873559.0,2.88,4.9
204,2024-12-03,美容护理,839.89,839.83,842.57,830.14,0.05,0.46,4618398,5311616182.0,1.48,5.06
203,2024-12-02,美容护理,814.58,839.37,839.37,814.58,2.88,23.46,4797037,6159673344.0,3.04,5.25
202,2024-11-29,美容护理,803.69,815.91,822.52,800.36,1.66,13.33,4829791,5604663883.0,2.76,5.29
201,2024-11-28,美容护理,794.09,802.58,808.65,793.67,1.25,9.87,2997451,3467076701.0,1.89,3.28
200,2024-11-27,美容护理,783.62,792.71,792.71,764.0,1.17,9.17,3925547,3947575544.0,3.66,4.3
199,2024-11-26,美容护理,787.9,783.54,794.62,782.31,-0.11,-0.89,2070189,3067755599.0,1.57,2.27
198,2024-11-25,美容护理,771.23,784.43,784.69,769.07,1.55,11.99,2668887,3753009922.0,2.02,2.92
197,2024-11-22,美容护理,803.99,772.44,805.34,772.33,-3.78,-30.38,3101833,4552550306.0,4.11,3.4
196,2024-11-21,美容护理,795.11,802.82,804.96,792.8,0.92,7.31,3640709,4517417120.0,1.53,3.99
195,2024-11-20,美容护理,786.09,795.51,795.51,784.12,1.17,9.17,2827493,3994940513.0,1.45,3.1
194,2024-11-19,美容护理,766.22,786.34,786.34,766.22,2.87,21.97,2345887,3805230177.0,2.63,2.57
193,2024-11-18,美容护理,781.47,764.37,786.0,760.42,-2.14,-16.72,2643965,4330702384.0,3.27,2.89
192,2024-11-15,美容护理,793.82,781.09,801.45,781.09,-2.07,-16.49,3457291,5231860245.0,2.55,3.78
191,2024-11-14,美容护理,813.26,797.58,819.6,796.59,-1.91,-15.54,3105166,5172200124.0,2.83,3.4
190,2024-11-13,美容护理,814.19,813.12,821.81,798.73,-0.42,-3.43,3213844,5791697474.0,2.83,3.52
189,2024-11-12,美容护理,817.21,816.55,832.46,809.79,0.24,1.97,4014444,7874706228.0,2.78,4.39
188,2024-11-11,美容护理,809.74,814.58,814.59,799.46,0.03,0.22,3755110,6698308187.0,1.86,4.11
