,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,电源设备,688411,N海博,63.8,229.21,44.42,255795,1590442105.0,87.46,73.95,57.0,73.6,19.38,71.75,27.13,3.18
1,电源设备,300376,ST易事特,3.57,1.42,0.05,99962,35675927.56,1.7,3.6,3.54,3.55,3.52,0.43,30.26,1.19
2,电源设备,002630,华西能源,3.77,1.07,0.04,760095,285059291.0,4.29,3.82,3.66,3.75,3.73,7.17,43.89,7.09
3,电源设备,600475,华光环能,9.02,0.56,0.05,33213,30098525.0,2.01,9.12,8.94,8.94,8.97,0.35,13.44,1.02
4,电源设备,600202,哈空调,4.46,0.22,0.01,138236,62062445.0,2.02,4.54,4.45,4.46,4.45,3.61,896.24,2.06
5,电源设备,000576,甘化科工,7.16,-0.97,-0.07,48383,35248611.0,3.32,7.4,7.16,7.19,7.23,1.12,117.01,1.94
6,电源设备,600875,东方电气,14.92,-1.0,-0.15,101128,151729132.0,1.59,15.15,14.91,15.07,15.07,0.5,13.29,1.21
7,电源设备,301386,未来电器,19.93,-1.24,-0.25,9797,19694786.0,2.33,20.33,19.86,20.18,20.18,2.28,32.46,1.92
8,电源设备,300105,龙源技术,6.64,-1.34,-0.09,71219,47759933.0,2.53,6.78,6.61,6.74,6.73,1.39,110.18,1.82
9,电源设备,301327,华宝新能,73.75,-1.43,-1.07,6995,52065783.3,2.33,75.49,73.75,74.83,74.82,2.02,43.3,1.5
10,电源设备,002255,海陆重工,6.07,-1.78,-0.11,179827,110054560.0,2.91,6.23,6.05,6.2,6.18,2.82,15.7,1.26
11,电源设备,002366,融发核电,4.69,-1.88,-0.09,373864,176994966.0,4.39,4.86,4.65,4.82,4.78,2.98,-560.16,2.1
12,电源设备,002534,西子洁能,12.25,-2.16,-0.27,90859,112330341.0,2.72,12.57,12.23,12.52,12.52,1.24,16.04,2.21
13,电源设备,300820,英杰电气,50.58,-2.36,-1.22,18955,96614374.5,3.71,52.39,50.47,51.85,51.8,1.71,27.74,4.72
14,电源设备,688551,科威尔,27.6,-2.82,-0.8,9398,26150204.0,3.35,28.39,27.44,28.3,28.4,1.12,33.68,1.77
15,电源设备,301516,中远通,16.0,-3.32,-0.55,41288,67014539.0,4.17,16.69,16.0,16.62,16.55,5.88,-131.62,3.22
16,电源设备,002227,奥 特 迅,10.04,-3.37,-0.35,47307,48194827.0,3.95,10.43,10.02,10.38,10.39,1.91,-79.7,2.41
17,电源设备,300491,通合科技,17.4,-3.6,-0.65,60060,106226009.04,5.6,18.35,17.34,18.19,18.05,3.87,109.12,2.69
18,电源设备,688719,爱科赛博,25.65,-3.68,-0.98,4740,12395482.0,4.62,26.88,25.65,26.88,26.63,0.64,63.07,1.68
19,电源设备,300713,英可瑞,14.51,-3.78,-0.57,20774,30826742.6,5.24,15.3,14.51,15.3,15.08,2.37,-34.67,3.85
20,电源设备,300593,新雷能,10.01,-3.84,-0.4,88216,89601353.63,5.19,10.52,9.98,10.45,10.41,1.96,-29.59,1.93
21,电源设备,600405,动力源,4.69,-3.89,-0.19,209918,101226552.0,6.15,4.98,4.68,4.88,4.88,3.79,-13.74,4.63
22,电源设备,300153,科泰电源,16.58,-4.66,-0.81,487458,790315911.94,8.4,16.99,15.53,16.67,17.39,15.31,158.95,6.18
23,电源设备,300693,盛弘股份,29.28,-6.15,-1.92,173546,516483777.94,6.06,31.1,29.21,30.88,31.2,6.52,25.25,5.49
24,电源设备,002364,中恒电气,13.45,-6.21,-0.89,956879,1301015484.87,9.48,14.38,13.02,13.5,14.34,17.15,66.12,3.21
25,电源设备,002851,麦格米特,62.84,-6.56,-4.41,333642,2118136253.48,3.87,65.0,62.4,63.45,67.25,7.31,62.54,5.94
26,电源设备,002335,科华数据,28.65,-6.65,-2.04,242002,705783780.0,7.33,30.85,28.6,30.61,30.69,6.04,41.66,3.02
27,电源设备,601727,上海电气,7.22,-6.72,-0.52,3727863,2758198443.0,6.59,7.73,7.22,7.73,7.74,2.95,111.25,2.1
28,电源设备,300870,欧陆通,121.33,-7.03,-9.17,45161,556474097.47,5.92,127.53,119.8,125.37,130.5,4.46,58.8,6.18
29,电源设备,002518,科士达,23.28,-7.29,-1.83,276300,659987646.96,7.73,25.14,23.2,24.9,25.11,4.89,28.49,3.12
