,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,化学制药,688117,圣诺生物,24.6,5.04,1.18,22632,54963081.0,5.72,24.83,23.49,23.5,23.42,2.01,36.42,2.99
1,化学制药,603351,威尔药业,23.78,4.21,0.96,7680,18109716.0,4.43,23.83,22.82,22.82,22.82,0.57,21.4,1.93
2,化学制药,688166,博瑞医药,30.92,4.07,1.21,100905,310475362.0,3.97,31.17,29.99,29.99,29.71,2.39,55.22,5.74
3,化学制药,300497,富祥药业,8.12,3.31,0.26,167224,138179874.06,7.0,8.45,7.9,7.94,7.86,3.7,-53.96,1.87
4,化学制药,600812,华北制药,5.54,2.59,0.14,347833,193467132.0,3.7,5.65,5.45,5.51,5.4,2.03,69.57,1.77
5,化学制药,002262,恩华药业,22.97,2.45,0.55,103285,236352772.04,2.5,23.05,22.49,22.58,22.42,1.17,17.16,3.27
6,化学制药,603676,卫信康,9.82,2.08,0.2,24030,23616290.0,3.12,9.92,9.62,9.66,9.62,0.55,13.17,2.88
7,化学制药,000963,华东医药,34.8,2.02,0.69,85814,298179011.4,2.49,34.96,34.11,34.2,34.11,0.49,17.87,2.77
8,化学制药,600488,津药药业,4.22,1.93,0.08,58093,24584425.0,2.9,4.27,4.15,4.17,4.14,0.53,18.51,1.51
9,化学制药,688799,华纳药厂,41.89,1.87,0.77,11745,48884526.0,2.5,42.06,41.03,41.51,41.12,1.25,18.6,2.09
10,化学制药,002099,海翔药业,4.96,1.85,0.09,103591,51560468.0,2.46,5.02,4.9,4.9,4.87,0.64,502.65,1.47
11,化学制药,605507,国邦医药,20.69,1.82,0.37,30708,63743063.0,3.4,20.98,20.29,20.41,20.32,1.02,14.98,1.47
12,化学制药,300254,仟源医药,8.48,1.8,0.15,58676,50150695.6,3.6,8.65,8.35,8.36,8.33,2.61,35.77,3.25
13,化学制药,603811,诚意药业,8.0,1.78,0.14,49183,39386950.0,2.93,8.09,7.86,7.87,7.86,1.5,16.77,2.1
14,化学制药,002020,京新药业,12.24,1.66,0.2,118756,145947225.5,2.99,12.41,12.05,12.08,12.04,1.64,13.75,1.81
15,化学制药,300111,向日葵,3.23,1.57,0.05,166151,53826984.24,2.83,3.28,3.19,3.2,3.18,1.29,1119.6,6.1
16,化学制药,002365,永安药业,8.29,1.47,0.12,41208,34423817.72,3.18,8.47,8.21,8.21,8.17,1.69,29.62,1.22
17,化学制药,300381,溢多利,7.14,1.42,0.1,45906,32922598.97,2.7,7.25,7.06,7.12,7.04,0.94,61.44,1.33
18,化学制药,600216,浙江医药,15.07,1.34,0.2,133284,200338922.0,2.02,15.15,14.85,14.89,14.87,1.39,12.79,1.4
19,化学制药,002019,亿帆医药,10.73,1.32,0.14,123730,133727345.0,3.59,10.98,10.6,10.63,10.59,1.47,26.72,1.53
20,化学制药,688578,艾力斯,68.33,1.29,0.87,44436,303476184.0,2.94,69.06,67.08,67.77,67.46,0.99,21.7,6.32
21,化学制药,603367,辰欣药业,13.55,1.27,0.17,23410,31745485.0,1.94,13.66,13.4,13.4,13.38,0.52,11.56,1.05
22,化学制药,002900,哈三联,9.63,1.26,0.12,20434,19747624.5,2.63,9.76,9.51,9.59,9.51,1.18,56.3,1.42
23,化学制药,600613,神奇制药,6.49,1.25,0.08,54496,35474680.0,2.18,6.55,6.41,6.41,6.41,1.14,43.8,1.47
24,化学制药,832735,德源药业,31.16,1.17,0.36,2737,8534848.41,2.82,31.55,30.68,30.89,30.8,0.4,15.85,2.33
25,化学制药,002653,海思科,31.89,1.14,0.36,27878,89126252.41,3.01,32.36,31.41,31.6,31.53,0.52,70.15,8.66
26,化学制药,601089,福元医药,15.38,1.05,0.16,18197,27962198.0,1.84,15.47,15.19,15.19,15.22,0.89,13.81,2.14
27,化学制药,003020,立方制药,18.05,1.01,0.18,6148,11105435.2,1.45,18.18,17.92,17.92,17.87,0.45,21.76,2.04
28,化学制药,002898,赛隆药业,10.04,1.01,0.1,31476,31779735.0,3.82,10.28,9.9,10.04,9.94,3.11,-358.86,3.34
29,化学制药,001367,海森药业,26.99,0.97,0.26,6046,16380103.37,2.43,27.32,26.67,26.67,26.73,2.31,23.9,2.09
30,化学制药,002773,康弘药业,19.28,0.94,0.18,58662,113699238.04,2.36,19.55,19.1,19.16,19.1,0.86,13.66,2.1
31,化学制药,002332,仙琚制药,9.88,0.92,0.09,168974,167585296.9,1.94,9.98,9.79,9.83,9.79,1.72,13.83,1.63
32,化学制药,300636,同和药业,7.87,0.9,0.07,46680,37026844.17,2.44,8.05,7.86,7.87,7.8,1.28,25.99,1.44
33,化学制药,002550,千红制药,5.8,0.87,0.05,224728,131407053.24,2.78,5.92,5.76,5.76,5.75,2.47,17.98,3.0
34,化学制药,000153,丰原药业,5.98,0.84,0.05,64529,38928562.4,2.36,6.09,5.95,5.97,5.93,1.42,14.15,1.39
35,化学制药,002940,昂利康,13.41,0.83,0.11,17526,23620086.03,1.88,13.59,13.34,13.35,13.3,0.95,40.63,1.79
36,化学制药,000513,丽珠集团,36.43,0.8,0.29,41052,149960687.22,1.8,36.79,36.14,36.15,36.14,0.7,14.89,2.34
