,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,游戏,600892,大晟文化,3.13,3.64,0.11,574198,171080880.0,16.56,3.22,2.72,2.72,3.02,10.27,-84.82,13.99
1,游戏,002602,ST华通,5.04,3.28,0.16,876342,442161475.38,2.87,5.11,4.97,5.02,4.88,1.27,15.62,1.44
2,游戏,002624,完美世界,10.45,2.55,0.26,392000,411909491.05,4.02,10.69,10.28,10.29,10.19,2.15,-39.11,2.66
3,游戏,600715,*ST文投,2.09,1.95,0.04,179605,37659317.0,3.41,2.13,2.06,2.07,2.05,0.67,-16.0,5.37
4,游戏,603258,电魂网络,21.7,1.73,0.37,33530,72657726.0,2.34,21.92,21.42,21.47,21.33,1.39,53.25,2.38
5,游戏,002168,ST惠程,2.4,1.69,0.04,71725,17164385.0,2.54,2.42,2.36,2.36,2.36,0.91,-16.99,-27.15
6,游戏,600633,浙数文化,10.21,1.69,0.17,187532,192264855.0,2.59,10.4,10.14,10.17,10.04,1.48,20.46,1.29
7,游戏,603444,吉比特,206.5,-0.2,-0.42,7527,156268449.0,1.94,209.62,205.6,206.95,206.92,1.04,16.97,3.14
8,游戏,002558,巨人网络,12.67,-0.24,-0.03,211062,269545139.0,2.68,12.96,12.62,12.75,12.7,1.09,17.17,2.01
9,游戏,002517,恺英网络,13.87,-0.43,-0.06,311478,433367160.63,1.94,14.05,13.78,13.8,13.93,1.63,17.49,4.93
10,游戏,002425,ST凯文,2.13,-0.47,-0.01,213750,45914127.0,3.27,2.18,2.11,2.14,2.14,2.24,-15.97,0.6
11,游戏,002555,三七互娱,14.87,-0.47,-0.07,284582,426961136.99,2.01,15.17,14.87,15.12,14.94,1.78,13.0,2.61
12,游戏,300002,神州泰岳,12.46,-0.64,-0.08,694669,874756537.2,2.95,12.79,12.42,12.7,12.54,3.82,16.77,3.58
13,游戏,300031,宝通科技,18.42,-0.86,-0.16,156944,292595888.65,2.74,18.91,18.4,18.65,18.58,4.5,24.15,1.99
14,游戏,002174,游族网络,8.78,-1.13,-0.1,162257,144384088.74,3.27,9.04,8.75,8.97,8.88,1.77,1164.8,1.81
15,游戏,300148,天舟文化,3.95,-1.5,-0.06,490344,194936755.4,3.99,4.07,3.91,4.01,4.01,6.12,118.06,3.48
16,游戏,300043,星辉娱乐,3.74,-1.58,-0.06,723506,275641762.77,5.0,3.92,3.73,3.83,3.8,5.82,-15.13,2.75
17,游戏,300052,中青宝,16.07,-1.59,-0.26,67930,110889319.0,3.61,16.63,16.04,16.43,16.33,2.59,-86.78,9.47
18,游戏,300315,掌趣科技,5.46,-1.8,-0.1,716819,397021424.34,4.14,5.68,5.45,5.64,5.56,2.76,57.06,3.05
19,游戏,002605,姚记科技,27.97,-1.86,-0.53,126469,354098391.74,4.0,28.67,27.53,28.3,28.5,3.79,20.52,3.5
20,游戏,300113,顺网科技,16.28,-2.16,-0.36,377525,620621133.91,7.57,17.38,16.12,17.18,16.64,7.14,39.95,5.25
21,游戏,300467,迅游科技,16.03,-2.32,-0.38,47402,76967162.32,3.41,16.59,16.03,16.53,16.41,2.81,110.73,5.25
22,游戏,300494,盛天网络,11.89,-2.46,-0.3,313980,383782577.6,7.05,12.74,11.88,12.22,12.19,7.88,1788.5,3.42
23,游戏,002919,名臣健康,16.39,-2.61,-0.44,66929,111333391.2,4.34,17.1,16.37,16.93,16.83,2.53,33.85,5.0
24,游戏,300533,冰川网络,21.4,-2.68,-0.59,51202,110876933.62,5.05,22.36,21.25,22.36,21.99,3.11,-8.05,4.7
25,游戏,300459,汤姆猫,5.7,-5.0,-0.3,2583186,1512421068.64,7.33,6.14,5.7,6.08,6.0,8.15,179.97,6.01
26,游戏,300299,富春股份,5.81,-5.37,-0.33,488148,291449863.0,7.98,6.3,5.81,6.23,6.14,7.09,-71.67,7.43
