,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,能源金属,002667,威领股份,9.52,10.06,0.87,237369,223386527.14,9.71,9.52,8.68,8.82,8.65,10.05,-15.34,4.1
1,能源金属,603799,华友钴业,29.22,0.93,0.27,223276,652960309.0,1.59,29.41,28.95,28.95,28.95,1.32,12.28,1.45
2,能源金属,600711,ST盛屯,5.06,0.2,0.01,325353,164882979.0,1.19,5.1,5.04,5.05,5.05,1.05,6.9,1.02
3,能源金属,002738,中矿资源,37.87,-0.5,-0.19,63425,241996797.72,1.68,38.51,37.87,38.2,38.06,0.89,37.55,2.29
4,能源金属,301219,腾远钴业,45.59,-0.63,-0.29,20624,94779239.6,2.11,46.43,45.46,45.89,45.88,1.23,16.32,1.56
5,能源金属,000762,西藏矿业,20.24,-1.17,-0.24,50766,103796129.69,2.83,20.79,20.21,20.48,20.48,0.97,51.97,3.53
6,能源金属,002466,天齐锂业,30.58,-1.32,-0.41,167561,518971158.72,2.9,31.47,30.57,30.85,30.99,1.14,-6.6,1.15
7,能源金属,300618,寒锐钴业,32.58,-1.45,-0.48,42536,140390134.31,2.66,33.46,32.58,33.04,33.06,1.57,45.07,1.88
8,能源金属,002460,赣锋锂业,33.08,-1.55,-0.52,210620,708984630.09,3.78,34.34,33.07,33.53,33.6,1.74,-78.15,1.52
9,能源金属,300390,天华新能,21.75,-1.63,-0.36,87269,191847036.4,3.57,22.54,21.75,22.2,22.11,1.3,14.68,1.52
10,能源金属,002240,盛新锂能,12.77,-1.69,-0.22,72286,93531395.93,2.85,13.14,12.77,12.99,12.99,0.83,-18.99,0.96
11,能源金属,002192,融捷股份,30.57,-1.86,-0.58,34483,106942675.36,3.63,31.69,30.56,31.18,31.15,1.33,32.57,2.39
12,能源金属,002340,格林美,6.35,-2.01,-0.13,517824,332786260.77,2.47,6.51,6.35,6.47,6.48,1.02,27.01,1.69
