,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,软件开发,300996,普联软件,27.41,20.01,4.57,540098.0,1391176736.44,17.64,27.41,23.38,23.89,22.84,31.99,278.9,4.67
1,软件开发,300229,拓尔思,22.11,17.79,3.34,1855583.0,4095303109.55,5.97,22.52,21.4,22.52,18.77,23.35,326.02,4.53
2,软件开发,839493,并行科技,75.51,17.02,10.98,84184.0,657767465.27,15.02,83.5,73.81,83.17,64.53,25.95,1093.47,12.68
3,软件开发,603039,泛微网络,59.0,9.99,5.36,62175.0,359504411.0,6.88,59.0,55.31,55.78,53.64,2.39,133.74,7.49
4,软件开发,835508,殷图网联,28.85,8.83,2.34,29393.0,83352134.83,11.28,29.99,27.0,27.95,26.51,11.29,-138.68,7.52
5,软件开发,301248,杰创智能,19.96,7.66,1.42,511104.0,1107546952.08,15.64,22.25,19.35,22.25,18.54,50.1,-39.37,2.06
6,软件开发,601360,三六零,11.1,7.35,0.76,3644232.0,4047661561.0,7.64,11.37,10.58,10.8,10.34,5.21,-100.66,2.54
7,软件开发,301556,托普云农,95.88,5.94,5.38,27685.0,258792006.56,9.16,96.99,88.7,90.5,90.5,15.09,80.06,9.11
8,软件开发,688227,品高股份,29.01,5.61,1.54,26697.0,76905894.0,9.79,29.69,27.0,27.47,27.47,4.17,-52.71,2.44
9,软件开发,300605,恒锋信息,12.39,5.45,0.64,111177.0,138625215.37,9.28,12.88,11.79,11.9,11.75,9.78,-62.08,3.86
10,软件开发,688244,永信至诚,27.35,3.91,1.03,38392.0,108693815.0,7.07,29.15,27.29,27.44,26.32,7.76,-66.4,2.84
11,软件开发,002212,天融信,7.18,3.76,0.26,779491.0,556145547.1,5.2,7.31,6.95,7.14,6.92,6.68,-37.52,0.92
12,软件开发,688369,致远互联,23.64,3.64,0.83,98854.0,230875073.0,9.34,24.44,22.31,23.82,22.81,8.58,-18.66,2.29
13,软件开发,300608,思特奇,12.3,3.45,0.41,527047.0,664514316.24,13.79,13.57,11.93,13.33,11.89,19.16,-19.74,2.92
14,软件开发,300047,天源迪科,12.45,3.06,0.37,708979.0,880938029.41,4.97,12.7,12.1,12.5,12.08,12.9,184.73,2.38
15,软件开发,688111,金山办公,314.0,2.94,8.97,80218.0,2539346702.0,3.71,324.51,313.2,320.28,305.03,1.73,104.75,13.57
16,软件开发,688207,格灵深瞳,14.98,2.81,0.41,86892.0,130035711.0,4.67,15.3,14.62,14.93,14.57,4.86,-21.14,1.81
17,软件开发,688590,新致软件,18.51,2.55,0.46,311485.0,579371323.0,4.99,19.13,18.23,18.42,18.05,11.74,115.08,3.51
18,软件开发,603232,格尔软件,13.63,2.48,0.33,154922.0,212709796.0,4.29,14.0,13.43,13.48,13.3,6.7,-63.44,2.4
19,软件开发,301302,华如科技,21.52,2.48,0.52,99291.0,219188494.0,7.24,22.98,21.46,22.56,21.0,11.79,-9.4,1.83
