,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,电子化学品,300481,濮阳惠成,14.6,0.27,0.04,33477,49298526.0,2.2,14.9,14.58,14.69,14.56,1.14,21.59,1.82
1,电子化学品,688146,中船特气,28.2,-0.74,-0.21,12291,34905621.0,1.69,28.68,28.2,28.57,28.41,0.86,47.83,2.74
2,电子化学品,688106,金宏气体,16.88,-0.76,-0.13,22900,38934308.0,1.88,17.15,16.83,17.07,17.01,0.48,28.99,2.76
3,电子化学品,603931,格林达,22.76,-1.09,-0.25,13943,31857655.0,2.52,23.18,22.6,23.01,23.01,0.7,30.71,2.96
4,电子化学品,688019,安集科技,145.8,-1.24,-1.83,12261,180350448.0,2.21,148.8,145.53,147.99,147.63,0.95,35.99,7.41
5,电子化学品,688550,瑞联新材,32.35,-1.37,-0.45,27656,90461698.0,2.96,33.18,32.21,32.77,32.8,1.58,22.88,1.91
6,电子化学品,688603,天承科技,72.5,-1.37,-1.01,5370,39643548.0,4.72,75.47,72.0,75.42,73.51,1.78,79.86,5.53
7,电子化学品,002584,西陇科学,7.81,-1.51,-0.12,202415,161081573.5,3.66,8.1,7.81,7.94,7.93,4.68,53.41,1.98
8,电子化学品,688359,三孚新科,44.51,-1.66,-0.75,6678,30058113.0,4.29,46.3,44.36,45.5,45.26,0.71,-184.24,8.59
9,电子化学品,300236,上海新阳,36.63,-1.74,-0.65,20749,76810176.16,2.68,37.6,36.6,37.35,37.28,0.75,66.35,2.58
10,电子化学品,300637,扬帆新材,8.89,-1.77,-0.16,47301,42940383.0,5.08,9.34,8.88,9.34,9.05,2.02,-57.77,3.07
11,电子化学品,688548,广钢气体,9.86,-1.79,-0.18,38542,38436752.0,3.09,10.17,9.86,10.05,10.04,0.58,53.82,2.26
12,电子化学品,300398,飞凯材料,15.85,-1.8,-0.29,92235,147909965.0,2.54,16.26,15.85,16.14,16.14,1.75,30.62,2.18
13,电子化学品,002409,雅克科技,59.8,-1.81,-1.1,61512,371129082.93,2.63,61.4,59.8,61.26,60.9,1.93,28.51,3.92
14,电子化学品,688268,华特气体,43.9,-2.03,-0.91,10408,46067755.0,2.45,44.98,43.88,44.58,44.81,0.87,29.88,3.04
15,电子化学品,603078,江化微,16.01,-2.2,-0.36,62067,100606712.0,3.3,16.55,16.01,16.45,16.37,1.61,53.68,3.72
16,电子化学品,300054,鼎龙股份,25.83,-2.31,-0.61,110593,289324309.5,3.67,26.79,25.82,26.77,26.44,1.52,48.3,5.58
17,电子化学品,002643,万润股份,10.12,-2.32,-0.24,126769,130031228.0,3.19,10.45,10.12,10.36,10.36,1.39,23.85,1.34
18,电子化学品,300537,广信材料,16.36,-2.62,-0.44,51226,85030212.55,4.58,17.1,16.33,16.9,16.8,3.56,68.3,4.01
19,电子化学品,300346,南大光电,36.7,-2.81,-1.06,103775,387429936.89,3.73,38.11,36.7,37.9,37.76,1.9,59.69,6.33
20,电子化学品,300429,强力新材,10.64,-2.83,-0.31,96393,104477121.95,4.57,11.13,10.63,10.99,10.95,2.42,-167.04,3.07
21,电子化学品,300655,晶瑞电材,8.25,-2.94,-0.25,167861,140495326.45,4.0,8.59,8.25,8.55,8.5,1.66,9858.2,3.38
22,电子化学品,688549,中巨芯-U,8.31,-3.26,-0.28,125011,105863207.0,4.54,8.7,8.31,8.63,8.59,2.16,309.64,4.02
23,电子化学品,002741,光华科技,15.4,-3.51,-0.56,170660,268128749.01,4.45,16.11,15.4,16.0,15.96,4.72,792.46,3.51
24,电子化学品,300576,容大感光,44.1,-4.01,-1.84,72944,327957859.97,4.48,46.13,44.07,45.93,45.94,3.97,95.78,8.51
25,电子化学品,603002,宏昌电子,5.4,-4.76,-0.27,326545,179703942.0,6.0,5.73,5.39,5.7,5.67,2.96,125.09,1.79
26,电子化学品,688545,C兴福,25.09,-8.56,-2.35,196290,513952789.0,10.17,27.79,25.0,27.45,27.44,28.69,51.06,3.23
