,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,专用设备,001395,N亚联,49.5,159.43,30.42,147706.0,859765177.93,106.5,69.0,48.68,65.0,19.08,76.57,25.75,4.18
1,专用设备,301512,智信精密,45.0,20.0,7.5,48507.0,209416166.0,18.96,45.0,37.89,37.89,37.5,19.55,-54.71,2.44
2,专用设备,000856,冀东装备,12.73,10.03,1.16,1037250.0,1254523556.64,20.05,12.73,10.41,11.57,11.57,45.69,192.9,6.95
3,专用设备,002691,冀凯股份,8.35,10.01,0.76,799102.0,593491048.94,20.03,8.35,6.83,6.83,7.59,23.78,-156.76,3.22
4,专用设备,002529,海源复材,6.29,6.43,0.38,364501.0,228289668.51,10.15,6.5,5.9,5.99,5.91,14.02,-29.23,4.0
5,专用设备,603800,洪田股份,26.19,5.99,1.48,78638.0,206229161.0,9.67,27.1,24.71,24.71,24.71,3.78,47.99,6.91
6,专用设备,831152,昆工科技,12.3,5.13,0.6,24211.0,29117140.55,7.09,12.38,11.55,11.72,11.7,2.95,-89.42,3.12
7,专用设备,002353,杰瑞股份,41.65,4.96,1.97,131226.0,540064623.74,6.05,42.0,39.6,39.69,39.68,1.89,20.01,2.12
8,专用设备,834014,特瑞斯,11.05,3.27,0.35,14110.0,15557041.93,5.61,11.28,10.68,10.8,10.7,3.14,25.69,1.73
9,专用设备,688162,巨一科技,23.82,3.25,0.75,24530.0,57519789.0,5.03,23.99,22.83,23.43,23.07,3.92,-122.32,1.42
10,专用设备,603656,泰禾智能,19.71,3.19,0.61,88749.0,173617453.0,5.97,20.16,19.02,19.16,19.1,4.84,137.79,2.82
11,专用设备,002757,南兴股份,17.49,3.19,0.54,1048687.0,1876506415.49,12.51,18.65,16.53,18.65,16.95,37.18,18.7,2.17
12,专用设备,603289,泰瑞机器,8.85,2.67,0.23,82768.0,72766483.0,4.41,8.96,8.58,8.58,8.62,2.82,44.35,1.87
13,专用设备,300669,沪宁股份,21.3,2.65,0.55,17820.0,37554641.0,3.66,21.4,20.64,20.94,20.75,0.98,118.11,4.69
14,专用设备,600894,广日股份,13.14,2.42,0.31,57130.0,75230210.0,3.59,13.32,12.86,12.92,12.83,0.66,15.8,1.33
15,专用设备,300833,浩洋股份,43.3,2.12,0.9,16169.0,70020503.0,3.54,43.95,42.45,42.54,42.4,1.99,15.9,2.29
16,专用设备,688125,安达智能,44.76,1.73,0.76,7153.0,32414608.0,5.16,46.16,43.89,44.45,44.0,3.28,-291.85,1.93
17,专用设备,300472,新元科技,7.57,1.61,0.12,163198.0,123796512.68,4.43,7.73,7.4,7.51,7.45,6.51,-26.84,3.68
18,专用设备,001239,永达股份,14.25,1.42,0.2,27847.0,39810879.28,2.56,14.45,14.09,14.19,14.05,2.44,56.8,2.69
19,专用设备,301053,远信工业,21.31,1.24,0.26,8418.0,18064608.0,3.04,21.72,21.08,21.08,21.05,1.06,36.95,2.82
20,专用设备,688789,宏华数科,69.3,1.18,0.81,13045.0,90001602.0,3.46,69.87,67.5,68.58,68.49,0.73,30.09,4.1
21,专用设备,600582,天地科技,6.0,1.18,0.07,313654.0,187678023.0,1.69,6.03,5.93,5.96,5.93,0.76,8.56,1.03
22,专用设备,001223,欧克科技,43.9,1.11,0.48,15126.0,67299004.0,5.87,45.78,43.23,43.36,43.42,9.07,37.66,1.55
23,专用设备,600320,振华重工,3.91,1.03,0.04,261713.0,102412374.0,2.07,3.95,3.87,3.88,3.87,0.79,35.69,1.35
24,专用设备,003036,泰坦股份,12.9,0.86,0.11,59463.0,77568817.0,3.05,13.19,12.8,12.88,12.79,2.75,25.83,2.06
25,专用设备,601798,蓝科高新,6.0,0.84,0.05,98522.0,59765990.0,4.03,6.19,5.95,5.98,5.95,2.78,-77.08,1.63
26,专用设备,600262,北方股份,18.14,0.78,0.14,16956.0,30796855.0,2.44,18.37,17.93,18.0,18.0,1.0,21.35,1.98
27,专用设备,603279,景津装备,16.8,0.72,0.12,20442.0,34465271.0,1.74,16.98,16.69,16.69,16.68,0.36,10.92,2.26
28,专用设备,603280,南方路机,21.84,0.65,0.14,16092.0,35179108.0,2.07,22.02,21.57,21.7,21.7,5.76,21.08,1.82
29,专用设备,001332,锡装股份,35.36,0.6,0.21,7126.0,25346322.25,2.53,35.95,35.06,35.25,35.15,2.64,14.04,1.65
30,专用设备,603029,天鹅股份,17.67,0.57,0.1,42036.0,75221115.0,4.04,18.3,17.59,17.6,17.57,3.46,39.69,2.47
31,专用设备,001360,南矿集团,12.94,0.54,0.07,11199.0,14585767.34,2.25,13.13,12.84,12.84,12.87,1.37,30.86,1.9
32,专用设备,688328,深科达,14.77,0.48,0.07,22739.0,33500320.0,3.47,14.91,14.4,14.7,14.7,2.41,-29.39,1.48
33,专用设备,688306,均普智能,8.88,0.45,0.04,342418.0,309834846.0,5.2,9.3,8.84,9.13,8.84,7.31,-167.74,6.3
34,专用设备,605288,凯迪股份,34.56,0.41,0.14,5168.0,17835372.0,1.34,34.76,34.3,34.42,34.42,0.74,25.6,1.1
35,专用设备,002890,弘宇股份,10.4,0.39,0.04,13242.0,13794151.3,3.28,10.59,10.25,10.38,10.36,0.82,96.16,2.99
36,专用设备,603300,海南华铁,5.21,0.39,0.02,319428.0,166913686.0,2.5,5.28,5.15,5.2,5.19,1.62,15.83,1.7
37,专用设备,601038,一拖股份,14.18,0.35,0.05,53591.0,76222178.0,1.56,14.31,14.09,14.18,14.13,0.73,10.85,2.14
38,专用设备,001336,楚环科技,18.46,0.33,0.06,13622.0,25382700.0,2.61,18.8,18.32,18.41,18.4,4.77,51.51,1.91
39,专用设备,688329,艾隆科技,14.56,0.28,0.04,10416.0,15318599.0,2.82,14.9,14.49,14.55,14.52,1.92,-30.22,1.5
40,专用设备,688700,东威科技,26.04,0.27,0.07,56563.0,146921623.0,6.28,26.92,25.29,26.04,25.97,1.9,85.2,4.48
41,专用设备,603159,上海亚虹,15.32,0.26,0.04,10724.0,16477504.0,2.95,15.59,15.14,15.32,15.28,0.77,87.6,4.26
42,专用设备,301043,绿岛风,28.43,0.25,0.07,4935.0,14176449.22,2.22,29.0,28.37,28.7,28.36,2.15,17.97,2.27
43,专用设备,688633,星球石墨,26.42,0.19,0.05,15872.0,42348386.0,3.03,27.18,26.38,26.55,26.37,1.1,29.24,2.48
44,专用设备,603337,杰克股份,32.72,0.18,0.06,25300.0,83150204.0,2.54,33.31,32.48,32.64,32.66,0.53,19.14,3.58
45,专用设备,001256,炜冈科技,16.54,0.18,0.03,8379.0,13945643.5,2.6,16.87,16.44,16.44,16.51,2.05,22.07,2.08
46,专用设备,301158,德石股份,14.52,0.14,0.02,20605.0,30174033.99,2.07,14.78,14.48,14.58,14.5,1.41,25.69,1.7
47,专用设备,605167,利柏特,9.53,0.11,0.01,24833.0,23723659.0,1.37,9.6,9.47,9.49,9.52,0.55,16.03,2.39
48,专用设备,603282,亚光股份,14.92,0.07,0.01,7801.0,11725297.0,1.54,15.14,14.91,15.03,14.91,1.22,19.01,1.61
49,专用设备,300836,佰奥智能,45.74,0.02,0.01,6583.0,30361802.0,4.0,46.93,45.1,45.68,45.73,1.54,120.6,5.62
50,专用设备,688623,双元科技,50.72,0.0,0.0,1310.0,6680243.0,1.66,51.47,50.63,50.91,50.72,0.7,32.5,1.42
51,专用设备,600302,标准股份,4.73,0.0,0.0,61659.0,29402012.0,3.38,4.85,4.69,4.7,4.73,1.78,-25.74,2.17
52,专用设备,301056,森赫股份,8.51,0.0,0.0,20321.0,17497727.0,2.7,8.71,8.48,8.48,8.51,0.76,21.39,2.67
53,专用设备,300823,建科智能,13.31,0.0,0.0,29503.0,39723941.4,3.23,13.69,13.26,13.39,13.31,3.88,42.02,1.83
54,专用设备,300307,慈星股份,,,,,,,,,,9.88,0.0,19.01,2.43
55,专用设备,688377,迪威尔,21.49,-0.05,-0.01,18529.0,39419531.0,3.72,21.7,20.9,21.7,21.5,0.95,49.17,2.36
56,专用设备,300509,新美星,8.29,-0.12,-0.01,87735.0,73914172.25,4.34,8.61,8.25,8.39,8.3,3.55,67.68,4.36
57,专用设备,002595,豪迈科技,51.77,-0.14,-0.07,23670.0,122681078.0,2.41,52.35,51.1,51.51,51.84,0.3,21.92,4.32
58,专用设备,002483,润邦股份,5.95,-0.17,-0.01,412368.0,246588021.76,2.35,6.05,5.91,5.96,5.96,4.66,15.52,1.26
59,专用设备,688215,瑞晟智能,23.1,-0.17,-0.04,5577.0,12967885.0,2.59,23.58,22.98,23.22,23.14,1.07,132.6,2.64
60,专用设备,688092,爱科科技,20.68,-0.19,-0.04,6263.0,13034085.0,1.74,20.97,20.61,20.78,20.72,0.76,25.62,2.83
61,专用设备,301468,博盈特焊,20.97,-0.29,-0.06,4917.0,10370810.45,1.43,21.27,20.97,21.09,21.03,0.64,31.34,1.2
62,专用设备,688001,华兴源创,29.93,-0.33,-0.1,36980.0,110826273.0,5.23,30.91,29.34,29.75,30.03,0.83,-195.54,3.51
63,专用设备,002073,软控股份,8.72,-0.34,-0.03,390622.0,344714172.92,3.54,8.99,8.68,8.78,8.75,3.94,19.42,1.58
64,专用设备,301272,英华特,33.47,-0.36,-0.12,6251.0,21119646.76,2.62,34.25,33.37,33.65,33.59,2.0,26.86,1.94
65,专用设备,836942,恒立钻具,13.52,-0.37,-0.05,2648.0,3594987.91,2.58,13.76,13.41,13.72,13.57,0.64,20.8,1.73
66,专用设备,301519,舜禹股份,12.88,-0.39,-0.05,12059.0,15682655.0,2.24,13.12,12.83,12.94,12.93,1.55,116.56,1.4
67,专用设备,300097,ST智云,5.03,-0.4,-0.02,125939.0,62517800.34,4.55,5.07,4.84,4.86,5.05,4.66,85.33,2.27
68,专用设备,688151,华强科技,14.67,-0.41,-0.06,6769.0,10004737.0,1.7,14.9,14.65,14.73,14.73,0.66,137.33,1.21
69,专用设备,603076,乐惠国际,22.16,-0.45,-0.1,8229.0,18438303.0,3.01,22.67,22.0,22.38,22.26,0.68,49.49,2.01
70,专用设备,603081,大丰实业,11.76,-0.51,-0.06,39588.0,46848969.0,3.21,12.05,11.67,11.82,11.82,0.98,68.57,1.75
71,专用设备,300540,蜀道装备,24.62,-0.53,-0.13,27252.0,67508849.02,3.6,25.19,24.3,24.9,24.75,1.88,131.7,3.89
72,专用设备,600444,国机通用,15.11,-0.53,-0.08,15773.0,24035645.0,1.97,15.36,15.06,15.2,15.19,1.08,56.16,3.17
73,专用设备,603321,梅轮电梯,7.2,-0.55,-0.04,30288.0,21948066.0,2.76,7.35,7.15,7.26,7.24,1.0,14.31,1.8
74,专用设备,002430,杭氧股份,20.63,-0.58,-0.12,48179.0,100087649.5,1.73,20.99,20.63,20.73,20.75,0.5,22.54,2.28
75,专用设备,002209,达 意 隆,10.26,-0.58,-0.06,85262.0,87911553.0,3.49,10.54,10.18,10.33,10.32,5.49,36.52,2.97
76,专用设备,002833,弘亚数控,17.32,-0.69,-0.12,24894.0,43252531.6,1.89,17.56,17.23,17.49,17.44,0.86,12.1,2.66
77,专用设备,002690,美亚光电,14.33,-0.69,-0.1,34791.0,50262154.03,1.73,14.58,14.33,14.48,14.43,0.8,21.07,4.93
78,专用设备,603488,展鹏科技,7.82,-0.76,-0.06,27582.0,21761523.0,2.28,7.98,7.8,7.88,7.88,0.94,-125.41,2.39
79,专用设备,688718,唯赛勃,10.01,-0.79,-0.08,8302.0,8408027.0,2.97,10.28,9.98,10.01,10.09,0.48,43.84,2.28
