,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,水泥建材,600802,福建水泥,4.01,5.8,0.22,172177,68007523.0,6.33,4.03,3.79,3.83,3.79,3.76,-8.22,1.68
1,水泥建材,000877,天山股份,5.32,2.7,0.14,162737,86639948.48,3.28,5.38,5.21,5.21,5.18,0.89,-7.57,0.47
2,水泥建材,002596,海南瑞泽,3.12,2.3,0.07,335497,105520012.0,7.54,3.3,3.07,3.07,3.05,3.28,-30.86,3.96
3,水泥建材,600801,华新水泥,12.3,1.91,0.23,103354,126985349.0,3.23,12.38,11.99,12.1,12.07,0.77,16.85,0.88
4,水泥建材,600425,青松建化,3.78,1.89,0.07,143889,54455590.0,2.16,3.81,3.73,3.73,3.71,1.04,11.22,0.94
5,水泥建材,600585,海螺水泥,24.9,1.88,0.46,152531,380214332.0,2.41,25.05,24.46,24.5,24.44,0.38,19.04,0.71
6,水泥建材,002541,鸿路钢构,16.56,1.85,0.3,47675,79912157.82,4.37,17.02,16.31,16.31,16.26,0.96,13.07,1.24
7,水泥建材,000789,万年青,5.07,1.81,0.09,84474,42955696.0,2.81,5.12,4.98,4.98,4.98,1.06,434.52,0.6
8,水泥建材,600668,尖峰集团,10.05,1.72,0.17,26552,26873231.0,3.64,10.24,9.88,9.88,9.88,0.77,36.76,0.68
9,水泥建材,000672,上峰水泥,7.24,1.54,0.11,76482,55643260.89,2.81,7.34,7.14,7.14,7.13,0.79,13.02,0.81
10,水泥建材,600496,精工钢构,2.94,1.38,0.04,174790,51564054.0,2.41,2.97,2.9,2.9,2.9,0.87,9.33,0.68
11,水泥建材,003037,三和管桩,6.05,1.34,0.08,84629,51673981.26,2.85,6.17,6.0,6.0,5.97,4.25,130.46,1.32
12,水泥建材,002205,国统股份,8.2,0.86,0.07,61604,51127496.02,2.83,8.39,8.16,8.21,8.13,3.31,-37.13,2.54
13,水泥建材,000401,冀东水泥,4.96,0.61,0.03,238209,119577730.22,4.46,5.14,4.92,4.93,4.93,1.5,-33.32,0.47
14,水泥建材,601992,金隅集团,1.67,0.6,0.01,670345,113830229.0,4.82,1.74,1.66,1.67,1.66,0.8,-30.64,0.41
15,水泥建材,002233,塔牌集团,7.85,0.51,0.04,122758,96761276.54,2.18,7.94,7.77,7.83,7.81,1.03,18.42,0.79
16,水泥建材,600678,四川金顶,6.18,0.49,0.03,120233,75148263.0,3.41,6.35,6.14,6.19,6.15,3.45,-262.41,9.62
17,水泥建材,603616,韩建河山,3.45,0.29,0.01,111758,39007165.0,4.07,3.55,3.41,3.45,3.44,2.93,-24.61,3.44
18,水泥建材,002302,西部建设,6.03,0.0,0.0,92401,56179045.84,2.16,6.15,6.02,6.04,6.03,0.73,589.23,0.83
19,水泥建材,600326,西藏天路,5.95,-0.34,-0.02,319363,192762549.0,3.18,6.14,5.95,6.0,5.97,2.41,-89.52,2.04
20,水泥建材,600449,宁夏建材,13.6,-0.37,-0.05,52777,72377343.0,3.0,13.94,13.53,13.71,13.65,1.1,28.55,0.9
21,水泥建材,605122,四方新材,10.51,-0.66,-0.07,9800,10412759.0,2.46,10.71,10.45,10.64,10.58,0.57,124.91,0.82
22,水泥建材,600477,杭萧钢构,2.46,-0.81,-0.02,246647,61653064.0,3.63,2.55,2.46,2.49,2.48,1.04,21.29,1.12
23,水泥建材,002743,富煌钢构,5.68,-0.87,-0.05,109512,63126521.0,4.89,5.92,5.64,5.78,5.73,2.52,27.31,0.76
24,水泥建材,600881,亚泰集团,1.65,-1.2,-0.02,552943,92769209.0,4.19,1.72,1.65,1.7,1.67,1.7,-3.11,1.2
25,水泥建材,000935,四川双马,13.71,-1.22,-0.17,44954,63160985.0,4.76,14.37,13.71,13.9,13.88,0.59,32.1,1.42
26,水泥建材,002671,龙泉股份,4.74,-1.25,-0.06,137371,65614811.0,3.75,4.83,4.65,4.65,4.8,2.49,25.27,1.59
27,水泥建材,002742,ST三圣,3.8,-3.8,-0.15,26026,10091814.0,5.57,4.02,3.8,3.96,3.95,0.6,-30.77,8.46
