,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,家用轻工,301004,嘉益股份,123.36,6.35,7.37,11897,144548396.74,7.22,124.65,116.28,116.94,115.99,1.24,18.1,7.63
1,家用轻工,300729,乐歌股份,15.62,4.62,0.69,121490,190643632.35,5.09,15.96,15.2,15.21,14.93,4.11,15.06,1.51
2,家用轻工,301101,明月镜片,41.2,3.1,1.24,94216,385338818.24,7.26,42.0,39.1,40.83,39.96,4.93,45.45,5.08
3,家用轻工,002862,实丰文化,39.6,2.48,0.96,175105,700993615.6,8.41,41.58,38.33,39.6,38.64,19.42,788.03,11.5
4,家用轻工,002899,英派斯,23.51,2.4,0.55,84402,197654692.2,7.36,24.3,22.61,23.25,22.96,5.71,29.85,2.07
5,家用轻工,301287,康力源,29.15,1.92,0.55,9157,26735471.0,2.45,29.5,28.8,28.8,28.6,5.38,34.04,1.75
6,家用轻工,603195,公牛集团,71.23,1.79,1.25,20371,144544492.0,2.33,71.46,69.83,69.98,69.98,0.16,21.15,6.2
7,家用轻工,301588,美新科技,20.67,1.42,0.29,24104,50656258.11,4.07,21.4,20.57,21.0,20.38,10.14,44.44,2.71
8,家用轻工,001300,三柏硕,11.55,1.4,0.16,48232,56003288.0,2.72,11.75,11.44,11.44,11.39,7.28,102.11,2.67
9,家用轻工,605099,共创草坪,21.72,1.31,0.28,20380,44317141.0,2.85,22.02,21.41,21.54,21.44,0.51,16.62,3.29
10,家用轻工,301336,趣睡科技,58.8,1.08,0.63,16153,97733407.0,12.7,64.49,57.1,57.74,58.17,6.27,92.53,2.93
11,家用轻工,001323,慕思股份,37.07,1.01,0.37,12328,46011695.82,3.62,37.95,36.62,36.9,36.7,1.58,21.29,3.41
12,家用轻工,603848,好太太,13.63,0.96,0.13,10343,14140604.0,2.59,13.81,13.46,13.46,13.5,0.26,21.68,2.32
13,家用轻工,002489,浙江永强,3.4,0.89,0.03,521406,179364346.01,3.56,3.51,3.39,3.41,3.37,2.73,11.35,1.8
14,家用轻工,300163,ST先锋,2.52,0.8,0.02,148987,37792650.0,2.4,2.57,2.51,2.51,2.5,3.58,-161.9,2.44
15,家用轻工,002615,哈尔斯,8.27,0.61,0.05,134562,112022911.94,1.82,8.4,8.25,8.25,8.22,4.39,12.86,2.31
16,家用轻工,605268,王力安防,8.02,0.5,0.04,36161,29063158.0,2.13,8.13,7.96,8.0,7.98,0.83,33.59,2.29
17,家用轻工,301376,致欧科技,19.71,0.41,0.08,17347,34346737.43,2.34,19.96,19.5,19.7,19.63,0.9,21.39,2.5
18,家用轻工,002678,珠江钢琴,4.35,0.23,0.01,103089,44766283.54,5.76,4.45,4.2,4.32,4.34,0.76,-32.16,1.66
19,家用轻工,300329,海伦钢琴,5.7,0.18,0.01,79568,45845283.72,4.22,5.9,5.66,5.66,5.69,3.16,-74.0,1.77
20,家用轻工,605155,西大门,10.59,0.09,0.01,36567,38725923.0,2.84,10.75,10.45,10.58,10.58,1.93,17.5,1.63
21,家用轻工,603899,晨光股份,28.4,0.04,0.01,27732,79063467.0,1.34,28.7,28.32,28.4,28.39,0.3,19.26,3.05
22,家用轻工,002348,高乐股份,3.23,0.0,0.0,397165,127406728.0,7.12,3.33,3.1,3.23,3.23,4.47,-67.01,6.38
23,家用轻工,001222,源飞宠物,16.88,0.0,0.0,43910,74416210.0,2.61,17.17,16.73,16.89,16.88,5.59,20.18,2.53
24,家用轻工,001211,双枪科技,22.38,-0.09,-0.02,13862,31180233.0,3.62,22.96,22.15,22.5,22.4,2.07,85.39,1.88
25,家用轻工,300651,金陵体育,12.85,-0.39,-0.05,23014,30064858.67,2.95,13.23,12.85,12.96,12.9,3.07,56.97,2.12
26,家用轻工,301335,天元宠物,22.71,-0.66,-0.15,32047,74070770.2,3.37,23.48,22.71,22.89,22.86,6.43,39.4,1.52
27,家用轻工,300993,玉马科技,10.88,-0.82,-0.09,59373,65430609.3,2.64,11.17,10.88,11.1,10.97,2.46,19.63,2.44
28,家用轻工,605299,舒华体育,8.15,-1.09,-0.09,29737,24713684.0,4.61,8.48,8.1,8.3,8.24,0.72,49.51,2.7
29,家用轻工,873132,泰鹏智能,12.72,-1.24,-0.16,12210,15808804.62,6.06,13.48,12.7,13.48,12.88,4.55,51.52,4.25
30,家用轻工,603091,众鑫股份,44.32,-1.36,-0.61,9730,43509259.0,2.43,45.3,44.21,44.69,44.93,4.86,14.4,2.37
31,家用轻工,831445,龙竹科技,7.76,-1.4,-0.11,18238,14341316.28,3.05,8.0,7.76,7.97,7.87,1.73,47.1,3.35
32,家用轻工,002571,德力股份,4.08,-1.69,-0.07,137749,57180192.76,4.1,4.24,4.07,4.15,4.15,4.62,-36.61,1.33
33,家用轻工,600439,瑞贝卡,3.18,-1.85,-0.06,212857,69128470.0,5.25,3.34,3.17,3.27,3.24,1.88,271.22,1.32
34,家用轻工,002301,齐心集团,6.87,-1.86,-0.13,125295,87341181.0,3.57,7.12,6.87,7.09,7.0,1.75,23.44,1.56
35,家用轻工,300640,德艺文创,5.76,-2.21,-0.13,152963,90668864.4,5.77,6.1,5.76,6.05,5.89,6.88,119.55,2.23
36,家用轻工,002103,广博股份,9.41,-4.56,-0.45,251457,243357370.24,7.3,10.13,9.41,10.06,9.86,6.67,35.79,4.99
37,家用轻工,300703,创源股份,15.21,-4.64,-0.74,154148,241056623.97,5.96,16.15,15.2,15.85,15.95,9.09,34.47,3.26
