,日期,板块,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
241,2025-01-24,铁路公路,8450.51,8462.2,8489.3,8381.9,0.05,4.35,4549974,2911653565.0,1.27,0.48
240,2025-01-23,铁路公路,8460.45,8457.85,8561.49,8454.59,0.66,55.12,4965023,3262912258.0,1.27,0.52
239,2025-01-22,铁路公路,8483.34,8402.73,8483.34,8380.97,-0.96,-81.62,3979401,2590633105.0,1.21,0.42
238,2025-01-21,铁路公路,8608.31,8484.35,8617.16,8458.5,-1.15,-98.55,3553920,2454664768.0,1.85,0.38
237,2025-01-20,铁路公路,8557.97,8582.9,8612.31,8529.42,0.73,62.06,4557041,3128484520.0,0.97,0.48
236,2025-01-17,铁路公路,8564.28,8520.84,8564.28,8462.44,-0.82,-70.17,4404068,3190744521.0,1.19,0.46
235,2025-01-16,铁路公路,8523.15,8591.01,8621.5,8517.44,0.97,82.64,5440936,3742969663.0,1.22,0.57
234,2025-01-15,铁路公路,8533.92,8508.37,8629.86,8494.08,-0.43,-36.7,5042415,3421577724.0,1.59,0.53
233,2025-01-14,铁路公路,8319.56,8545.07,8550.71,8319.56,2.72,226.65,6542034,4203593183.0,2.78,0.69
232,2025-01-13,铁路公路,8354.6,8318.42,8374.36,8263.46,-1.11,-93.66,5611327,3759868428.0,1.32,0.59
231,2025-01-10,铁路公路,8437.35,8412.08,8509.56,8371.13,-0.33,-28.2,6462834,4171500304.0,1.64,0.68
230,2025-01-09,铁路公路,8469.3,8440.28,8474.17,8418.89,-0.94,-79.78,4861225,3034636898.0,0.65,0.51
229,2025-01-08,铁路公路,8466.32,8520.06,8541.18,8353.66,0.45,38.04,5487410,3539235831.0,2.21,0.58
228,2025-01-07,铁路公路,8440.67,8482.02,8488.65,8370.4,0.51,43.39,4702472,3030287085.0,1.4,0.5
227,2025-01-06,铁路公路,8433.85,8438.63,8482.47,8319.88,-0.28,-23.71,5558816,3610857307.0,1.92,0.59
226,2025-01-03,铁路公路,8687.72,8462.34,8714.35,8435.18,-2.59,-225.04,7139469,4646829834.0,3.21,0.75
225,2025-01-02,铁路公路,8888.51,8687.38,8992.08,8620.54,-2.12,-188.31,8146270,5662745744.0,4.19,0.86
224,2024-12-31,铁路公路,8931.53,8875.69,8989.82,8847.9,-0.54,-48.6,6093049,4170549028.0,1.59,0.64
223,2024-12-30,铁路公路,8996.27,8924.29,9003.09,8897.01,-1.09,-98.03,5827087,3901483128.0,1.18,0.62
222,2024-12-27,铁路公路,8934.3,9022.32,9060.13,8926.09,0.88,78.51,6515598,4346974470.0,1.5,0.69
221,2024-12-26,铁路公路,8929.94,8943.81,8989.79,8917.1,-0.12,-10.88,6021534,3896107956.0,0.81,0.64
220,2024-12-25,铁路公路,8999.42,8954.69,9007.59,8857.47,-0.55,-49.87,8287187,5348062165.0,1.67,0.87
219,2024-12-24,铁路公路,8864.99,9004.56,9005.41,8786.29,1.88,166.55,6799567,4479088977.0,2.48,0.72
218,2024-12-23,铁路公路,9052.3,8838.01,9052.3,8819.82,-2.09,-189.0,8112787,5429459931.0,2.58,0.86
217,2024-12-20,铁路公路,8967.88,9027.01,9111.28,8967.88,0.81,72.34,6071418,4050228416.0,1.6,0.64
216,2024-12-19,铁路公路,8997.13,8954.67,9039.76,8907.82,-1.36,-123.09,6813267,4452981777.0,1.45,0.72
215,2024-12-18,铁路公路,9066.31,9077.76,9135.85,9015.17,-0.1,-8.79,8540039,5670227108.0,1.33,0.9
214,2024-12-17,铁路公路,9300.7,9086.55,9351.8,9060.35,-2.33,-216.85,10559288,7017417451.0,3.13,1.11
213,2024-12-16,铁路公路,9152.49,9303.4,9336.0,9152.49,1.29,118.43,12302816,8869046613.0,2.0,1.3
212,2024-12-13,铁路公路,9170.06,9184.97,9272.58,9160.22,-0.29,-27.05,17718496,12895140124.0,1.22,1.87
211,2024-12-12,铁路公路,9060.31,9212.02,9216.86,9038.92,1.55,140.64,11167923,8178311350.0,1.96,1.18
210,2024-12-11,铁路公路,8931.37,9071.38,9071.38,8930.66,1.46,130.15,8551963,6523338122.0,1.57,0.9
209,2024-12-10,铁路公路,9161.26,8941.23,9163.66,8929.54,-0.74,-66.78,9136096,6775762757.0,2.6,0.96
208,2024-12-09,铁路公路,8969.72,9008.01,9069.88,8944.07,0.35,31.56,8942626,6570701900.0,1.4,0.94
207,2024-12-06,铁路公路,8871.5,8976.45,8984.85,8871.5,1.36,120.43,9325196,6261903664.0,1.28,0.98
