,板块,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,汽车整车,600733,北汽蓝谷,7.94,4.06,0.31,2019477,1601683684.0,7.21,8.14,7.59,7.6,7.63,4.13,-7.39,24.63
1,汽车整车,301039,中集车辆,9.23,1.54,0.14,131203,120729848.8,3.08,9.35,9.07,9.1,9.09,0.9,15.4,1.23
2,汽车整车,200625,长  安Ｂ,3.56,1.42,0.05,25464,9008056.47,1.42,3.56,3.51,3.52,3.51,0.16,6.67,0.44
3,汽车整车,600104,上汽集团,17.16,1.3,0.22,748092,1300160793.0,4.6,17.89,17.11,17.31,16.94,0.65,21.57,0.68
4,汽车整车,200550,江  铃Ｂ,10.55,0.67,0.07,2623,2763643.0,1.53,10.6,10.44,10.45,10.48,0.08,5.34,0.73
5,汽车整车,601633,长城汽车,24.88,0.53,0.13,143147,356976769.0,1.78,25.12,24.68,24.85,24.75,0.23,15.31,2.76
6,汽车整车,601238,广汽集团,8.6,0.0,0.0,178695,154565124.0,1.86,8.73,8.57,8.57,8.6,0.24,554.17,0.78
7,汽车整车,601127,赛力斯,132.79,-0.01,-0.01,226160,3006594293.0,3.34,135.44,131.01,133.0,132.8,1.5,37.24,15.43
8,汽车整车,600303,ST曙光,2.77,-0.36,-0.01,37495,10439756.0,1.44,2.81,2.77,2.78,2.78,0.55,-6.35,1.29
9,汽车整车,000625,长安汽车,12.55,-0.4,-0.05,561777,710814519.2,1.9,12.79,12.55,12.65,12.6,0.68,26.07,1.71
10,汽车整车,000957,中通客车,11.44,-0.44,-0.05,168528,195753895.77,3.22,11.8,11.43,11.6,11.49,2.84,26.05,2.35
11,汽车整车,000800,一汽解放,7.86,-0.51,-0.04,78292,62019599.51,1.77,8.0,7.86,7.9,7.9,0.17,79.8,1.48
12,汽车整车,000951,中国重汽,18.53,-0.54,-0.1,115874,216506130.06,1.88,18.87,18.52,18.69,18.63,0.99,17.48,1.47
13,汽车整车,000550,江铃汽车,22.56,-0.84,-0.19,38604,87727517.55,2.37,23.07,22.53,22.81,22.75,0.74,12.67,1.72
14,汽车整车,600841,动力新科,4.51,-1.53,-0.07,96174,43922802.0,4.37,4.7,4.5,4.6,4.58,1.05,-3.72,1.47
15,汽车整车,002594,比亚迪,274.5,-1.64,-4.58,63408,1755529339.7,2.01,280.12,274.5,279.09,279.08,0.55,23.73,5.14
16,汽车整车,600166,福田汽车,2.34,-1.68,-0.04,1070218,252973372.0,2.52,2.4,2.34,2.36,2.38,1.65,32.15,1.27
17,汽车整车,600066,宇通客车,28.49,-1.86,-0.54,165894,475499423.0,2.14,29.07,28.45,29.02,29.03,0.75,19.45,5.31
18,汽车整车,000868,安凯客车,5.43,-1.99,-0.11,172881,96045038.97,5.78,5.75,5.43,5.6,5.54,2.36,-713.97,6.04
19,汽车整车,000572,海马汽车,3.94,-1.99,-0.08,432339,173666638.44,4.48,4.12,3.94,3.99,4.02,2.63,86.62,3.32
20,汽车整车,000980,众泰汽车,2.04,-2.39,-0.05,881175,182415720.0,4.31,2.13,2.04,2.11,2.09,1.8,-23.17,11.4
21,汽车整车,601777,力帆科技,6.2,-2.52,-0.16,389603,244960510.0,4.4,6.48,6.2,6.44,6.36,0.86,526.27,2.68
22,汽车整车,600418,江淮汽车,40.89,-2.9,-1.22,736166,3028166261.0,3.82,41.84,40.23,41.84,42.11,3.37,107.14,6.5
23,汽车整车,600006,东风股份,6.65,-3.34,-0.23,309871,210616354.0,4.8,6.98,6.65,6.91,6.88,1.55,-87.01,1.63
24,汽车整车,600686,金龙汽车,13.65,-5.21,-0.75,343034,476239566.0,5.76,14.45,13.62,14.24,14.4,4.78,96.09,3.08
